UniProt	GeneID	Gene Name	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
P00451	2157	F8		FALSE	FALSE	FALSE	TRUE	0
P00488	2162	F13A1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P00505	2806	GOT2		FALSE	FALSE	TRUE	TRUE	1
P00533	1956	EGFR	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P00734	2147	F2	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P00738	3240	HP	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P00740	2158	F9		FALSE	FALSE	FALSE	TRUE	0
P00742	2159	F10		FALSE	TRUE	TRUE	TRUE	2
P00747	5340	PLG		FALSE	TRUE	TRUE	TRUE	2
P00748	2161	F12		FALSE	FALSE	FALSE	TRUE	0
P00749	5328	PLAU	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P00750	5327	PLAT	1 - high confidence	FALSE	TRUE	TRUE	FALSE	3
P00751	629	CFB		FALSE	FALSE	FALSE	TRUE	0
P00797	5972	REN		FALSE	FALSE	FALSE	TRUE	0
P00813	100	ADA		FALSE	TRUE	TRUE	TRUE	2
P00918	760	CA2		FALSE	FALSE	FALSE	TRUE	0
P01008	462	SERPINC1		FALSE	FALSE	FALSE	TRUE	0
P01009	5265	SERPINA1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P01011	12	SERPINA3	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P01023	2	A2M	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P01024	718	C3	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P01031	727	C5		FALSE	FALSE	FALSE	TRUE	0
P01033	7076	TIMP1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P01034	1471	CST3		FALSE	FALSE	FALSE	TRUE	0
P01040	1475	CSTA		FALSE	FALSE	FALSE	TRUE	0
P01042	3827	KNG1	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P01111	4893	NRAS		FALSE	FALSE	FALSE	TRUE	0
P01112	3265	HRAS		FALSE	FALSE	FALSE	TRUE	0
P01116	3845	KRAS		FALSE	FALSE	FALSE	TRUE	0
P01127	5155	PDGFB		FALSE	TRUE	TRUE	TRUE	2
P01130	3949	LDLR	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P01133	1950	EGF		TRUE	FALSE	FALSE	TRUE	1
P01135	7039	TGFA		TRUE	TRUE	TRUE	TRUE	3
P01137	7040	TGFB1	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P01210	5179	PENK		FALSE	FALSE	FALSE	TRUE	0
P01213	5173	PDYN		FALSE	FALSE	FALSE	TRUE	0
P01374	4049	LTA		FALSE	FALSE	FALSE	TRUE	0
P01375	7124	TNF		FALSE	TRUE	TRUE	TRUE	2
P01579	3458	IFNG		FALSE	TRUE	FALSE	FALSE	1
P01583	3552	IL1A		FALSE	TRUE	FALSE	FALSE	1
P01588	2056	EPO		FALSE	FALSE	TRUE	FALSE	1
P01589	3559	IL2RA	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P01593		IGKV1D-33		FALSE	FALSE	FALSE	TRUE	0
P01594		IGKV1-33		FALSE	FALSE	FALSE	TRUE	0
P01597		IGKV1-39		FALSE	FALSE	FALSE	TRUE	0
P01599		IGKV1-17		FALSE	FALSE	FALSE	TRUE	0
P01601		IGKV1D-16		FALSE	FALSE	FALSE	TRUE	0
P01602		IGKV1-5		FALSE	FALSE	FALSE	TRUE	0
P01611		IGKV1D-12		FALSE	FALSE	FALSE	TRUE	0
P01614		IGKV2D-40		FALSE	FALSE	FALSE	TRUE	0
P01615		IGKV2D-28		FALSE	FALSE	FALSE	TRUE	0
P01619		IGKV3-20		FALSE	FALSE	FALSE	TRUE	0
P01624		IGKV3-15		FALSE	FALSE	FALSE	TRUE	0
P01699		IGLV1-44		FALSE	FALSE	FALSE	TRUE	0
P01700		IGLV1-47		FALSE	FALSE	FALSE	TRUE	0
P01701		IGLV1-51		FALSE	FALSE	FALSE	TRUE	0
P01703		IGLV1-40		FALSE	FALSE	FALSE	TRUE	0
P01704		IGLV2-14		FALSE	FALSE	FALSE	TRUE	0
P01705		IGLV2-23		FALSE	FALSE	FALSE	TRUE	0
P01706		IGLV2-11		FALSE	FALSE	FALSE	TRUE	0
P01709		IGLV2-8		FALSE	FALSE	FALSE	TRUE	0
P01714		IGLV3-19		FALSE	FALSE	FALSE	TRUE	0
P01715		IGLV3-1		FALSE	FALSE	FALSE	TRUE	0
P01717		IGLV3-25		FALSE	FALSE	FALSE	TRUE	0
P01718		IGLV3-27		FALSE	FALSE	FALSE	TRUE	0
P01721		IGLV6-57		FALSE	FALSE	FALSE	TRUE	0
P01730	920	CD4	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P01732	925	CD8A		TRUE	TRUE	TRUE	TRUE	3
P01733		TRBV12-3	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P01737		TRAV8-4	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P01742		IGHV1-69		FALSE	FALSE	TRUE	TRUE	1
P01743		IGHV1-46		FALSE	FALSE	TRUE	TRUE	1
P01762		IGHV3-11		FALSE	FALSE	TRUE	TRUE	1
P01763		IGHV3-48		FALSE	FALSE	TRUE	TRUE	1
P01764		IGHV3-23		FALSE	FALSE	TRUE	TRUE	1
P01766		IGHV3-13		FALSE	FALSE	TRUE	TRUE	1
P01767		IGHV3-53		FALSE	FALSE	TRUE	TRUE	1
P01768		IGHV3-30		FALSE	FALSE	TRUE	TRUE	1
P01772		IGHV3-33		FALSE	FALSE	TRUE	TRUE	1
P01780		IGHV3-7		FALSE	FALSE	TRUE	TRUE	1
P01782		IGHV3-9		FALSE	FALSE	TRUE	TRUE	1
P01814		IGHV2-70		FALSE	FALSE	TRUE	TRUE	1
P01817		IGHV2-5		FALSE	FALSE	TRUE	TRUE	1
P01824		IGHV4-39		FALSE	FALSE	TRUE	TRUE	1
P01825		IGHV4-59		FALSE	FALSE	TRUE	TRUE	1
P01833	5284	PIGR		TRUE	FALSE	FALSE	TRUE	1
P01834		IGKC		FALSE	FALSE	TRUE	TRUE	1
P01848		TRAC	2 - putative	FALSE	FALSE	FALSE	TRUE	1
P01850		TRBC1	2 - putative	FALSE	FALSE	TRUE	TRUE	2
P01854		IGHE		FALSE	FALSE	TRUE	TRUE	1
P01857		IGHG1	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P01859		IGHG2	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P01860		IGHG3		FALSE	FALSE	TRUE	TRUE	1
P01861		IGHG4	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P01871		IGHM	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P01876		IGHA1	3 - unspecific	FALSE	FALSE	TRUE	TRUE	2
P01877		IGHA2		FALSE	FALSE	TRUE	TRUE	1
P01880		IGHD		FALSE	FALSE	TRUE	TRUE	1
P01889	3106	HLA-B	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P01893		HLA-H		TRUE	FALSE	TRUE	TRUE	2
P01903	3122	HLA-DRA	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P01906	3118	HLA-DQA2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P01909	3117	HLA-DQA1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P01911	3123	HLA-DRB1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P01920	3119	HLA-DQB1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P02452	1277	COL1A1	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
P02458	1280	COL2A1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P02461	1281	COL3A1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P02511	1410	CRYAB		FALSE	TRUE	TRUE	TRUE	2
P02545	4000	LMNA	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P02549	6708	SPTA1		FALSE	FALSE	FALSE	TRUE	0
P02647	335	APOA1		FALSE	FALSE	TRUE	TRUE	1
P02649	348	APOE		FALSE	TRUE	FALSE	TRUE	1
P02671	2243	FGA	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P02675	2244	FGB	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P02679	2266	FGG		FALSE	TRUE	TRUE	TRUE	2
P02686	4155	MBP		FALSE	FALSE	TRUE	TRUE	1
P02708	1134	CHRNA1		TRUE	TRUE	TRUE	TRUE	3
P02724	2993	GYPA		TRUE	TRUE	FALSE	TRUE	2
P02730	6521	SLC4A1		TRUE	FALSE	FALSE	TRUE	1
P02748	735	C9		FALSE	FALSE	FALSE	TRUE	0
P02749	350	APOH	1 - high confidence	FALSE	TRUE	TRUE	FALSE	3
P02751	2335	FN1	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P02760	259	AMBP	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P02763	5004	ORM1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P02765	197	AHSG	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P02778	3627	CXCL10		FALSE	TRUE	TRUE	TRUE	2
P02786	7037	TFRC	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P02787	7018	TF	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P02788	4057	LTF	1 - high confidence	FALSE	FALSE	TRUE	FALSE	2
P02790	3263	HPX	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P02818	632	BGLAP		FALSE	TRUE	FALSE	FALSE	1
P03372	2099	ESR1		FALSE	FALSE	FALSE	TRUE	0
P03951	2160	F11		FALSE	FALSE	FALSE	TRUE	0
P03952	3818	KLKB1		FALSE	FALSE	FALSE	TRUE	0
P03979		TRGV3		FALSE	FALSE	TRUE	TRUE	1
P03986		TRGC2		TRUE	FALSE	FALSE	TRUE	1
P03999	611	OPN1SW		TRUE	FALSE	FALSE	TRUE	1
P04000		OPN1LW		TRUE	FALSE	FALSE	TRUE	1
P04001	101060233;2652;728458	OPN1MW		TRUE	FALSE	FALSE	TRUE	1
P04003	722	C4BPA	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P04004	7448	VTN	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P04040	847	CAT		FALSE	FALSE	FALSE	TRUE	0
P04049	5894	RAF1		FALSE	FALSE	FALSE	TRUE	0
P04054	5319	PLA2G1B		FALSE	FALSE	TRUE	FALSE	1
P04062	2629	GBA	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P04083	301	ANXA1		FALSE	FALSE	TRUE	TRUE	1
P04085	5154	PDGFA		FALSE	TRUE	TRUE	FALSE	2
P04114	338	APOB	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P04156	5621	PRNP	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P04196	3273	HRG		FALSE	FALSE	TRUE	TRUE	1
P04201	4142	MAS1		TRUE	TRUE	FALSE	TRUE	2
P04211		IGLV7-43		FALSE	FALSE	FALSE	TRUE	0
P04216	7070	THY1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P04233	972	CD74	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P04234	915	CD3D	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P04264	3848	KRT1	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P04275	7450	VWF	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
P04350	10382	TUBB4A	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P04406	2597	GAPDH	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P04430		IGKV1-16		FALSE	FALSE	FALSE	TRUE	0
P04432		IGKV1D-39		FALSE	FALSE	FALSE	TRUE	0
P04433		IGKV3-11		FALSE	FALSE	FALSE	TRUE	0
P04435		TRBV7-9	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P04437		TRAV29DV5		FALSE	FALSE	FALSE	TRUE	0
P04439	3105	HLA-A	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P04440	3115	HLA-DPB1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P04626	2064	ERBB2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P04628	7471	WNT1		FALSE	TRUE	TRUE	TRUE	2
P04629	4914	NTRK1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P04632	826	CAPNS1	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P04792	3315	HSPB1		FALSE	TRUE	FALSE	TRUE	1
P04839	1536	CYBB	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P04843	6184	RPN1	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
P04844	6185	RPN2	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P04899	2771	GNAI2		FALSE	FALSE	FALSE	TRUE	0
P04920	6522	SLC4A2	2 - putative	FALSE	FALSE	FALSE	TRUE	1
P04921	2995	GYPC		TRUE	FALSE	FALSE	TRUE	1
P05019	3479	IGF1		FALSE	FALSE	FALSE	TRUE	0
P05023	476	ATP1A1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P05026	481	ATP1B1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P05067	351	APP		TRUE	TRUE	TRUE	TRUE	3
P05090	347	APOD	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P05106	3690	ITGB3	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P05107	3689	ITGB2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P05109	6279	S100A8		FALSE	FALSE	FALSE	TRUE	0
P05111	3623	INHA		FALSE	FALSE	FALSE	TRUE	0
P05112	3565	IL4		FALSE	TRUE	FALSE	FALSE	1
P05120	5055	SERPINB2	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P05121	5054	SERPINE1		FALSE	FALSE	FALSE	TRUE	0
P05129	5582	PRKCG		FALSE	FALSE	FALSE	TRUE	0
P05141	292	SLC25A5		FALSE	FALSE	FALSE	TRUE	0
P05154	5104	SERPINA5		FALSE	TRUE	TRUE	TRUE	2
P05155	710	SERPING1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P05164	4353	MPO	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P05186	249	ALPL	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P05187	250	ALPP	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P05231	3569	IL6		FALSE	TRUE	FALSE	TRUE	1
P05362	3383	ICAM1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P05387	6181	RPLP2	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P05451	5967	REG1A		FALSE	FALSE	FALSE	TRUE	0
P05538	3120	HLA-DQB2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P05556	3688	ITGB1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P05771	5579	PRKCB		FALSE	FALSE	FALSE	TRUE	0
P05787	3856	KRT8		FALSE	FALSE	FALSE	TRUE	0
P05981	3249	HPN		FALSE	TRUE	TRUE	TRUE	2
P05997	1290	COL5A2	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P06028	2994	GYPB		FALSE	FALSE	FALSE	TRUE	0
P06126	909	CD1A		TRUE	FALSE	TRUE	TRUE	2
P06127	921	CD5	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P06213	3643	INSR	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P06239	3932	LCK		FALSE	FALSE	FALSE	TRUE	0
P06241	2534	FYN		FALSE	FALSE	FALSE	TRUE	0
P06276	590	BCHE	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P06280	2717	GLA	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P06310		IGKV2-30		FALSE	FALSE	FALSE	TRUE	0
P06312		IGKV4-1		FALSE	FALSE	FALSE	TRUE	0
P06315		IGKV5-2		FALSE	FALSE	FALSE	TRUE	0
P06331		IGHV4-34		FALSE	FALSE	TRUE	TRUE	1
P06340	3111	HLA-DOA		TRUE	FALSE	FALSE	TRUE	1
P06396	2934	GSN		FALSE	FALSE	FALSE	TRUE	0
P06576	506	ATP5F1B		FALSE	TRUE	TRUE	TRUE	2
P06702	6280	S100A9		FALSE	FALSE	FALSE	TRUE	0
P06703	6277	S100A6		FALSE	FALSE	FALSE	TRUE	0
P06729	914	CD2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P06731	1048	CEACAM5		TRUE	FALSE	TRUE	TRUE	2
P06733	2023	ENO1	1 - high confidence	FALSE	FALSE	TRUE	TRUE	2
P06734	2208	FCER2	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P06744	2821	GPI	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P06756	3685	ITGAV	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P06858	4023	LPL		TRUE	TRUE	TRUE	TRUE	3
P06865	3073	HEXA	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P07093	5270	SERPINE2	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P07101	7054	TH		FALSE	FALSE	FALSE	TRUE	0
P07202	7173	TPO		TRUE	TRUE	TRUE	TRUE	3
P07204	7056	THBD	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P07225	5627	PROS1		FALSE	FALSE	FALSE	TRUE	0
P07237	5034	P4HB		FALSE	TRUE	TRUE	TRUE	2
P07306	432	ASGR1		TRUE	FALSE	FALSE	TRUE	1
P07307	433	ASGR2		TRUE	FALSE	FALSE	TRUE	1
P07327	124	ADH1A		FALSE	FALSE	FALSE	TRUE	0
P07332	2242	FES		FALSE	FALSE	FALSE	TRUE	0
P07333	1436	CSF1R		TRUE	TRUE	TRUE	TRUE	3
P07339	1509	CTSD	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P07355	302	ANXA2		FALSE	FALSE	TRUE	TRUE	1
P07357	731	C8A		FALSE	FALSE	FALSE	TRUE	0
P07358	732	C8B		FALSE	FALSE	FALSE	TRUE	0
P07359	2811	GP1BA		TRUE	TRUE	TRUE	TRUE	3
P07360	733	C8G		FALSE	FALSE	FALSE	TRUE	0
P07384	823	CAPN1		FALSE	FALSE	FALSE	TRUE	0
P07437	203068	TUBB	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P07476	3713	IVL		FALSE	FALSE	FALSE	TRUE	0
P07510	1146	CHRNG		TRUE	FALSE	FALSE	TRUE	1
P07550	154	ADRB2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P07585	1634	DCN	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P07602	5660	PSAP	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P07686	3074	HEXB	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P07711	1514	CTSL	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P07737	5216	PFN1	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P07766	916	CD3E		FALSE	TRUE	TRUE	TRUE	2
P07814	2058	EPRS1		FALSE	FALSE	FALSE	TRUE	0
P07858	1508	CTSB		FALSE	TRUE	TRUE	TRUE	2
P07900	3320	HSP90AA1	3 - unspecific	FALSE	FALSE	TRUE	TRUE	2
P07911	7369	UMOD		TRUE	FALSE	FALSE	TRUE	1
P07942	3912	LAMB1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P07947	7525	YES1		FALSE	FALSE	FALSE	TRUE	0
P07948	4067	LYN		FALSE	FALSE	FALSE	TRUE	0
P07949	5979	RET	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P07996	7057	THBS1	3 - unspecific	FALSE	TRUE	TRUE	TRUE	3
P08034	2705	GJB1		TRUE	TRUE	FALSE	TRUE	2
P08069	3480	IGF1R	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P08100	6010	RHO		TRUE	FALSE	FALSE	TRUE	1
P08123	1278	COL1A2	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P08134	389	RHOC		FALSE	FALSE	FALSE	TRUE	0
P08138	4804	NGFR		TRUE	TRUE	TRUE	TRUE	3
P08172	1129	CHRM2		TRUE	FALSE	FALSE	TRUE	1
P08173	1132	CHRM4		TRUE	FALSE	FALSE	TRUE	1
P08174	1604	CD55	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08183	5243	ABCB1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08195	6520	SLC3A2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08236	2990	GUSB	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P08237	5213	PFKM		FALSE	FALSE	FALSE	TRUE	0
P08238	3326	HSP90AB1	3 - unspecific	FALSE	FALSE	TRUE	TRUE	2
P08246	1991	ELANE	3 - unspecific	FALSE	TRUE	TRUE	FALSE	3
P08247	6855	SYP		TRUE	FALSE	FALSE	TRUE	1
P08253	4313	MMP2		FALSE	FALSE	FALSE	TRUE	0
P08311	1511	CTSG		FALSE	TRUE	TRUE	TRUE	2
P08473	4311	MME	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P08514	3674	ITGA2B	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08567	5341	PLEK		FALSE	FALSE	FALSE	TRUE	0
P08571	929	CD14	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08575	5788	PTPRC	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08581	4233	MET	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P08582	4241	MELTF	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P08588	153	ADRB1		TRUE	FALSE	FALSE	TRUE	1
P08603	3075	CFH	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P08631	3055	HCK		FALSE	FALSE	FALSE	TRUE	0
P08637	2214	FCGR3A	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08648	3678	ITGA5	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08670	7431	VIM	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P08684	1576	CYP3A4		FALSE	TRUE	FALSE	FALSE	1
P08697	5345	SERPINF2		FALSE	FALSE	TRUE	FALSE	1
P08709	2155	F7		FALSE	FALSE	FALSE	TRUE	0
P08727	3880	KRT19		FALSE	FALSE	FALSE	TRUE	0
P08754	2773	GNAI3		FALSE	FALSE	FALSE	TRUE	0
P08758	308	ANXA5		FALSE	TRUE	TRUE	TRUE	2
P08842	412	STS	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P08865	3921	RPSA		FALSE	FALSE	FALSE	TRUE	0
P08887	3570	IL6R		TRUE	FALSE	TRUE	TRUE	2
P08908	3350	HTR1A		TRUE	FALSE	FALSE	TRUE	1
P08910	11057	ABHD2		FALSE	FALSE	FALSE	TRUE	0
P08912	1133	CHRM5		TRUE	FALSE	FALSE	TRUE	1
P08913	150	ADRA2A	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P08922	6098	ROS1		TRUE	FALSE	TRUE	TRUE	2
P08962	967	CD63	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P08F94	5314	PKHD1		TRUE	TRUE	TRUE	TRUE	3
P09104	2026	ENO2		FALSE	FALSE	FALSE	TRUE	0
P09110	30	ACAA1	2 - putative	FALSE	FALSE	FALSE	FALSE	1
P09131	8273	SLC10A3		TRUE	FALSE	FALSE	FALSE	1
P09172	1621	DBH	2 - putative	FALSE	FALSE	FALSE	FALSE	1
P09211	2950	GSTP1		FALSE	FALSE	FALSE	TRUE	0
P09237	4316	MMP7		FALSE	FALSE	TRUE	FALSE	1
P09326	962	CD48	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P09327	7429	VIL1		FALSE	FALSE	FALSE	TRUE	0
P09382	3956	LGALS1		FALSE	TRUE	TRUE	FALSE	2
P09429	3146	HMGB1		FALSE	TRUE	TRUE	TRUE	2
P09471	2775	GNAO1		FALSE	FALSE	FALSE	TRUE	0
P09486	6678	SPARC		FALSE	FALSE	TRUE	FALSE	1
P09493	7168	TPM1		FALSE	FALSE	FALSE	TRUE	0
P09496	1211	CLTA		FALSE	TRUE	FALSE	TRUE	1
P09497	1212	CLTB		FALSE	TRUE	FALSE	TRUE	1
P09525	307	ANXA4		FALSE	FALSE	TRUE	TRUE	1
P09543	1267	CNP		FALSE	FALSE	FALSE	TRUE	0
P09544	7472	WNT2		FALSE	FALSE	TRUE	TRUE	1
P09564	924	CD7	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P09601	3162	HMOX1		FALSE	FALSE	FALSE	TRUE	0
P09603	1435	CSF1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P09619	5159	PDGFRB	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P09693	917	CD3G	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P09758	4070	TACSTD2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P09769	2268	FGR		FALSE	FALSE	FALSE	TRUE	0
P09848	3938	LCT		TRUE	FALSE	FALSE	TRUE	1
P09912	2537	IFI6		FALSE	FALSE	FALSE	TRUE	0
P09923	248	ALPI		TRUE	FALSE	FALSE	TRUE	1
P09958	5045	FURIN		TRUE	TRUE	TRUE	TRUE	3
P0C091	166752	FREM3		FALSE	TRUE	FALSE	FALSE	1
P0C0E4	282808	RAB40AL		FALSE	FALSE	FALSE	TRUE	0
P0C0L4	720;721	C4A	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P0C0L5	100293534;721	C4B;C4B_2		FALSE	FALSE	FALSE	TRUE	0
P0C2W1	200933	FBXO45		FALSE	FALSE	FALSE	TRUE	0
P0C604		OR4A8		TRUE	FALSE	FALSE	TRUE	1
P0C617	79482	OR5AL1		TRUE	FALSE	FALSE	TRUE	1
P0C623		OR4Q2		TRUE	FALSE	FALSE	TRUE	1
P0C626		OR5G3		TRUE	FALSE	FALSE	TRUE	1
P0C628		OR5AC1		TRUE	FALSE	FALSE	TRUE	1
P0C629		OR10J4		TRUE	FALSE	FALSE	TRUE	1
P0C645	26687	OR4E1		TRUE	FALSE	FALSE	TRUE	1
P0C646	283110	OR52Z1		TRUE	FALSE	FALSE	TRUE	1
P0C672	144448	TSPAN19		FALSE	FALSE	FALSE	TRUE	0
P0C6S8	645191	LINGO3		TRUE	FALSE	FALSE	FALSE	1
P0C7N1		OR8U8		TRUE	FALSE	FALSE	TRUE	1
P0C7N5	504190	OR8U9		TRUE	FALSE	FALSE	TRUE	1
P0C7N8		OR9G9		TRUE	FALSE	FALSE	TRUE	1
P0C7T2		OR2T7		TRUE	FALSE	FALSE	TRUE	1
P0C7T3	390084	OR56A5		TRUE	FALSE	FALSE	TRUE	1
P0C7U0	392617	ELFN1	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
P0C7U3		ZDHHC11B		TRUE	FALSE	FALSE	FALSE	1
P0C7X1	729877	TBC1D3H		FALSE	FALSE	FALSE	TRUE	0
P0C7X3		CCNYL3		FALSE	FALSE	FALSE	TRUE	0
P0C851	644139	PIRT		FALSE	FALSE	FALSE	TRUE	0
P0CAP1	100820829;145781;81488	MYZAP		FALSE	FALSE	FALSE	TRUE	0
P0CF51		TRGC1		FALSE	FALSE	FALSE	TRUE	0
P0CF74		IGLC6		FALSE	FALSE	TRUE	TRUE	1
P0CG04		IGLC1		FALSE	FALSE	TRUE	TRUE	1
P0CG36	653275	CFC1B		FALSE	FALSE	TRUE	FALSE	1
P0CG37	55997	CFC1		TRUE	FALSE	TRUE	TRUE	2
