Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
SLC10A6	F6S0G3	703946	FALSE	TRUE	345274	SLC10A6	Q3KNW5		TRUE	FALSE	FALSE	TRUE	1	2
PTPN13	F6S1D8	699866	FALSE	TRUE	5783	PTPN13	Q12923		FALSE	FALSE	FALSE	TRUE	0	2
MDGA1	F6S264	719423	FALSE	TRUE	266727	MDGA1	Q8NFP4	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
RET	F6S299	703466	FALSE	TRUE	5979	RET	P07949	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
TLCD1	F6S372	710391	FALSE	TRUE	116238	TLCD1	Q96CP7		FALSE	FALSE	FALSE	TRUE	0	2
CHST6	F6S4Z1	711570	FALSE	FALSE	4166	CHST6	Q9GZX3	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
OR6C4	F6S5B8	708807	FALSE	TRUE	341418	OR6C4	Q8NGE1		TRUE	FALSE	FALSE	TRUE	1	2
ASAH1	F6S5C7	703699	FALSE	FALSE	427	ASAH1	Q13510	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
CCDC70	F6S5V0	709312	FALSE	TRUE	83446	CCDC70	Q6NSX1		FALSE	FALSE	FALSE	TRUE	0	2
SERINC3	F6S622	712545	FALSE	FALSE	10955	SERINC3	Q13530		TRUE	FALSE	FALSE	TRUE	1	1
CLDN24	F6S639;F7HH30	701348;100423881	FALSE	TRUE	53842;100132463	CLDN22;CLDN24	Q8N7P3;A6NM45		TRUE	FALSE	FALSE	TRUE	1	2
SLC24A4	F6S7H4	697997	FALSE	TRUE	123041	SLC24A4	Q8NFF2		TRUE	FALSE	FALSE	TRUE	1	2
KIAA1644	F6S7X7	716059	FALSE	FALSE	85352	SHISAL1	Q3SXP7		TRUE	FALSE	FALSE	FALSE	1	0
LPAR3	F6S7Z0	710828	FALSE	FALSE	23566	LPAR3	Q9UBY5		TRUE	FALSE	FALSE	TRUE	1	1
CLU	F6S885	677866	FALSE	FALSE	1191	CLU	P10909	1 - high confidence	FALSE	FALSE	TRUE	FALSE	2	0
TNFSF15	F6S8F9	703189	FALSE	TRUE	9966	TNFSF15	O95150		TRUE	FALSE	FALSE	TRUE	1	2
STYK1	F6SCK6	717844	FALSE	TRUE	55359	STYK1	Q6J9G0		FALSE	FALSE	FALSE	TRUE	0	2
TMEM47	F6SCM1	693975	FALSE	TRUE	83604	TMEM47	Q9BQJ4		FALSE	FALSE	FALSE	TRUE	0	2
FCER1G	F6SD41	720291	TRUE	TRUE	2207	FCER1G	P30273		FALSE	TRUE	TRUE	TRUE	3	2
LRP8	F6SDB7	714317	FALSE	TRUE	7804	LRP8	Q14114		TRUE	FALSE	FALSE	TRUE	1	2
RHEBL1	F6SED7	709384	FALSE	TRUE	121268	RHEBL1	Q8TAI7		FALSE	FALSE	FALSE	TRUE	0	2
BEST3	F6SEM9	718450	FALSE	TRUE	144453	BEST3	Q8N1M1		FALSE	FALSE	FALSE	TRUE	0	2
SERPINA1	F6SEN6	701361	FALSE	FALSE	5265	SERPINA1	P01009	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
HTR1B	F6SFA9	716704	FALSE	TRUE	3351	HTR1B	P28222		TRUE	FALSE	FALSE	TRUE	1	2
PPP3CB	F6SFC6	706955	FALSE	TRUE	5532	PPP3CB	P16298		FALSE	FALSE	FALSE	TRUE	0	2
ADAM9	F6SGK2	701124	FALSE	FALSE	8754	ADAM9	Q13443	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
TMEM127	F6SGM3	705069	FALSE	TRUE	55654	TMEM127	O75204		FALSE	FALSE	FALSE	TRUE	0	2
SFRP1	F6SGW3	702876	TRUE	FALSE	6422	SFRP1	Q8N474		FALSE	TRUE	TRUE	TRUE	3	1
PLXDC2	F6SH47	702523	FALSE	FALSE	84898	PLXDC2	Q6UX71		TRUE	FALSE	FALSE	FALSE	1	0
NDRG1	F6SHZ8;F6SI55	697752	FALSE	TRUE	10397	NDRG1	Q92597		FALSE	FALSE	FALSE	TRUE	0	2
SLA	F6SJ90	697377	FALSE	TRUE	6503	SLA	Q13239		FALSE	FALSE	FALSE	TRUE	0	2
NCF1	F6SL33	694207	FALSE	TRUE	653361	NCF1	P14598		FALSE	FALSE	FALSE	TRUE	0	2
WNT1	F6SLU9	709009	TRUE	FALSE	7471	WNT1	P04628		FALSE	TRUE	TRUE	TRUE	3	1
PAPSS2	F6SM55	704362	FALSE	FALSE	9562	MINPP1	Q9UNW1	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
MPIG6B	F6SN03	716265	FALSE	TRUE	80739	MPIG6B	O95866	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
OR14J1	F6SN86	710039	FALSE	TRUE	442191	OR14J1	Q9UGF5		TRUE	FALSE	FALSE	TRUE	1	2
DTNBP1	F6SN96	709358	FALSE	FALSE	84062	DTNBP1	Q96EV8		FALSE	TRUE	FALSE	TRUE	1	1
CD40	F6SNI1	707749	TRUE	TRUE	958	CD40	P25942	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
TMEM179B	F6SNV8	718518	FALSE	FALSE	374395	TMEM179B	Q7Z7N9	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
ERRFI1	F6SQ62	722072	FALSE	TRUE	54206	ERRFI1	Q9UJM3		FALSE	FALSE	FALSE	TRUE	0	2
HSD11B1	F6SQD2	574322	FALSE	FALSE	3290	HSD11B1	P28845	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
GRM5	F6SR09	705445	FALSE	TRUE	2915	GRM5	P41594		TRUE	FALSE	FALSE	TRUE	1	2
PPP4C	F6SRT0	708510	FALSE	TRUE	5531	PPP4C	P60510		FALSE	FALSE	FALSE	TRUE	0	2
JPT2	F6SRV4	702283	FALSE	TRUE	90861	JPT2	Q9H910		FALSE	FALSE	FALSE	TRUE	0	2
CACHD1	F6SSN2	701608	FALSE	TRUE	57685	CACHD1	Q5VU97	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
FLRT3	F6SUY7	694694	FALSE	FALSE	23767	FLRT3	Q9NZU0		TRUE	FALSE	FALSE	TRUE	1	1
TMEM219	F6SY66	707670	FALSE	FALSE	124446	TMEM219	Q86XT9		TRUE	FALSE	FALSE	TRUE	1	1
ABCB11	F6SYV4	709261	FALSE	FALSE	8647	ABCB11	O95342		TRUE	FALSE	FALSE	TRUE	1	1
TNK1	F6SZ58	715180	FALSE	TRUE	8711	TNK1	Q13470		FALSE	FALSE	FALSE	TRUE	0	2
ZNF174	F6SZV8	702964	FALSE	TRUE	7727	ZNF174	Q15697		FALSE	FALSE	FALSE	TRUE	0	2
SLC2A13	F6T0L4	697822	FALSE	TRUE	114134	SLC2A13	Q96QE2	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
CDC42SE1	F6T0R1	100427784	FALSE	TRUE	56882	CDC42SE1	Q9NRR8		FALSE	FALSE	FALSE	TRUE	0	2
TMEM55B	F6T137	100428001	FALSE	TRUE	90809	PIP4P1	Q86T03		FALSE	FALSE	FALSE	TRUE	0	2
SNX5	F6T1Z9;F7AE06	698897	FALSE	TRUE	27131	SNX5	Q9Y5X3		FALSE	FALSE	FALSE	TRUE	0	2
GPR137	F6T263	717722	FALSE	FALSE	56834	GPR137	Q96N19		TRUE	FALSE	FALSE	FALSE	1	0
IL17A	F6T3G5	708123	TRUE	TRUE	3605	IL17A	Q16552		FALSE	TRUE	TRUE	TRUE	3	2
ANKH	F6T3T0	717689	FALSE	TRUE	56172	ANKH	Q9HCJ1		TRUE	FALSE	FALSE	TRUE	1	2
COPZ2	F6T427	696299	FALSE	FALSE	51226	COPZ2	Q9P299		FALSE	TRUE	FALSE	FALSE	1	0
XPR1	F6T500;G7MF56	716337	FALSE	TRUE	9213	XPR1	Q9UBH6		FALSE	FALSE	FALSE	TRUE	0	2
RXFP1	F6T6T5	701107	FALSE	FALSE	59350	RXFP1	Q9HBX9		TRUE	FALSE	FALSE	TRUE	1	1
PPFIA2	F6T6Z8	698065	FALSE	FALSE	8499	PPFIA2	O75334		FALSE	TRUE	TRUE	FALSE	2	0
TYRO3	F6T717	710902	TRUE	TRUE	7301	TYRO3	Q06418	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
TGFB1I1	F6T778	714172	FALSE	FALSE	7041	TGFB1I1	O43294		FALSE	TRUE	FALSE	TRUE	1	1
APLF	F6T7P4	705875	FALSE	FALSE	200558	APLF	Q8IW19	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
LRRC4C	F6T8E0	716620	FALSE	TRUE	57689	LRRC4C	Q9HCJ2		TRUE	FALSE	FALSE	TRUE	1	2
GRIN2B	F6T8S6	698571	FALSE	TRUE	2904	GRIN2B	Q13224		TRUE	TRUE	TRUE	TRUE	3	2
SCIN	F6T8Z7	693551	FALSE	TRUE	85477	SCIN	Q9Y6U3		FALSE	FALSE	FALSE	TRUE	0	2
MARK2	F6TA28;H9FR04;H9Z659	718065	FALSE	TRUE	2011	MARK2	Q7KZI7		FALSE	FALSE	FALSE	TRUE	0	2
HVCN1	F6TBN6;F6TBP3	709745	FALSE	TRUE	84329	HVCN1	Q96D96		FALSE	FALSE	FALSE	TRUE	0	2
UBQLN2	F6TBT9	707967	FALSE	TRUE	29978	UBQLN2	Q9UHD9		FALSE	FALSE	FALSE	TRUE	0	2
ASPH	F6TBU7	699884	FALSE	FALSE	444	ASPH	Q12797	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
PLBD1	F6TC57	698939	FALSE	FALSE	79887	PLBD1	Q6P4A8	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
FHIT	F6TCB7	700974	FALSE	TRUE	2272	FHIT	P49789		FALSE	FALSE	FALSE	TRUE	0	2
LRRC8D	F6TCH4	100423127	FALSE	TRUE	55144	LRRC8D	Q7L1W4		FALSE	FALSE	FALSE	TRUE	0	2
ABCG4	F6TDE4	100429212	FALSE	TRUE	64137	ABCG4	Q9H172		TRUE	FALSE	FALSE	TRUE	1	2
LRRC24	F6TDJ4	703465	FALSE	FALSE	441381	LRRC24	Q50LG9		TRUE	FALSE	FALSE	FALSE	1	0
GPR37L1	F6TEF3	706485	FALSE	TRUE	9283	GPR37L1	O60883		TRUE	FALSE	FALSE	TRUE	1	2
RTP2	F6TGC4	708823	TRUE	FALSE	344892	RTP2	Q5QGT7		FALSE	TRUE	TRUE	TRUE	3	1
ESAM	F6THA2	712200	FALSE	TRUE	90952	ESAM	Q96AP7	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SPA17	F6THH3	574157	TRUE	TRUE	53340	SPA17	Q15506		FALSE	FALSE	TRUE	TRUE	2	2
PANX3	F6THN1	711728	FALSE	TRUE	116337	PANX3	Q96QZ0		FALSE	FALSE	FALSE	TRUE	0	2
BTN1A1	F6TI53	700608	TRUE	TRUE	696	BTN1A1	Q13410		TRUE	FALSE	TRUE	TRUE	3	2
MEP1A	F6TID4	704781	FALSE	FALSE	4224	MEP1A	Q16819		TRUE	FALSE	FALSE	TRUE	1	1
ACTG1	F6TII3	713687	FALSE	TRUE	71	ACTG1	P63261		FALSE	FALSE	FALSE	TRUE	0	2
ACTB	F6TIK4	574285	FALSE	FALSE	60	ACTB	P60709	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
PLA2G1B	F6TJ10	696712	TRUE	FALSE	5319	PLA2G1B	P04054		FALSE	FALSE	TRUE	FALSE	2	0
TMEM255A	F6TJH0;F7FX87	696050	FALSE	FALSE	55026	TMEM255A	Q5JRV8		TRUE	FALSE	FALSE	FALSE	1	0
ARAP1	F6TKN2	718488	FALSE	TRUE	116985	ARAP1	Q96P48		FALSE	FALSE	FALSE	TRUE	0	2
BMP10	F6TKR2	700068	TRUE	FALSE	27302	BMP10	O95393		FALSE	TRUE	TRUE	FALSE	3	0
ARHGAP25	F6TL08	699828	FALSE	TRUE	9938	ARHGAP25	P42331		FALSE	FALSE	FALSE	TRUE	0	2
PTPRA	F6TLA3	574364	FALSE	FALSE	5786	PTPRA	P18433	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
LOC717598	F6TP71	717598	FALSE	TRUE	143503	OR51E1	Q8TCB6		TRUE	FALSE	FALSE	TRUE	1	2
GRIP1	F6TPC1;F6TPD2	717885	FALSE	TRUE	23426	GRIP1	Q9Y3R0		FALSE	FALSE	FALSE	TRUE	0	2
CDCP1	F6TPM5	714333	FALSE	FALSE	64866	CDCP1	Q9H5V8	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
BSND	F6TPY5	715740	FALSE	TRUE	7809	BSND	Q8WZ55		FALSE	FALSE	FALSE	TRUE	0	2
CA2	F6TQ14	574263	FALSE	TRUE	760	CA2	P00918		FALSE	FALSE	FALSE	TRUE	0	2
CLRN2	F6TQN4	722858	FALSE	FALSE	645104	CLRN2	A0PK11		TRUE	FALSE	FALSE	FALSE	1	0
CPNE5	F6TSZ3;G7MP62	719255	FALSE	TRUE	57699	CPNE5	Q9HCH3		FALSE	FALSE	FALSE	TRUE	0	2
SLC50A1	F6TTJ4;F6X7V4	717424	FALSE	TRUE	55974	SLC50A1	Q9BRV3		FALSE	FALSE	FALSE	TRUE	0	2
AOC1	F6TU01	714112	FALSE	TRUE	26	AOC1	P19801		FALSE	FALSE	FALSE	TRUE	0	2
CSF3R	F6TU14	713485	FALSE	FALSE	1441	CSF3R	Q99062		TRUE	FALSE	TRUE	TRUE	2	1
C2CD2L	F6TXG0	703424	FALSE	TRUE	9854	C2CD2L	O14523		FALSE	FALSE	FALSE	TRUE	0	2
CD99L2	F6TXJ6;H9ZE70	708996	TRUE	FALSE	83692	CD99L2	Q8TCZ2		FALSE	FALSE	TRUE	TRUE	2	1
BCL10	F6TY58	714869	FALSE	TRUE	8915	BCL10	O95999		FALSE	FALSE	FALSE	TRUE	0	2
SPAM1	F6TY69	696249	FALSE	FALSE	6677	SPAM1	P38567		TRUE	FALSE	FALSE	TRUE	1	1
HYAL4	F6TY89	696128	TRUE	FALSE	23553	HYAL4	Q2M3T9		FALSE	FALSE	TRUE	FALSE	2	0
SLC22A3	F6TY97	709454	FALSE	FALSE	6581	SLC22A3	O75751		TRUE	FALSE	FALSE	TRUE	1	1
CLDN1	F6TZW7	704330	FALSE	TRUE	9076	CLDN1	O95832		TRUE	TRUE	FALSE	TRUE	2	2
SNX4	F6TZZ6	716049	FALSE	TRUE	8723	SNX4	O95219		FALSE	FALSE	FALSE	TRUE	0	2
MAPKAP1	F6U0S1;G7NEQ6;H9FZP7	702599	FALSE	TRUE	79109	MAPKAP1	Q9BPZ7		FALSE	FALSE	FALSE	TRUE	0	2
SLC52A1	F6U0Y8	711253	FALSE	TRUE	55065	SLC52A1	Q9NWF4		TRUE	FALSE	FALSE	TRUE	1	2
HPGD	F6U1R8	697864	FALSE	TRUE	3248	HPGD	P15428		FALSE	FALSE	FALSE	TRUE	0	2
GPRC6A	F6U248	715520	FALSE	TRUE	222545	GPRC6A	Q5T6X5		TRUE	TRUE	TRUE	TRUE	3	2
PLSCR3	F6U2A9	721831	FALSE	TRUE	57048	PLSCR3	Q9NRY6		FALSE	FALSE	FALSE	TRUE	0	2
FAM174A	F6U4D7	702300	FALSE	FALSE	345757	FAM174A	Q8TBP5	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
OR4M1	F6U4U6	702118	FALSE	TRUE	441670	OR4M1	Q8NGD0		TRUE	FALSE	FALSE	TRUE	1	2
OR4N2	F6U4W6	701881	FALSE	TRUE	390429	OR4N2	Q8NGD1		TRUE	FALSE	FALSE	TRUE	1	2
SCNN1G	F6U4Y2	699971	TRUE	TRUE	6340	SCNN1G	P51170		TRUE	TRUE	TRUE	TRUE	4	2
SLC2A2	F6U5N3;F7CLP7	695538	FALSE	TRUE	6514	SLC2A2	P11168		TRUE	FALSE	FALSE	TRUE	1	2
F2RL2	F6U5U6	707260	FALSE	TRUE	2151	F2RL2	O00254		TRUE	FALSE	FALSE	TRUE	1	2
TCIM	F6U5Y9	702517	FALSE	TRUE	56892	TCIM	Q9NR00		FALSE	FALSE	FALSE	TRUE	0	2
RPSA	F6U6B5	693293	FALSE	TRUE	3921	RPSA	P08865		FALSE	FALSE	FALSE	TRUE	0	2
CCR8	F6U6G8	693806	TRUE	TRUE	1237	CCR8	P51685		TRUE	FALSE	TRUE	TRUE	3	2
SLC22A7	F6U6W6	699496	FALSE	FALSE	10864	SLC22A7	Q9Y694		TRUE	FALSE	FALSE	TRUE	1	1
RXFP4	F6U984	718025	FALSE	TRUE	339403	RXFP4	Q8TDU9		TRUE	FALSE	FALSE	TRUE	1	2
EVI2A	F6UAN6	713110	FALSE	FALSE	2123	EVI2A	P22794	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
EVI2B	F6UAP5	712972	FALSE	FALSE	2124	EVI2B	P34910		TRUE	FALSE	FALSE	TRUE	1	1
SSR1	F6UGG4;H9ZCT1	693818	FALSE	FALSE	6745	SSR1	P43307	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
JADE1	F6UGJ1;G7MRZ2	693690	FALSE	TRUE	79960	JADE1	Q6IE81		FALSE	FALSE	FALSE	TRUE	0	2
SLC17A8	F6UIA5	695508	FALSE	FALSE	246213	SLC17A8	Q8NDX2		TRUE	FALSE	FALSE	FALSE	1	0
C3orf80	F6UIU4	705274	FALSE	FALSE	401097	C3orf80	F5H4A9		TRUE	FALSE	FALSE	FALSE	1	0
ATRX	F6UJ05;F6ZEI1	705735	FALSE	FALSE	546	ATRX	P46100	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
SLC16A12	F6UMB1	695916	FALSE	TRUE	387700	SLC16A12	Q6ZSM3		TRUE	FALSE	FALSE	TRUE	1	2
IFIT5	F6UMD0	695796	FALSE	TRUE	24138	IFIT5	Q13325		FALSE	FALSE	FALSE	TRUE	0	2
SLC17A6	F6UMW2	100425977	FALSE	FALSE	57084	SLC17A6	Q9P2U8		TRUE	FALSE	FALSE	FALSE	1	0
FAM187B	F6UPE6	707890	FALSE	FALSE	148109	FAM187B	Q17R55		TRUE	FALSE	FALSE	FALSE	1	0
AMBP	F6UQI4	704425	TRUE	TRUE	259	AMBP	P02760	1 - high confidence	FALSE	FALSE	TRUE	TRUE	3	2
ARL4D	F6URI0	709167	FALSE	TRUE	379	ARL4D	P49703		FALSE	FALSE	FALSE	TRUE	0	2
GJC2	F6URR3	695161	FALSE	TRUE	57165	GJC2	Q5T442		TRUE	TRUE	FALSE	TRUE	2	2
OR52K1	F6USN3	717274	FALSE	TRUE	390036	OR52K1	Q8NGK4		TRUE	FALSE	FALSE	TRUE	1	2
PCDH19	F6USP1;F7FX79	703042	FALSE	TRUE	57526	PCDH19	Q8TAB3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
SLC31A1	F6USX2	706058	FALSE	TRUE	1317	SLC31A1	O15431		TRUE	FALSE	FALSE	TRUE	1	2
IL9R	F6UT92	704266	FALSE	FALSE	3581	IL9R	Q01113		TRUE	FALSE	FALSE	TRUE	1	1
KCNAB1	F6UT99;F7B6M9	706635	FALSE	TRUE	7881	KCNAB1	Q14722		FALSE	FALSE	FALSE	TRUE	0	2
HAS2	F6UTD9	703353	FALSE	TRUE	3037	HAS2	Q92819		FALSE	FALSE	FALSE	TRUE	0	2
GFI1B	F6UVT1	714593	FALSE	TRUE	8328	GFI1B	Q5VTD9		FALSE	FALSE	FALSE	TRUE	0	2
TFRC	F6UX47	711568	TRUE	TRUE	7037	TFRC	P02786	1 - high confidence	FALSE	FALSE	TRUE	TRUE	3	2
LRP12	F6UY14	695448	FALSE	TRUE	29967	LRP12	Q9Y561	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
PCDHB15	F6UY89	701476	FALSE	TRUE	56121	PCDHB15	Q9Y5E8		TRUE	TRUE	FALSE	TRUE	2	2
SEMA6A	F6UYV1;F7CJ41	697481	FALSE	TRUE	57556	SEMA6A	Q9H2E6		TRUE	FALSE	FALSE	TRUE	1	2
FGG	F6UZ20	698363	TRUE	TRUE	2266	FGG	P02679		FALSE	TRUE	TRUE	TRUE	3	2
FGB	F6UZ87	698487	TRUE	TRUE	2244	FGB	P02675	1 - high confidence	FALSE	TRUE	TRUE	TRUE	4	2
LCT	F6V0B1	707761	FALSE	FALSE	3938	LCT	P09848		TRUE	FALSE	FALSE	TRUE	1	1
COL5A2	F6V0F2;F6V0G5	712935	FALSE	FALSE	1290	COL5A2	P05997	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
BTK	F6V0I6	703000	FALSE	TRUE	695	BTK	Q06187		FALSE	FALSE	FALSE	TRUE	0	2
KCNJ10	F6V197	720180	FALSE	TRUE	3766	KCNJ10	P78508		FALSE	FALSE	FALSE	TRUE	0	2
P2RY1	F6V1F0	708507	FALSE	TRUE	5028	P2RY1	P47900		TRUE	FALSE	TRUE	TRUE	2	2
SERPINI1	F6V360	699483	FALSE	FALSE	5274	SERPINI1	Q99574	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
CLCN5	F6V6U2	694497	FALSE	TRUE	1184	CLCN5	P51795		FALSE	FALSE	FALSE	TRUE	0	2
PIGS	F6V7D0	709115	FALSE	FALSE	94005	PIGS	Q96S52	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
GLT8D2	F6V7I4	699937	FALSE	FALSE	83468	GLT8D2	Q9H1C3	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
CCDC80	F6V848	708504	FALSE	FALSE	151887	CCDC80	Q76M96	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
GALNT11	F6V8F5	715572	FALSE	FALSE	63917	GALNT11	Q8NCW6	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
STX18	F6VA15	712216	FALSE	FALSE	53407	STX18	Q9P2W9		FALSE	TRUE	FALSE	FALSE	1	0
S100A3	F6VBN8	100426715	FALSE	TRUE	6274	S100A3	P33764		FALSE	FALSE	FALSE	TRUE	0	2
CDH16	F6VCT3	697166	FALSE	TRUE	1014	CDH16	O75309		TRUE	TRUE	FALSE	TRUE	2	2
CALY	F6VEL3	702415	FALSE	FALSE	50632	CALY	Q9NYX4		TRUE	FALSE	FALSE	TRUE	1	1
CD274	F6VEW6	716043	FALSE	FALSE	29126	CD274	Q9NZQ7	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
TESC	F6VIL1	693518	FALSE	TRUE	54997	TESC	Q96BS2		FALSE	FALSE	FALSE	TRUE	0	2
SLC39A1	F6VJG8;F7AMB0	715994	FALSE	TRUE	27173	SLC39A1	Q9NY26		FALSE	FALSE	FALSE	TRUE	0	2
HNRNPK	F6VJH6;F6WZ02;F6WZ20;F7H3M0	709112	FALSE	FALSE	3190	HNRNPK	P61978	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
GNAT2	F6VKI4	699442	FALSE	TRUE	2780	GNAT2	P19087		FALSE	FALSE	FALSE	TRUE	0	2
GNAI3	F6VL43	699310	FALSE	TRUE	2773	GNAI3	P08754		FALSE	FALSE	FALSE	TRUE	0	2
AMIGO1	F6VL60	698932	FALSE	TRUE	57463	AMIGO1	Q86WK6	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
MEP1B	F6VMK0	707036	FALSE	FALSE	4225	MEP1B	Q16820		TRUE	FALSE	FALSE	TRUE	1	1
CYLD	F6VMX6;H9EUD5	695652	FALSE	TRUE	1540	CYLD	Q9NQC7		FALSE	FALSE	FALSE	TRUE	0	2
SLC5A12	F6VNA9	702217	FALSE	FALSE	159963	SLC5A12	Q1EHB4		TRUE	FALSE	FALSE	TRUE	1	1
NIPA1	F6VNT0	710236	FALSE	TRUE	123606	NIPA1	Q7RTP0		FALSE	FALSE	FALSE	TRUE	0	2
RAP2C	F6VPD5	705986	FALSE	TRUE	57826	RAP2C	Q9Y3L5		FALSE	FALSE	FALSE	TRUE	0	2
GABRA1	F6VPP3	574302	FALSE	TRUE	2554	GABRA1	P14867		TRUE	FALSE	FALSE	TRUE	1	2
CCR6	F6VQA9	574335	TRUE	TRUE	1235	CCR6	P51684		TRUE	FALSE	TRUE	TRUE	3	2
ACAA1	F6VQU8	696743	FALSE	FALSE	30	ACAA1	P09110	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
DPP4	F6VRB0	654491	TRUE	TRUE	1803	DPP4	P27487	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
ACTN2	F6VRJ5	710012	FALSE	TRUE	88	ACTN2	P35609		FALSE	FALSE	FALSE	TRUE	0	2
STX17	F6VSJ7	714699	FALSE	FALSE	55014	STX17	P56962		FALSE	TRUE	FALSE	FALSE	1	0
RPL36AL	F6VSQ6	706548	FALSE	TRUE	6166	RPL36AL	Q969Q0		FALSE	FALSE	FALSE	TRUE	0	2
GRIN3A	F6VTB5	716892	FALSE	TRUE	116443	GRIN3A	Q8TCU5		TRUE	FALSE	FALSE	TRUE	1	2
INTU	F6VUX3	709967	FALSE	FALSE	27152	INTU	Q9ULD6		FALSE	TRUE	TRUE	FALSE	2	0
GRM8	F6VUY3	697465	FALSE	TRUE	2918	GRM8	O00222		TRUE	FALSE	FALSE	TRUE	1	2
C1QTNF2	F6VWB8	695783	FALSE	FALSE	114898	C1QTNF2	Q9BXJ5	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
HCN4	F6VXL6	705414	FALSE	TRUE	10021	HCN4	Q9Y3Q4		FALSE	FALSE	FALSE	TRUE	0	2
TBXA2R	F6VZF4	721732	FALSE	TRUE	6915	TBXA2R	P21731	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
GPR84	F6W0J1	705309	FALSE	TRUE	53831	GPR84	Q9NQS5		TRUE	FALSE	FALSE	TRUE	1	2
GABRR1	F6W0N4	700728	FALSE	TRUE	2569	GABRR1	P24046		TRUE	FALSE	FALSE	TRUE	1	2
MPP1	F6W130;F6W1C9	702092	FALSE	TRUE	4354	MPP1	Q00013		FALSE	FALSE	FALSE	TRUE	0	2
PMP22	F6W2G0	693527	FALSE	TRUE	5376	PMP22	Q01453		FALSE	FALSE	FALSE	TRUE	0	2
PLD3	F6W2K4	701083	FALSE	FALSE	23646	PLD3	Q8IV08	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
TMEM100	F6W2N1	707032	FALSE	TRUE	55273	TMEM100	Q9NV29		FALSE	FALSE	FALSE	TRUE	0	2
RELL1	F6W385	697000	FALSE	TRUE	768211	RELL1	Q8IUW5	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
FFAR1	F6W3L4	708620	FALSE	TRUE	2864	FFAR1	O14842		TRUE	FALSE	FALSE	TRUE	1	2
PDIA3	F6W4X0	711029	TRUE	FALSE	2923	PDIA3	P30101		FALSE	FALSE	TRUE	FALSE	2	0
TNFRSF9	F6W5G6	708281	TRUE	TRUE	3604	TNFRSF9	Q07011	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
AQP2	F6W6H1	711719	FALSE	TRUE	359	AQP2	P41181		TRUE	FALSE	FALSE	TRUE	1	2
SH2B3	F6W719	710839	FALSE	TRUE	10019	SH2B3	Q9UQQ2		FALSE	FALSE	FALSE	TRUE	0	2
PIK3CG	F6W7C8	698857	FALSE	TRUE	5294	PIK3CG	P48736		FALSE	FALSE	FALSE	TRUE	0	2
VCAM1	F6W7X9	712036	TRUE	TRUE	7412	VCAM1	P19320	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
