UniProt	GeneID	Gene Name	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
G7MJ35	700907	ETV5	FALSE	TRUE	2119	ETV5	P41161		FALSE	FALSE	FALSE	TRUE	0	2
G7MJU5	694959	ARL13B	FALSE	TRUE	200894	ARL13B	Q3SXY8		FALSE	FALSE	FALSE	TRUE	0	2
G7MLU8	699107	PON2	FALSE	TRUE	5445	PON2	Q15165	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
G7MLV7	700606	GNG11	FALSE	TRUE	2791	GNG11	P61952		FALSE	FALSE	FALSE	TRUE	0	2
G7MNJ3	716134	HTR5A	FALSE	TRUE	3361	HTR5A	P47898		TRUE	FALSE	FALSE	TRUE	1	2
G7MPF9	702797	TMEM63B	FALSE	TRUE	55362	TMEM63B	Q5T3F8	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
G7MPI5	705101	TNFRSF21	FALSE	TRUE	27242	TNFRSF21	O75509	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
G7MPQ9	716100	SLC17A5	FALSE	TRUE	26503	SLC17A5	Q9NRA2		TRUE	FALSE	FALSE	TRUE	1	2
G7MPY5	704888	GPR63	FALSE	TRUE	81491	GPR63	Q9BZJ6		TRUE	FALSE	FALSE	TRUE	1	2
G7MQV4	698109	HIST1H2BA	FALSE	TRUE	255626	H2BC1	Q96A08		FALSE	FALSE	FALSE	TRUE	0	2
G7MRR0	718040	ITPR3	FALSE	TRUE	3710	ITPR3	Q14573	2 - putative	FALSE	FALSE	FALSE	TRUE	1	2
G7MRS0	718624	PACSIN1	FALSE	TRUE	29993	PACSIN1	Q9BY11		FALSE	FALSE	FALSE	TRUE	0	2
G7MS31	703452	SLC10A7	FALSE	TRUE	84068	SLC10A7	Q0GE19		FALSE	FALSE	FALSE	TRUE	0	2
G7MSU6	703894	GABRA2	FALSE	TRUE	2555	GABRA2	P47869	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
G7MSU9	711217	GABRB3	FALSE	TRUE	2560	GABRB1	P18505		TRUE	FALSE	FALSE	TRUE	1	2
G7MTB0	697002	PDGFRA	TRUE	TRUE	5156	PDGFRA	P16234	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
G7MTQ0	703572	ITGA2	TRUE	TRUE	3673	ITGA2	P17301	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
G7MUQ7	695557	CDH6	FALSE	TRUE	1004	CDH6	P55285	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
G7MUW1	716533	KIF20A	FALSE	TRUE	10112	KIF20A	O95235		FALSE	FALSE	FALSE	TRUE	0	2
G7MV49	694349	DAB2	FALSE	TRUE	1601	DAB2	P98082		FALSE	FALSE	FALSE	TRUE	0	2
G7MV87	697655	LYSMD3	FALSE	TRUE	116068	LYSMD3	Q7Z3D4		TRUE	FALSE	FALSE	TRUE	1	2
G7MVP5	714117	GRIA1	FALSE	TRUE	2890	GRIA1	P42261		TRUE	TRUE	TRUE	TRUE	3	2
G7MVW6	699258	ABHD2	FALSE	TRUE	11057	ABHD2	P08910		FALSE	FALSE	FALSE	TRUE	0	2
G7MVY9	715764	FES	FALSE	TRUE	2242	FES	P07332		FALSE	FALSE	FALSE	TRUE	0	2
G7MW76	711838	GABRA5	FALSE	TRUE	2558	GABRA5	P31644		TRUE	FALSE	FALSE	TRUE	1	2
G7MY72	100424653	CPLX3	FALSE	TRUE	594855	CPLX3	Q8WVH0		FALSE	FALSE	FALSE	TRUE	0	2
G7MYE5	708327	PSTPIP1	FALSE	TRUE	9051	PSTPIP1	O43586		FALSE	FALSE	FALSE	TRUE	0	2
G7MYW2	707093	TMEM63C	FALSE	TRUE	57156	TMEM63C	Q9P1W3	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
G7MZ80	720301	CHRNB3	FALSE	TRUE	1142	CHRNB3	Q05901		TRUE	FALSE	FALSE	TRUE	1	2
G7MZE3	696649	PENK	FALSE	TRUE	5179	PENK	P01210		FALSE	FALSE	FALSE	TRUE	0	2
G7MZI0	705606	SULF1	TRUE	TRUE	23213	SULF1	Q8IWU6	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	2
G7N0B7	701712	SLC52A2	FALSE	TRUE	79581	SLC52A2	Q9HAB3		TRUE	FALSE	FALSE	TRUE	1	2
G7N1A6	705731	PLEKHA1	FALSE	TRUE	59338	PLEKHA1	Q9HB21		FALSE	FALSE	FALSE	TRUE	0	2
G7N2Y0	718330	BMP2	TRUE	TRUE	650	BMP2	P12643		FALSE	TRUE	TRUE	TRUE	3	2
G7N2Y4	718433	LAMP5	FALSE	TRUE	24141	LAMP5	Q9UJQ1		TRUE	FALSE	FALSE	TRUE	1	2
G7N3S3	696837	CYTH4	FALSE	TRUE	27128	CYTH4	Q9UIA0		FALSE	FALSE	FALSE	TRUE	0	2
G7N4W9	709060	SAMHD1	FALSE	TRUE	25939	SAMHD1	Q9Y3Z3		FALSE	FALSE	FALSE	TRUE	0	2
G7N4X4	702574	SLA2	FALSE	TRUE	84174	SLA2	Q9H6Q3		FALSE	FALSE	FALSE	TRUE	0	2
G7N533	711404	MAPRE1	FALSE	TRUE	22919	MAPRE1	Q15691		FALSE	FALSE	FALSE	TRUE	0	2
G7N677	695843	LRP6	TRUE	TRUE	4040	LRP6	O75581		TRUE	TRUE	TRUE	TRUE	4	2
G7N6L0	710602	TM7SF3	FALSE	TRUE	51768	TM7SF3	Q9NS93		TRUE	FALSE	FALSE	TRUE	1	2
G7N6Q4	574365	CNTN1	FALSE	TRUE	1272	CNTN1	Q12860	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
G7N7B1	711407	ERBB3	FALSE	TRUE	2065	ERBB3	P21860	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
G7N7I2	712932	ATP23	FALSE	TRUE	91419	ATP23	Q9Y6H3		FALSE	FALSE	FALSE	TRUE	0	2
G7N7N3	718661	LGR5	FALSE	TRUE	8549	LGR5	O75473		TRUE	FALSE	FALSE	TRUE	1	2
G7N8C6	698578	CHRNA1	FALSE	TRUE	1134	CHRNA1	P02708		TRUE	TRUE	TRUE	TRUE	3	2
G7N8J0	694510	MYO1B	FALSE	TRUE	4430	MYO1B	O43795		FALSE	FALSE	FALSE	TRUE	0	2
G7N8J3	694555	TMEFF2	FALSE	TRUE	23671	TMEFF2	Q9UIK5		TRUE	FALSE	FALSE	TRUE	1	2
G7N8U3	694511	VWC2L	FALSE	TRUE	402117	VWC2L	B2RUY7		FALSE	FALSE	FALSE	TRUE	0	2
G7N8U6	694819	ATIC	FALSE	TRUE	471	ATIC	P31939		FALSE	FALSE	FALSE	TRUE	0	2
G7N8U7	613269	FN1	FALSE	TRUE	2335	FN1	P02751	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
G7NA58	694384	TMEM17	FALSE	TRUE	200728	TMEM17	Q86X19		FALSE	FALSE	FALSE	TRUE	0	2
G7NAH3	693991	SUCLG1	FALSE	TRUE	8802	SUCLG1	P53597		FALSE	FALSE	FALSE	TRUE	0	2
G7NAH8	694038	TRABD2A	FALSE	TRUE	129293	TRABD2A	Q86V40		TRUE	FALSE	FALSE	TRUE	1	2
G7NAJ0	696101	TMEM150A	FALSE	TRUE	129303	TMEM150A	Q86TG1		TRUE	FALSE	FALSE	TRUE	1	2
G7NAM7	694825	ADRA2B	TRUE	TRUE	151	ADRA2B	P18089		TRUE	FALSE	TRUE	TRUE	3	2
G7NCB9	699467	CD3E	TRUE	TRUE	916	CD3E	P07766		FALSE	TRUE	TRUE	TRUE	3	2
G7NCI7	717642	CATSPERZ	FALSE	TRUE	25858	CATSPERZ	Q9NTU4		FALSE	FALSE	FALSE	TRUE	0	2
G7NCL1	710072	NECTIN1	FALSE	TRUE	5818	NECTIN1	Q15223	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
G7NCM8	714673	SCN3B	FALSE	TRUE	55800	SCN3B	Q9NY72		TRUE	FALSE	FALSE	TRUE	1	2
G7NCT8	100426294	ROM1	FALSE	TRUE	6094	ROM1	Q03395		FALSE	FALSE	FALSE	TRUE	0	2
G7NDG4	713919	PACSIN3	FALSE	TRUE	29763	PACSIN3	Q9UKS6		FALSE	FALSE	FALSE	TRUE	0	2
G7NDH2	574195	CHRM4	FALSE	TRUE	1132	CHRM4	P08173		TRUE	FALSE	FALSE	TRUE	1	2
G7NDI3	714564	SYT13	FALSE	TRUE	57586	SYT13	Q7L8C5		FALSE	TRUE	FALSE	TRUE	1	2
G7NEM6	700903	S1PR3	FALSE	TRUE	1903	S1PR3	Q99500	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
G7NEQ6	702599	MAPKAP1	FALSE	TRUE	79109	MAPKAP1	Q9BPZ7		FALSE	FALSE	FALSE	TRUE	0	2
G7NFE6	698458	STOML2	FALSE	TRUE	30968	STOML2	Q9UJZ1		FALSE	FALSE	FALSE	TRUE	0	2
G7NFS5	722620	SLC27A4	FALSE	TRUE	10999	SLC27A4	Q6P1M0		FALSE	FALSE	FALSE	TRUE	0	2
G7NGX8	710441	SPHK1	FALSE	TRUE	8877	SPHK1	Q9NYA1		FALSE	FALSE	FALSE	TRUE	0	2
G7NIL3	677865	ATP6V0A1	FALSE	TRUE	535	ATP6V0A1	Q93050	2 - putative	FALSE	FALSE	FALSE	TRUE	1	2
G7NIU8	712913	TMEM106A	FALSE	TRUE	113277	TMEM106A	Q96A25		TRUE	FALSE	FALSE	TRUE	1	2
G7NJJ1	698844	GPR183	FALSE	TRUE	1880	GPR183	P32249		TRUE	FALSE	FALSE	TRUE	1	2
G7NJQ6	704105	GJB6	FALSE	TRUE	10804	GJB6	O95452		TRUE	TRUE	FALSE	TRUE	2	2
G7NJV8	712491	UBL3	FALSE	TRUE	5412	UBL3	O95164		FALSE	FALSE	FALSE	TRUE	0	2
G7NK18	700475	ENOX1	TRUE	TRUE	55068	ENOX1	Q8TC92		FALSE	FALSE	TRUE	TRUE	2	2
G7NL76	711495	DIRAS1	FALSE	TRUE	148252	DIRAS1	O95057		FALSE	FALSE	FALSE	TRUE	0	2
G7NLC3	716910	CALR	TRUE	TRUE	811	CALR	P27797	1 - high confidence	FALSE	TRUE	TRUE	TRUE	4	2
G7NLH4	703020	BLVRB	FALSE	TRUE	645	BLVRB	P30043		FALSE	FALSE	FALSE	TRUE	0	2
G7NN51	720510	MYADM	FALSE	TRUE	91663	MYADM	Q96S97		TRUE	FALSE	FALSE	TRUE	1	2
G7NNN2	717477	EHD2	FALSE	TRUE	30846	EHD2	Q9NZN4		FALSE	TRUE	FALSE	TRUE	1	2
G7NPC3	700353	BBS2	FALSE	TRUE	583	BBS2	Q9BXC9		FALSE	FALSE	FALSE	TRUE	0	2
G7NQK5	702903	SLC7A6	FALSE	TRUE	9057	SLC7A6	Q92536		TRUE	FALSE	FALSE	TRUE	1	2
G7NQX9	704880	STX4	FALSE	TRUE	6810	STX4	Q12846		FALSE	TRUE	TRUE	TRUE	2	2
G7NRL5	706665	GPC4	TRUE	TRUE	2239	GPC4	O75487	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
G7NRR9	708764	ZC4H2	FALSE	TRUE	55906	ZC4H2	Q9NQZ6		FALSE	FALSE	FALSE	TRUE	0	2
G7NRU3	695458	PDZD11	FALSE	TRUE	51248	PDZD11	Q5EBL8		FALSE	FALSE	FALSE	TRUE	0	2
G7NRV4	706327	GJB1	FALSE	TRUE	2705	GJB1	P08034		TRUE	TRUE	FALSE	TRUE	2	2
G7NSB4	708702	SYAP1	FALSE	TRUE	94056	SYAP1	Q96A49		FALSE	FALSE	FALSE	TRUE	0	2
H9ELU8	709757	NTRK2	FALSE	TRUE	4915	NTRK2	Q16620	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
H9EM65	695660	GRIK2	FALSE	TRUE	2898	GRIK2	Q13002		TRUE	FALSE	FALSE	TRUE	1	2
H9EMK4	703644	SUMO1	FALSE	TRUE	7341	SUMO1	P63165		FALSE	FALSE	FALSE	TRUE	0	2
H9EN10	697248	GABRG2	FALSE	TRUE	2566	GABRG2	P18507		TRUE	FALSE	FALSE	TRUE	1	2
H9EN69	100428682	PPP3R1	FALSE	TRUE	5534	PPP3R1	P63098		FALSE	FALSE	FALSE	TRUE	0	2
H9EN91	697017	ANGPT1	FALSE	TRUE	284	ANGPT1	Q15389	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
H9ENG2	700812	TMEM117	FALSE	TRUE	84216	TMEM117	Q9H0C3		FALSE	FALSE	FALSE	TRUE	0	2
H9ENK8	722044	RASGRP2	FALSE	TRUE	10235	RASGRP2	Q7LDG7		FALSE	FALSE	FALSE	TRUE	0	2
H9ENL8	698307	SLC6A8	FALSE	TRUE	6535	SLC6A8	P48029	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
H9ENR9	709572	DLG1	FALSE	TRUE	1739	DLG1	Q12959		FALSE	FALSE	FALSE	TRUE	0	2
H9ENZ8	708935	ACTL6A	FALSE	TRUE	86	ACTL6A	O96019		FALSE	FALSE	FALSE	TRUE	0	2
H9EP27	709484	CSNK1G2	FALSE	TRUE	1455	CSNK1G2	P78368		FALSE	FALSE	FALSE	TRUE	0	2
H9EP41	718144	GNA13	FALSE	TRUE	10672	GNA13	Q14344		FALSE	FALSE	FALSE	TRUE	0	2
H9EPF1	698400	RAB35	FALSE	TRUE	11021	RAB35	Q15286		FALSE	FALSE	FALSE	TRUE	0	2
H9EPT5	698223	ROCK1	FALSE	TRUE	6093	ROCK1	Q13464		FALSE	FALSE	FALSE	TRUE	0	2
H9EPX0	709782	PHLDA3	FALSE	TRUE	23612	PHLDA3	Q9Y5J5		FALSE	FALSE	FALSE	TRUE	0	2
H9EQ33	717939	SLC23A2	FALSE	TRUE	9962	SLC23A2	Q9UGH3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
H9EQ53	719305	RAC3	FALSE	TRUE	5881	RAC3	P60763		FALSE	FALSE	FALSE	TRUE	0	2
H9EQA5	703047	CAPN2	FALSE	TRUE	824	CAPN2	P17655		FALSE	FALSE	TRUE	TRUE	1	2
H9EQI5	701355	ADAM10	FALSE	TRUE	102	ADAM10	O14672	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
H9EQT6	714480	CERK	FALSE	TRUE	64781	CERK	Q8TCT0		FALSE	FALSE	FALSE	TRUE	0	2
H9EQU6	710970	AKAP10	FALSE	TRUE	11216	AKAP10	O43572		FALSE	FALSE	FALSE	TRUE	0	2
H9EQY9	702592	BIRC2	FALSE	TRUE	329	BIRC2	Q13490		FALSE	FALSE	FALSE	TRUE	0	2
H9ERG3	715710	ITGB5	FALSE	TRUE	3693	ITGB5	P18084	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
H9ERL9	700114	BASP1	FALSE	TRUE	10409	BASP1	P80723		FALSE	FALSE	FALSE	TRUE	0	2
H9ERR5	698200	PLCL1	FALSE	TRUE	5334	PLCL1	Q15111		FALSE	FALSE	FALSE	TRUE	0	2
H9ERY6	698082	FLCN	FALSE	TRUE	201163	FLCN	Q8NFG4		FALSE	FALSE	FALSE	TRUE	0	2
H9ESJ7	705915	ABHD12	FALSE	TRUE	26090	ABHD12	Q8N2K0		FALSE	FALSE	FALSE	TRUE	0	2
H9ESL7	701974	PIK3C2B	FALSE	TRUE	5287	PIK3C2B	O00750		FALSE	FALSE	FALSE	TRUE	0	2
H9ESU0	694013	CPNE3	FALSE	TRUE	8895	CPNE3	O75131		FALSE	FALSE	FALSE	TRUE	0	2
H9ESU3	697538	EIF5	FALSE	TRUE	1983	EIF5	P55010		FALSE	FALSE	FALSE	TRUE	0	2
H9ET42	707723	GPD1L	FALSE	TRUE	23171	GPD1L	Q8N335		FALSE	FALSE	FALSE	TRUE	0	2
H9ETE7	706813	GGT7	FALSE	TRUE	2686	GGT7	Q9UJ14	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3	2
H9ETF2	707756	ITGAV	FALSE	TRUE	3685	ITGAV	P06756	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
H9ETU6	705438	EIF2B1	FALSE	TRUE	1967	EIF2B1	Q14232		FALSE	FALSE	FALSE	TRUE	0	2
H9EU83	704089	TMEM198	FALSE	TRUE	130612	TMEM198	Q66K66		FALSE	FALSE	FALSE	TRUE	0	2
H9EUB3	707974	SLC12A5	FALSE	TRUE	57468	SLC12A5	Q9H2X9	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
H9EUW9	716813	S1PR1	TRUE	TRUE	1901	S1PR1	P21453	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
H9EUX2	100270698	NLGN4Y	FALSE	TRUE	22829	NLGN4Y	Q8NFZ3		TRUE	TRUE	TRUE	TRUE	3	2
H9EUZ6	719224	OPRL1	FALSE	TRUE	4987	OPRL1	P41146		TRUE	FALSE	FALSE	TRUE	1	2
H9EV53	711908	TM4SF1	FALSE	TRUE	4071	TM4SF1	P30408		TRUE	FALSE	FALSE	TRUE	1	2
H9EXV5	713293	C17orf79	FALSE	TRUE	55352	COPRS	Q9NQ92		FALSE	FALSE	FALSE	TRUE	0	2
H9FN52	574234	CFLAR	FALSE	TRUE	8837	CFLAR	O15519		FALSE	FALSE	FALSE	TRUE	0	2
H9FND4	704326	ABCC5	FALSE	TRUE	10057	ABCC5	O15440	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
H9FNN8	702630	ATP8A1	FALSE	TRUE	10396	ATP8A1	Q9Y2Q0		FALSE	FALSE	FALSE	TRUE	0	2
H9FPK6	702833	TMEM123	TRUE	TRUE	114908	TMEM123	Q8N131		TRUE	TRUE	TRUE	TRUE	4	2
H9FQ87	717748	LDLRAD3	FALSE	TRUE	143458	LDLRAD3	Q86YD5		TRUE	FALSE	FALSE	TRUE	1	2
H9FQI8	700877	C8H8orf37	FALSE	TRUE	157657	C8orf37	Q96NL8		FALSE	FALSE	FALSE	TRUE	0	2
H9FQL9	715254	DGKB	FALSE	TRUE	1607	DGKB	Q9Y6T7		FALSE	FALSE	FALSE	TRUE	0	2
H9FQX3	704483	PLPP4	FALSE	TRUE	196051	PLPP4	Q5VZY2		FALSE	FALSE	FALSE	TRUE	0	2
H9FRV4	704332	XPO6	FALSE	TRUE	23214	XPO6	Q96QU8		FALSE	FALSE	FALSE	TRUE	0	2
H9FSG8	711754	GABRB3	FALSE	TRUE	2562	GABRB3	P28472	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
H9FSJ4	710152	BAMBI	FALSE	TRUE	25805	BAMBI	Q13145		TRUE	FALSE	FALSE	TRUE	1	2
H9FSM1	704027	SGMS1	FALSE	TRUE	259230	SGMS1	Q86VZ5		FALSE	FALSE	FALSE	TRUE	0	2
H9FSQ7	714713	LRRTM2	FALSE	TRUE	26045	LRRTM2	O43300		TRUE	FALSE	FALSE	TRUE	1	2
H9FTG6	711887	RACGAP1	FALSE	TRUE	29127	RACGAP1	Q9H0H5		FALSE	TRUE	FALSE	TRUE	1	2
H9FU34	707247	ITGB8	FALSE	TRUE	3696	ITGB8	P26012	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
H9FUD8	714038	LRP4	TRUE	TRUE	4038	LRP4	O75096	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
H9FUW3	695335	NFKBIA	FALSE	TRUE	4792	NFKBIA	P25963		FALSE	FALSE	FALSE	TRUE	0	2
H9FVG8	713495	CRLF3	FALSE	TRUE	51379	CRLF3	Q8IUI8		FALSE	FALSE	FALSE	TRUE	0	2
H9FVU5	709959	PIK3CA	FALSE	TRUE	5290	PIK3CA	P42336		FALSE	FALSE	FALSE	TRUE	0	2
H9FX30	701195	PRKCB	FALSE	TRUE	5579	PRKCB	P05771		FALSE	FALSE	FALSE	TRUE	0	2
H9FX91	705855	HTRA1	FALSE	TRUE	5654	HTRA1	Q92743		FALSE	FALSE	FALSE	TRUE	0	2
H9FXK8	704611	JPH3	FALSE	TRUE	57338	JPH3	Q8WXH2		FALSE	FALSE	FALSE	TRUE	0	2
H9FXR7	714608	ADGRB3	FALSE	TRUE	577	ADGRB3	O60242		TRUE	FALSE	FALSE	TRUE	1	2
H9FY01	702688	ARID4A	FALSE	TRUE	5926	ARID4A	P29374		FALSE	FALSE	FALSE	TRUE	0	2
H9FYI5	714388	LPPR2	FALSE	TRUE	64748	PLPPR2	Q96GM1		FALSE	FALSE	FALSE	TRUE	0	2
H9FYN8	702346	SLC6A9	FALSE	TRUE	6536	SLC6A9	P48067	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
H9FYQ0	704672	SLC12A2	FALSE	TRUE	6558	SLC12A2	P55011	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
H9G004	701411	WLS	FALSE	TRUE	79971	WLS	Q5T9L3		FALSE	FALSE	FALSE	TRUE	0	2
H9G005	701411	WLS	FALSE	TRUE	79971	WLS	Q5T9L3		FALSE	FALSE	FALSE	TRUE	0	2
H9G053	714138	TTYH3	FALSE	TRUE	80727	TTYH3	Q9C0H2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
H9G0E6	705718	APH1B	FALSE	TRUE	83464	APH1B	Q8WW43		FALSE	FALSE	FALSE	TRUE	0	2
H9G0X2	702185	SEMA7A	TRUE	TRUE	8482	SEMA7A	O75326	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
H9G1A7	699242	CD164	FALSE	TRUE	8763	CD164	Q04900	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
H9G1C1	704467	HDAC3	FALSE	TRUE	8841	HDAC3	O15379		FALSE	FALSE	FALSE	TRUE	0	2
H9H2U3	718306	CLPTM1	TRUE	TRUE	1209	CLPTM1	O96005	2 - putative	FALSE	TRUE	TRUE	TRUE	4	2
H9H2V4	701337	HIST1H2BJ	FALSE	TRUE	8970				FALSE	FALSE	FALSE	FALSE	0	1
H9H3U3	720038	SLC29A2	FALSE	TRUE	3177	SLC29A2	Q14542	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
H9H4C4	697815	AQP10	FALSE	TRUE	89872	AQP10	Q96PS8		TRUE	FALSE	FALSE	TRUE	1	2
H9YUL0	703088	TGFBR2	FALSE	TRUE	7048	TGFBR2	P37173	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
H9YVP3	704197	STAU1	FALSE	TRUE	6780	STAU1	O95793		FALSE	FALSE	FALSE	TRUE	0	2
H9YWR2	698437	MPZL1	FALSE	TRUE	9019	MPZL1	O95297	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
H9YWR3	698437	MPZL1	FALSE	TRUE	9019	MPZL1	O95297	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
H9YWV0	697536	SLC12A6	FALSE	TRUE	9990	SLC12A6	Q9UHW9	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
H9YXQ4	721222	INPP5K	FALSE	TRUE	51763	INPP5K	Q9BT40		FALSE	FALSE	FALSE	TRUE	0	2
H9YXU3	100425019	SIRT2	FALSE	TRUE	22933	SIRT2	Q8IXJ6		FALSE	FALSE	FALSE	TRUE	0	2
H9YY92	703031	SLC29A1	FALSE	TRUE	2030	SLC29A1	Q99808	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
H9YYJ1	698832	LIN7C	FALSE	TRUE	55327	LIN7C	Q9NUP9		FALSE	FALSE	FALSE	TRUE	0	2
H9YZ83	713798	NOTCH2	TRUE	TRUE	4853	NOTCH2	Q04721	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
H9Z017	701839	ING2	FALSE	TRUE	3622	ING2	Q9H160		FALSE	FALSE	FALSE	TRUE	0	2
H9Z062	705788	ICOS	TRUE	TRUE	29851	ICOS	Q9Y6W8		TRUE	TRUE	TRUE	TRUE	4	2
H9Z1R6	698478	MMP2	FALSE	TRUE	4313	MMP2	P08253		FALSE	FALSE	FALSE	TRUE	0	2
H9Z1V0	714095	CKAP5	FALSE	TRUE	9793	CKAP5	Q14008		FALSE	FALSE	FALSE	TRUE	0	2
H9Z224	709701	KLHL41	FALSE	TRUE	129880	BBS5	Q8N3I7		FALSE	FALSE	FALSE	TRUE	0	2
H9Z3H3	702253	SLC38A2	FALSE	TRUE	54407	SLC38A2	Q96QD8		TRUE	FALSE	FALSE	TRUE	1	2
H9Z4P2	712400	METAP2	FALSE	TRUE	10988	METAP2	P50579		FALSE	FALSE	FALSE	TRUE	0	2
H9Z4V5	712799	PRKCDBP	FALSE	TRUE	112464	CAVIN3	Q969G5		FALSE	FALSE	FALSE	TRUE	0	2
H9Z538	703554	AP2M1	FALSE	TRUE	1173	AP2M1	Q96CW1		FALSE	TRUE	FALSE	TRUE	1	2
H9Z5X1	712838	KCNG3	FALSE	TRUE	170850	KCNG3	Q8TAE7		FALSE	FALSE	FALSE	TRUE	0	2
H9Z680	699584	STOM	FALSE	TRUE	2040	STOM	P27105		FALSE	FALSE	FALSE	TRUE	0	2
H9Z7V3	700368	GLRB	FALSE	TRUE	2743	GLRB	P48167		TRUE	FALSE	FALSE	TRUE	1	2
H9ZA71	713232	PLSCR1	FALSE	TRUE	5359	PLSCR1	O15162		FALSE	FALSE	FALSE	TRUE	0	2
H9ZD75	714474	WAS	FALSE	TRUE	7454	WAS	P42768		FALSE	FALSE	FALSE	TRUE	0	2
H9ZE90	703452	SLC10A7	FALSE	TRUE	84068	SLC10A7	Q0GE19		FALSE	FALSE	FALSE	TRUE	0	2
H9ZEG3	705467	FAM126A	FALSE	TRUE	84668	FAM126A	Q9BYI3		FALSE	FALSE	FALSE	TRUE	0	2
H9ZES5	698160	TRADD	FALSE	TRUE	8717	TRADD	Q15628		FALSE	FALSE	FALSE	TRUE	0	2
H9ZFD9	721003	ARRDC1	FALSE	TRUE	92714	ARRDC1	Q8N5I2		FALSE	FALSE	FALSE	TRUE	0	2
H9ZFT8	718218	CD79B	TRUE	TRUE	974	CD79B	P40259	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
I0FGN3	100427716	APP	TRUE	TRUE	351	APP	P05067		TRUE	TRUE	TRUE	TRUE	4	2
I0FH09	697887	PLP1	FALSE	TRUE	5354	PLP1	P60201		TRUE	FALSE	FALSE	TRUE	1	2
I0FH97	698204	EMILIN1	FALSE	TRUE	11117	EMILIN1	Q9Y6C2	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
I0FI56	716390	PHKB	FALSE	TRUE	5257	PHKB	Q93100		FALSE	FALSE	FALSE	TRUE	0	2
I0FI98	697536	SLC12A6	FALSE	TRUE	9990	SLC12A6	Q9UHW9	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
I0FJU1	703780	GNAI2	FALSE	TRUE	2771	GNAI2	P04899		FALSE	FALSE	FALSE	TRUE	0	2
I0FKB6	697165	C16orf52	FALSE	TRUE	730094	MOSMO	Q8NHV5		TRUE	FALSE	FALSE	TRUE	1	2
I0FMS6	714374	PTPN6	FALSE	TRUE	5777	PTPN6	P29350		FALSE	FALSE	FALSE	TRUE	0	2
I0FP17	701456	CISH	FALSE	TRUE	1154	CISH	Q9NSE2		FALSE	FALSE	FALSE	TRUE	0	2
I0FPP6	712368	DPYSL2	FALSE	TRUE	1808	DPYSL2	Q16555		FALSE	FALSE	FALSE	TRUE	0	2
I0FS42	696363	CLDN11	FALSE	TRUE	5010	CLDN11	O75508		TRUE	FALSE	FALSE	TRUE	1	2
I0FSM0	716390	PHKB	FALSE	TRUE	5257	PHKB	Q93100		FALSE	FALSE	FALSE	TRUE	0	2
