Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	Gene Name - human	UniProt - human	GeneID - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
Slc6a7	A0A1U7QIN1;A0A3Q0CY49	101840737	FALSE	FALSE	SLC6A7	Q99884	6534		TRUE	FALSE	FALSE	TRUE	1	1
Dcc	A0A1U7QIP0		FALSE	FALSE	DCC	P43146	1630		TRUE	FALSE	FALSE	TRUE	1	1
Gpr182	A0A1U7QIQ0	101830621	FALSE	FALSE	GPR182	O15218	11318		TRUE	FALSE	FALSE	TRUE	1	1
Prima1	A0A1U7QIQ9	101842941	FALSE	FALSE	PRIMA1	Q86XR5	145270		TRUE	FALSE	FALSE	TRUE	1	1
Boc	A0A1U7QIR3;A0A1U7QU84;A0A1U8BYJ1;A0A1U8C9Q0	101839388	FALSE	TRUE	BOC	Q9BWV1	91653		TRUE	FALSE	FALSE	TRUE	1	2
Plcg2	A0A1U7QIS1;A0A3Q0CVE6;A0A3Q0CVF1;A0A3Q0CVG7	101831758	FALSE	TRUE	PLCG2	P16885	5336		FALSE	FALSE	FALSE	TRUE	0	2
LOC101832693	A0A1U7QIS3	101832693	FALSE	TRUE	LOC101832693				FALSE	FALSE	FALSE	FALSE	0	1
Atxn3	A0A1U7QIS4;A0A1U8BKJ3;A0A1U8BNC3;A0A1U8BVV4;A0A3Q0CMC2	101825206	FALSE	TRUE	ATXN3	P54252	4287		FALSE	FALSE	FALSE	TRUE	0	2
Rassf3	A0A1U7QIT5	101842893	FALSE	TRUE	RASSF3	Q86WH2	283349		FALSE	FALSE	FALSE	TRUE	0	2
Gpr84	A0A1U7QIT7	101842223	FALSE	FALSE	GPR84	Q9NQS5	53831		TRUE	FALSE	FALSE	TRUE	1	1
LOC101822597	A0A1U7QIU0	101822597	FALSE	TRUE	LOC101822597				FALSE	FALSE	FALSE	FALSE	0	1
Tigit	A0A1U7QIU2;A0A3Q0CT28;A0A3Q0CY78		FALSE	FALSE	TIGIT	Q495A1	201633	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
LOC101825764	A0A1U7QIU5	101825764	FALSE	TRUE	LOC101825764				FALSE	FALSE	FALSE	FALSE	0	1
Sstr3	A0A1U7QIU7	101824404	FALSE	TRUE	SSTR3	P32745	6753		TRUE	FALSE	FALSE	TRUE	1	2
Itga7	A0A1U7QIV0;A0A3Q0D6B8	101827609	FALSE	TRUE	ITGA7	Q13683	3679	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
Pdxp	A0A1U7QIV3	101826074	FALSE	TRUE	PDXP	Q96GD0	57026		FALSE	FALSE	FALSE	TRUE	0	2
Sqor	A0A1U7QIV4	101840530	FALSE	FALSE	SQOR	Q9Y6N5	58472	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Impg2	A0A1U7QIV8	101838057	FALSE	FALSE	IMPG2	Q9BZV3	50939		TRUE	FALSE	FALSE	FALSE	1	0
Slc16a8	A0A1U7QIW1		FALSE	TRUE	SLC16A8	O95907	23539		TRUE	FALSE	FALSE	TRUE	1	2
Astl	A0A1U7QIW5		FALSE	FALSE	ASTL	Q6HA08	431705		FALSE	TRUE	FALSE	TRUE	1	1
Cdh15	A0A1U7QIW9	101826186	FALSE	TRUE	CDH15	P55291	1013	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
Gfra4	A0A1U7QIX0	101828000	FALSE	FALSE	GFRA4	Q9GZZ7	64096		TRUE	FALSE	TRUE	TRUE	2	1
Spire2	A0A1U7QIY0;A0A1U8BV74	101829706	FALSE	TRUE	SPIRE2	Q8WWL2	84501		FALSE	FALSE	FALSE	TRUE	0	2
Ppip5k1	A0A1U7QIY4;A0A1U8BJW8;A0A1U8BKV8;A0A1U8BNP1;A0A1U8BW79;A0A1U8BW83;A0A1U8BWY7;A0A1U8BWZ0;A0A3Q0CHB3;A0A3Q0CML5;A0A3Q0CMZ6;A0A3Q0CPK3	101838924	FALSE	TRUE	PPIP5K1	Q6PFW1	9677		FALSE	FALSE	FALSE	TRUE	0	2
Dpp10	A0A1U7QIY7;A0A1U7QSH2	101823844	FALSE	TRUE	DPP10	Q8N608	57628		TRUE	FALSE	FALSE	TRUE	1	2
Cacna2d2	A0A1U7QIZ3;A0A1U8BZ40	101827594	FALSE	TRUE	CACNA2D2	Q9NY47	9254	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
Duoxa2	A0A1U7QJ01	101844270	FALSE	TRUE	DUOXA2	Q1HG44	405753		FALSE	FALSE	FALSE	TRUE	0	2
Ostm1	A0A1U7QJ09	101825057	FALSE	FALSE	OSTM1	Q86WC4	28962	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
Nptx2	A0A1U7QJ12	101835865	FALSE	FALSE	NPTX2	P47972	4885	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Tmem127	A0A1U7QJ26	101832010	FALSE	TRUE	TMEM127	O75204	55654		FALSE	FALSE	FALSE	TRUE	0	2
Prkar2a	A0A1U7QJ32	101823026	FALSE	TRUE	PRKAR2A	P13861	5576		FALSE	FALSE	FALSE	TRUE	0	2
Card11	A0A1U7QJ44;A0A3Q0D7A5	101824194	FALSE	TRUE	CARD11	Q9BXL7	84433		FALSE	FALSE	FALSE	TRUE	0	2
Chst12	A0A1U7QJ49	101825948	FALSE	FALSE	CHST12	Q9NRB3	55501	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
Pdyn	A0A1U7QJ52	101839546	FALSE	TRUE	PDYN	P01213	5173		FALSE	FALSE	FALSE	TRUE	0	2
Twf1	A0A1U7QJ69	101824596	FALSE	TRUE	TWF1				FALSE	FALSE	FALSE	FALSE	0	1
Susd5	A0A1U7QJ73	101837875	FALSE	FALSE	SUSD5	O60279	26032	1 - high confidence	TRUE	TRUE	FALSE	FALSE	3	0
Gpd1l	A0A1U7QJ81	101840660	FALSE	TRUE	GPD1L	Q8N335	23171		FALSE	FALSE	FALSE	TRUE	0	2
Prelp	A0A1U7QJ85	101844387	FALSE	FALSE	PRELP	P51888	5549	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Dmd	A0A1U7QJ92;A0A1U7QSS6;A0A1U7R371;A0A1U8CC19;A0A3Q0D2M8;A0A3Q0D666;A0A3Q0D7B5;A0A3Q0D7S7	101825505	FALSE	TRUE	DMD	P11532	1756		FALSE	TRUE	TRUE	TRUE	2	2
Tnfsf8	A0A1U7QJB7;A0A3Q0CZK2	101839038	FALSE	FALSE	TNFSF8	P32971	944		TRUE	FALSE	FALSE	TRUE	1	1
Asic1	A0A1U7QJB9;A0A3Q0CFI4;A0A3Q0CKE1;A0A3Q0CKE5;A0A3Q0CKJ3;A0A3Q0CKX2;A0A3Q0CMH4	101823620	FALSE	TRUE	ASIC1	P78348	41	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
Cckar	A0A1U7QJC1	101841605	FALSE	FALSE	CCKAR	P32238	886		TRUE	FALSE	FALSE	TRUE	1	1
Crb1	A0A1U7QJC8	101840464	FALSE	FALSE	CRB1	P82279	23418		TRUE	FALSE	FALSE	TRUE	1	1
Acvr1b	A0A1U7QJD3	101831380	TRUE	TRUE	ACVR1B	P36896	91		TRUE	TRUE	TRUE	TRUE	4	2
Bcan	A0A1U7QJD5;A0A1U8C9I3	101823135	FALSE	FALSE	BCAN	Q96GW7	63827	1 - high confidence	TRUE	TRUE	FALSE	FALSE	3	0
Rhbg	A0A1U7QJE1	101825340	FALSE	TRUE	RHBG	Q9H310	57127		FALSE	FALSE	FALSE	TRUE	0	2
Ptgs2	A0A1U7QJE4	101823908	FALSE	FALSE	PTGS2	P35354	5743	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
Bst1	A0A1U7QJF0		FALSE	FALSE	BST1	Q10588	683	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Krt1	A0A1U7QJF3	101836514	FALSE	FALSE	KRT1	P04264	3848	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
Wdr1	A0A1U7QJG0	101832877	FALSE	TRUE	WDR1	O75083	9948		FALSE	FALSE	FALSE	TRUE	0	2
Fam189b	A0A1U7QJG1;A0A1U7QSZ4;A0A1U7QVX3;A0A3Q0D2X5;A0A3Q0D6G7;A0A3Q0D7K6;A0A3Q0D806	101833273	FALSE	FALSE	FAM189B	P81408	10712	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
Adgrf3	A0A1U7QJG4;A0A3Q0CW21;A0A3Q0CW38	101836896	FALSE	FALSE	ADGRF3	Q8IZF5	165082		TRUE	FALSE	FALSE	FALSE	1	0
Slc50a1	A0A1U7QJH0;A0A1U8C983;A0A1U8CK18	101837270	FALSE	TRUE	SLC50A1	Q9BRV3	55974		FALSE	FALSE	FALSE	TRUE	0	2
Amhr2	A0A1U7QJH2	101843383	FALSE	FALSE	AMHR2	Q16671	269		TRUE	FALSE	FALSE	TRUE	1	1
Kcnk3	A0A1U7QJH3	101838584	FALSE	TRUE	KCNK3	O14649	3777		FALSE	FALSE	FALSE	TRUE	0	2
Adam15	A0A1U7QJH5;A0A1U7QT08;A0A1U7QVZ0;A0A1U8CCE2;A0A1U8CKC0;A0A3Q0D7L0	101838687	FALSE	FALSE	ADAM15	Q13444	8751	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
Kcnn3	A0A1U7QJI1	101841744	FALSE	TRUE	KCNN3	Q9UGI6	3782		FALSE	FALSE	FALSE	TRUE	0	2
Preb	A0A1U7QJI4;A0A1U7QUY0	101842519	FALSE	FALSE	PREB	Q9HCU5	10113		FALSE	TRUE	FALSE	FALSE	1	0
Chrna2	A0A1U7QJJ5;A0A3Q0CYK0;A0A3Q0CZ75	101836117	FALSE	TRUE	CHRNA2	Q15822	1135		TRUE	FALSE	FALSE	TRUE	1	2
Ywhae	A0A1U7QJL9;A0A1U8BI50	101838994	FALSE	TRUE	YWHAE				FALSE	FALSE	FALSE	FALSE	0	1
Slc43a2	A0A1U7QJM4;A0A3Q0CKS3	101839982	FALSE	TRUE	SLC43A2	Q8N370	124935		TRUE	FALSE	FALSE	TRUE	1	2
LOC101844005	A0A1U7QJM8	101844005	FALSE	TRUE	LOC101844005				FALSE	FALSE	FALSE	FALSE	0	1
Nf2	A0A1U7QJN1;A0A1U7QM29;A0A3Q0CQB6	101836877	FALSE	TRUE	NF2	P35240	4771		FALSE	FALSE	FALSE	TRUE	0	2
Cdc42ep3	A0A1U7QJN2	101839031	FALSE	TRUE	CDC42EP3	Q9UKI2	10602		FALSE	FALSE	FALSE	TRUE	0	2
LOC101822728	A0A1U7QJN4	101822728	FALSE	TRUE	LOC101822728				FALSE	FALSE	FALSE	FALSE	0	1
LOC101824328	A0A1U7QJN5	101824328	FALSE	TRUE	LOC101824328				FALSE	FALSE	FALSE	FALSE	0	1
Bglap	A0A1U7QJP0;A0A1U8CKR8	101822409	FALSE	FALSE	BGLAP	P02818	632		FALSE	TRUE	FALSE	FALSE	1	0
Mmp17	A0A1U7QJQ9	101834213	FALSE	FALSE	MMP17	Q9ULZ9	4326		TRUE	FALSE	FALSE	TRUE	1	1
Acvr1c	A0A1U7QJR0	101827659	FALSE	TRUE	ACVR1C	Q8NER5	130399		TRUE	FALSE	FALSE	TRUE	1	2
Slc9a2	A0A1U7QJR9;A0A1U8CB68	101825935	FALSE	FALSE	SLC9A2	Q9UBY0	6549		TRUE	FALSE	FALSE	TRUE	1	1
Pfn1	A0A1U7QJS1	101839983	FALSE	FALSE	PFN1	P07737	5216	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Slc4a10	A0A1U7QJS2;A0A3Q0CI35;A0A3Q0CNJ4;A0A3Q0CNL8;A0A3Q0CP02;A0A3Q0CQG6	101833143	FALSE	TRUE	SLC4A10	Q6U841	57282		TRUE	FALSE	FALSE	TRUE	1	2
Stx1a	A0A1U7QJS4;A0A3Q0D7Q2	101839850	FALSE	TRUE	STX1A	Q16623	6804		FALSE	TRUE	FALSE	TRUE	1	2
Elovl4	A0A1U7QJT1	101838403	FALSE	FALSE	ELOVL4	Q9GZR5	6785	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
Slc17a5	A0A1U7QJU6	101842614	FALSE	TRUE	SLC17A5	Q9NRA2	26503		TRUE	FALSE	FALSE	TRUE	1	2
Tmem102	A0A1U7QJU7	101830407	TRUE	FALSE	TMEM102	Q8N9M5	284114		FALSE	TRUE	TRUE	TRUE	3	1
Cldn15	A0A1U7QJW0	101828304	FALSE	TRUE	CLDN15	P56746	24146		TRUE	FALSE	FALSE	TRUE	1	2
Alox15b	A0A1U7QJW7	101838120	FALSE	TRUE	ALOX15B	O15296	247		FALSE	FALSE	FALSE	TRUE	0	2
Vamp2	A0A1U7QJX2	101840165	FALSE	FALSE	VAMP2	P63027	6844		FALSE	TRUE	FALSE	TRUE	1	1
Anxa2	A0A1U7QJZ2	101835510	TRUE	TRUE	ANXA2	P07355	302		FALSE	FALSE	TRUE	TRUE	2	2
Galnt17	A0A1U7QJZ5		FALSE	FALSE	GALNT17	Q6IS24	64409	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Kcnn2	A0A1U7QJZ6;A0A3Q0CI83	101835309	FALSE	FALSE	KCNN2	Q9H2S1	3781		FALSE	FALSE	TRUE	TRUE	1	1
Tln2	A0A1U7QJZ7;A0A1U8CAN8	101836988	FALSE	FALSE	TLN2	Q9Y4G6	83660		FALSE	TRUE	FALSE	TRUE	1	1
Muc17	A0A1U7QK00	101826034	FALSE	FALSE	MUC17	Q685J3	140453		TRUE	TRUE	TRUE	TRUE	3	1
Ppib	A0A1U7QK19	101844127	FALSE	FALSE	PPIB	P23284	5479	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Atp6ap2	A0A1U7QK38;A0A3Q0D6Y2	101830990	TRUE	TRUE	ATP6AP2	O75787	10159		FALSE	TRUE	TRUE	TRUE	3	2
LOC101842507	A0A1U7QK54	101842507	FALSE	TRUE	LOC101842507				FALSE	FALSE	FALSE	FALSE	0	1
LOC101824152	A0A1U7QK59	101824152	FALSE	TRUE	LOC101824152				FALSE	FALSE	FALSE	FALSE	0	1
Tmem132b	A0A1U7QK65	101842543	FALSE	FALSE	TMEM132B	Q14DG7	114795	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
LOC101830045	A0A1U7QK66	101830045	FALSE	TRUE	LOC101830045				FALSE	FALSE	FALSE	FALSE	0	1
Cldn25	A0A1U7QK76	101833921	FALSE	TRUE	CLDN25	C9JDP6	644672		FALSE	FALSE	FALSE	TRUE	0	2
Mfap3	A0A1U7QK82		FALSE	FALSE	MFAP3	P55082	4238	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Clns1a	A0A1U7QK85	101822755	FALSE	TRUE	CLNS1A	P54105	1207		FALSE	FALSE	FALSE	TRUE	0	2
Chrnb4	A0A1U7QK88;A0A3Q0CPJ1	101841066	FALSE	TRUE	CHRNB4	P30926	1143		TRUE	FALSE	FALSE	TRUE	1	2
Serpinh1	A0A1U7QK99	101829082	FALSE	FALSE	SERPINH1	P50454	871	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Erp29	A0A1U7QKA1	101832481	TRUE	FALSE	ERP29	P30040	10961		FALSE	FALSE	TRUE	FALSE	2	0
Tmem9b	A0A1U7QKA7;A0A3Q0CUW2	101843492	FALSE	FALSE	TMEM9B	Q9NQ34	56674		TRUE	FALSE	FALSE	FALSE	1	0
LOC101828630	A0A1U7QKB0	101828630	FALSE	TRUE	LOC101828630				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830503	A0A1U7QKB5	101830503	FALSE	TRUE	LOC101830503				FALSE	FALSE	FALSE	FALSE	0	1
LOC101825413	A0A1U7QKB7	101825413	FALSE	TRUE	LOC101825413				FALSE	FALSE	FALSE	FALSE	0	1
P2ry2	A0A1U7QKB9	101837248	FALSE	FALSE	P2RY2	P41231	5029		TRUE	FALSE	FALSE	TRUE	1	1
LOC101826974	A0A1U7QKC1	101826974	FALSE	TRUE	LOC101826974				FALSE	FALSE	FALSE	FALSE	0	1
LOC101832353	A0A1U7QKC2	101832353	FALSE	TRUE	LOC101832353				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830500	A0A1U7QKC7	101830500	FALSE	TRUE	LOC101830500				FALSE	FALSE	FALSE	FALSE	0	1
LOC101834621	A0A1U7QKC8;A0A1U7QMS1	101834621	FALSE	TRUE	LOC101834621				FALSE	FALSE	FALSE	FALSE	0	1
LOC101830608	A0A1U7QKD1	101830608	FALSE	TRUE	LOC101830608				FALSE	FALSE	FALSE	FALSE	0	1
LOC101835838	A0A1U7QKD3	101835838	FALSE	TRUE	LOC101835838				FALSE	FALSE	FALSE	FALSE	0	1
LOC101832462	A0A1U7QKD7	101832462	FALSE	TRUE	LOC101832462				FALSE	FALSE	FALSE	FALSE	0	1
LOC101837943	A0A1U7QKD8	101837943	FALSE	TRUE	LOC101837943				FALSE	FALSE	FALSE	FALSE	0	1
Chrna10	A0A1U7QKD9	101823382	FALSE	TRUE	CHRNA10	Q9GZZ6	57053		TRUE	FALSE	FALSE	TRUE	1	2
Arhgap44	A0A1U7QKE1;A0A1U8BHY9;A0A1U8BLM5;A0A1U8BU88;A0A3Q0CN54	101824059	FALSE	TRUE	ARHGAP44	Q17R89	9912		FALSE	FALSE	FALSE	TRUE	0	2
LOC101833766	A0A1U7QKE2	101833766	FALSE	TRUE	LOC101833766				FALSE	FALSE	FALSE	FALSE	0	1
LOC101839550	A0A1U7QKE5	101839550	FALSE	TRUE	LOC101839550				FALSE	FALSE	FALSE	FALSE	0	1
LOC101840904	A0A1U7QKF0	101840904	FALSE	TRUE	LOC101840904				FALSE	FALSE	FALSE	FALSE	0	1
Btnl10	A0A1U7QKF1	101832518	FALSE	FALSE	BTNL10	A8MVZ5			TRUE	FALSE	TRUE	TRUE	2	1
LOC101842508	A0A1U7QKF6	101842508	FALSE	TRUE	LOC101842508				FALSE	FALSE	FALSE	FALSE	0	1
LOC101828719	A0A1U7QKF7	101828719	FALSE	TRUE	LOC101828719				FALSE	FALSE	FALSE	FALSE	0	1
Chic2	A0A1U7QKF8	101823490	FALSE	TRUE	CHIC2	Q9UKJ5	26511		FALSE	FALSE	FALSE	TRUE	0	2
LOC101830869	A0A1U7QKG2	101830869	FALSE	TRUE	LOC101830869				FALSE	FALSE	FALSE	FALSE	0	1
LOC101826803	A0A1U7QKG5	101826803	FALSE	TRUE	LOC101826803				FALSE	FALSE	FALSE	FALSE	0	1
LOC101832194	A0A1U7QKG7	101832194	FALSE	TRUE	LOC101832194				FALSE	FALSE	FALSE	FALSE	0	1
Gabrg1	A0A1U7QKG9	101828216	FALSE	TRUE	GABRG1	Q8N1C3	2565		TRUE	FALSE	FALSE	TRUE	1	2
LOC101833761	A0A1U7QKH2	101833761	FALSE	TRUE	LOC101833761				FALSE	FALSE	FALSE	FALSE	0	1
LOC101831587	A0A1U7QKH5	101831587	FALSE	TRUE	LOC101831587				FALSE	FALSE	FALSE	FALSE	0	1
LOC101835073	A0A1U7QKH6	101835073	FALSE	TRUE	LOC101835073				FALSE	FALSE	FALSE	FALSE	0	1
LOC101836367	A0A1U7QKI1	101836367	FALSE	TRUE	LOC101836367				FALSE	FALSE	FALSE	FALSE	0	1
Cnr1	A0A1U7QKI3	101838427	FALSE	TRUE	CNR1	P21554	1268		TRUE	FALSE	FALSE	TRUE	1	2
LOC101837699	A0A1U7QKI6	101837699	FALSE	TRUE	LOC101837699				FALSE	FALSE	FALSE	FALSE	0	1
Slc37a4	A0A1U7QKJ0;A0A1U8BMN7;A0A1U8BY37	101830591	FALSE	FALSE	SLC37A4	O43826	2542		TRUE	FALSE	FALSE	FALSE	1	0
Abcc3	A0A1U7QKJ9	101841275	FALSE	FALSE	ABCC3	O15438	8714		TRUE	FALSE	FALSE	TRUE	1	1
LOC101828110	A0A1U7QKK5	101828110	FALSE	TRUE	LOC101828110				FALSE	FALSE	FALSE	FALSE	0	1
Scn2b	A0A1U7QKK6	101837586	FALSE	TRUE	SCN2B	O60939	6327	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Col1a1	A0A1U7QKK9;A0A1U8C400	101844568	FALSE	FALSE	COL1A1	P02452	1277	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2	0
LOC101829977	A0A1U7QKL0	101829977	FALSE	TRUE	LOC101829977				FALSE	FALSE	FALSE	FALSE	0	1
LOC101832635	A0A1U7QKL6	101832635	FALSE	TRUE	LOC101832635				FALSE	FALSE	FALSE	FALSE	0	1
Plcl1	A0A1U7QKN4	101838606	FALSE	TRUE	PLCL1	Q15111	5334		FALSE	FALSE	FALSE	TRUE	0	2
S100g	A0A1U7QKQ1	101826369	FALSE	TRUE	S100G	P29377	795		FALSE	FALSE	FALSE	TRUE	0	2
Wnt2	A0A1U7QKR1	101832047	FALSE	FALSE	WNT2	P09544	7472		FALSE	FALSE	TRUE	TRUE	1	1
Phex	A0A1U7QKS5	101834554	FALSE	FALSE	PHEX	P78562	5251		TRUE	FALSE	FALSE	TRUE	1	1
Csk	A0A1U7QKS8	101824947	FALSE	TRUE	CSK	P41240	1445		FALSE	FALSE	FALSE	TRUE	0	2
Areg	A0A1U7QKS9	101837230	TRUE	FALSE	AREG	P15514	374	1 - high confidence	TRUE	TRUE	TRUE	FALSE	5	0
Stra6	A0A1U7QKT2	101828003	FALSE	TRUE	STRA6	Q9BX79	64220		FALSE	FALSE	FALSE	TRUE	0	2
Ephb2	A0A1U7QKT8;A0A3Q0D8E7		FALSE	TRUE	EPHB2	P29323	2048	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Wnt4	A0A1U7QKU4	101826295	TRUE	FALSE	WNT4	P56705	54361		FALSE	TRUE	TRUE	TRUE	3	1
Mmrn1	A0A1U7QKX2	101830610	FALSE	FALSE	MMRN1	Q13201	22915	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Tlr1	A0A1U7QKZ0	101829979	FALSE	TRUE	TLR1	Q15399	7096	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Pcdh7	A0A1U7QL00;A0A1U7QTK9;A0A1U7QW87;A0A1U8BXM3;A0A1U8C0S4;A0A1U8C8U5	101832987	FALSE	TRUE	PCDH7	O60245	5099	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Bche	A0A1U7QL18	101824800	FALSE	FALSE	BCHE	P06276	590	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Lrrc45	A0A1U7QL21	101835575	FALSE	TRUE	LRRC45	Q96CN5	201255		FALSE	FALSE	FALSE	TRUE	0	2
Traf3	A0A1U7QL26	101831388	FALSE	TRUE	TRAF3	Q13114	7187		FALSE	FALSE	FALSE	TRUE	0	2
Zc4h2	A0A1U7QL27;A0A1U8CBC4	101837005	FALSE	TRUE	ZC4H2	Q9NQZ6	55906		FALSE	FALSE	FALSE	TRUE	0	2
Gria2	A0A1U7QL28;A0A1U8CBQ4;A0A1U8CCD6	101828199	FALSE	TRUE	GRIA2	P42262	2891	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
Ar	A0A1U7QL32	101838789	FALSE	TRUE	AR	P10275	367		FALSE	FALSE	FALSE	TRUE	0	2
Asic5	A0A1U7QL33	101830792	FALSE	FALSE	ASIC5	Q9NY37	51802		TRUE	FALSE	FALSE	TRUE	1	1
LOC101827330	A0A1U7QL35	101827330	FALSE	TRUE	LOC101827330				FALSE	FALSE	FALSE	FALSE	0	1
Eda	A0A1U7QL37;A0A1U7QUI6;A0A1U7QXH6;A0A1U7R543	101840481	FALSE	TRUE	EDA	Q92838	1896		TRUE	FALSE	FALSE	TRUE	1	2
Pmepa1	A0A1U7QL49	101831761	FALSE	FALSE	PMEPA1	Q969W9	56937	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Dlg3	A0A1U7QL50;A0A1U7QUJ6;A0A1U7QXI5;A0A1U7R555;A0A1U7R7R5;A0A1U8CBH4;A0A1U8CM66;A0A3Q0D4L9	101843428	FALSE	TRUE	DLG3	Q92796	1741		FALSE	FALSE	FALSE	TRUE	0	2
Nlgn3	A0A1U7QL60;A0A1U8CED3;A0A1U8CN00	101824900	TRUE	TRUE	NLGN3	Q9NZ94	54413		TRUE	TRUE	TRUE	TRUE	4	2
Cxcr3	A0A1U7QL65	101828396	TRUE	TRUE	CXCR3	P49682	2833	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
Cdh4	A0A1U7QL68	101839572	FALSE	TRUE	CDH4	P55283	1002	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
Adrm1	A0A1U7QL74	101842075	FALSE	TRUE	ADRM1	Q16186	11047		FALSE	FALSE	FALSE	TRUE	0	2
Rhbdf2	A0A1U7QL77	101833668	FALSE	TRUE	RHBDF2	Q6PJF5	79651	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Vim	A0A1U7QL88	101824289	FALSE	TRUE	VIM	P08670	7431	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
Stxbp6	A0A1U7QL90	101824625	FALSE	FALSE	STXBP6	Q8NFX7	29091		FALSE	TRUE	FALSE	TRUE	1	1
Cacnb2	A0A1U7QL92;A0A1U7QUQ2;A0A1U7QXN5;A0A1U8CBK6;A0A3Q0D4S1;A0A3Q0D4S6;A0A3Q0D851;A0A3Q0D8P9;A0A3Q0D942;A0A3Q0D9M5	101825511	FALSE	TRUE	CACNB2	Q08289	783		FALSE	FALSE	FALSE	TRUE	0	2
Tmem104	A0A1U7QLA1	101826440	FALSE	FALSE	TMEM104	Q8NE00	54868	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
Myo10	A0A1U7QLA6	101835707	FALSE	TRUE	MYO10	Q9HD67	4651		FALSE	FALSE	FALSE	TRUE	0	2
Sstr2	A0A1U7QLB7;A0A1U8BZJ2	101831657	FALSE	TRUE	SSTR2	P30874	6752		TRUE	FALSE	FALSE	TRUE	1	2
Lime1	A0A1U7QLB8;A0A3Q0CXS6	101826370	FALSE	TRUE	LIME1	Q9H400	54923		FALSE	FALSE	FALSE	TRUE	0	2
Smpd3	A0A1U7QLB9	101835858	FALSE	TRUE	SMPD3	Q9NY59	55512		FALSE	FALSE	FALSE	TRUE	0	2
Prkca	A0A1U7QLD2;A0A3Q0CQD1	101837515	FALSE	TRUE	PRKCA	P17252	5578		FALSE	FALSE	FALSE	TRUE	0	2
Lama5	A0A1U7QLD6	101837968	FALSE	FALSE	LAMA5	O15230	3911	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Strc	A0A1U7QLE7	101839545	FALSE	FALSE	STRC	Q7RTU9	161497		FALSE	TRUE	TRUE	FALSE	2	0
Icam2	A0A1U7QLF1	101842337	FALSE	TRUE	ICAM2	P13598	3384	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Ldlrad4	A0A1U7QLF4;A0A1U8BYE4;A0A3Q0CSS1;A0A3Q0CXZ4;A0A3Q0CYW7	101826531	FALSE	FALSE	LDLRAD4	O15165	753		TRUE	FALSE	FALSE	FALSE	1	0
B2m	A0A1U7QLF7	101843036	TRUE	TRUE	B2M	P61769	567		FALSE	TRUE	TRUE	TRUE	3	2
Ebi3	A0A1U7QLG0;A0A3Q0D895	101835967	FALSE	FALSE	EBI3	Q14213	10148		FALSE	FALSE	TRUE	TRUE	1	1
LOC101836374	A0A1U7QLG4	101836374	FALSE	TRUE	LOC101836374				FALSE	FALSE	FALSE	FALSE	0	1
Slc10a6	A0A1U7QLG9	101842265	FALSE	TRUE	SLC10A6	Q3KNW5	345274		TRUE	FALSE	FALSE	TRUE	1	2
