Gene Name	UniProt	GeneID	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
GPM6A	P51674	2823		TRUE	TRUE	FALSE	TRUE	2
CCR4	P51679	1233	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CCR5	P51681	1234		TRUE	TRUE	TRUE	TRUE	3
CLCN3	P51790	1182		FALSE	TRUE	TRUE	TRUE	2
VAMP7	P51809	6845		FALSE	TRUE	TRUE	TRUE	2
PRKX	P51817	5613		FALSE	TRUE	FALSE	FALSE	1
EFNA5	P52803	1946	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ART1	P52961	417		TRUE	TRUE	TRUE	TRUE	3
COPB1	P53618	1315		FALSE	TRUE	FALSE	TRUE	1
COPA	P53621	1314		FALSE	TRUE	FALSE	FALSE	1
AP3M2	P53677	10947		FALSE	TRUE	FALSE	FALSE	1
AP2S1	P53680	1175		FALSE	TRUE	FALSE	TRUE	1
ITGA8	P53708	8516	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
USP14	P54578	9097		FALSE	TRUE	TRUE	TRUE	2
HSPA2	P54652	3306		FALSE	TRUE	TRUE	TRUE	2
EPHA5	P54756	2044	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
EPHB4	P54760	2050	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
EMP2	P54851	2013	2 - putative	TRUE	TRUE	TRUE	TRUE	4
SLURP1	P55000	57152		FALSE	TRUE	FALSE	FALSE	1
AQP4	P55087	361		TRUE	TRUE	TRUE	TRUE	3
ITGA1	P56199	3672	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
AP1S2	P56377	8905		FALSE	TRUE	FALSE	FALSE	1
LGALS4	P56470	3960		FALSE	TRUE	FALSE	TRUE	1
CAV3	P56539	859		FALSE	TRUE	TRUE	TRUE	2
WNT3A	P56704	89780		FALSE	TRUE	TRUE	TRUE	2
WNT4	P56705	54361		FALSE	TRUE	TRUE	TRUE	2
BACE1	P56817	23621	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
STX17	P56962	55014		FALSE	TRUE	FALSE	FALSE	1
SYNJ2BP	P57105	55333		FALSE	TRUE	FALSE	TRUE	1
NRXN1	P58400;Q9ULB1	9378		TRUE	TRUE	TRUE	TRUE	3
AP3S2	P59780	10239		FALSE	TRUE	FALSE	FALSE	1
SNAP25	P60880	6616		FALSE	TRUE	FALSE	TRUE	1
CXCR4	P61073	7852		TRUE	TRUE	TRUE	TRUE	3
STX1B	P61266	112755		FALSE	TRUE	FALSE	TRUE	1
RND3	P61587	390		FALSE	TRUE	FALSE	FALSE	1
STXBP1	P61764	6812		FALSE	TRUE	FALSE	TRUE	1
B2M	P61769	567		FALSE	TRUE	TRUE	TRUE	2
TGFB2	P61812	7042		FALSE	TRUE	FALSE	FALSE	1
COPZ1	P61923	22818		FALSE	TRUE	FALSE	FALSE	1
AP1S1	P61966	1174		FALSE	TRUE	FALSE	FALSE	1
ARF6	P62330	382		FALSE	TRUE	FALSE	TRUE	1
AP2B1	P63010	163		FALSE	TRUE	FALSE	TRUE	1
VAMP2	P63027	6844		FALSE	TRUE	FALSE	TRUE	1
TPM4	P67936	7171		FALSE	TRUE	FALSE	FALSE	1
ADAM8	P78325	101	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CLDN10	P78369	9071		TRUE	TRUE	FALSE	TRUE	2
CX3CL1	P78423	6376		TRUE	TRUE	TRUE	TRUE	3
ADAM17	P78536	6868	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SRPX	P78539	8406		FALSE	TRUE	TRUE	FALSE	2
DLK1	P80370	8788		TRUE	TRUE	FALSE	FALSE	2
ARF1	P84077	375		FALSE	TRUE	FALSE	TRUE	1
VLDLR	P98155	7436		TRUE	TRUE	FALSE	TRUE	2
CLTC	Q00610	1213	3 - unspecific	FALSE	TRUE	FALSE	TRUE	2
HNRNPU	Q00839	3192	3 - unspecific	FALSE	TRUE	TRUE	FALSE	3
CACNA1B	Q00975	774		FALSE	TRUE	FALSE	TRUE	1
CD83	Q01151	9308	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
MS4A2	Q01362	2206		FALSE	TRUE	TRUE	TRUE	2
IL1RL1	Q01638	9173		TRUE	TRUE	TRUE	TRUE	3
CACNA1D	Q01668	776		FALSE	TRUE	FALSE	TRUE	1
CNTN2	Q02246	6900		TRUE	TRUE	TRUE	TRUE	3
APBA1	Q02410	320		FALSE	TRUE	FALSE	TRUE	1
DSC2	Q02487	1824	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
GHRHR	Q02643	2692		TRUE	TRUE	TRUE	TRUE	3
TEK	Q02763	7010	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CAV1	Q03135	857		FALSE	TRUE	FALSE	TRUE	1
TGFBR3	Q03167	7049	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
PLAUR	Q03405	5329	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD164	Q04900	8763	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
DNM1	Q05193	1759		FALSE	TRUE	FALSE	TRUE	1
GRIN1	Q05586	2902		TRUE	TRUE	TRUE	TRUE	3
TYRO3	Q06418	7301	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
TNFRSF9	Q07011	3604	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ENPEP	Q07075	2028	2 - putative	TRUE	TRUE	TRUE	TRUE	4
CD69	Q07108	969	2 - putative	TRUE	TRUE	TRUE	TRUE	4
CXCL9	Q07325	4283		FALSE	TRUE	TRUE	TRUE	2
MFGE8	Q08431	4240	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
DSC1	Q08554	1823		TRUE	TRUE	FALSE	TRUE	2
SPOCK1	Q08629	6695		FALSE	TRUE	FALSE	FALSE	1
AP1B1	Q10567	162		FALSE	TRUE	FALSE	FALSE	1
BST2	Q10589	684	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
TROAP	Q12815	10024		FALSE	TRUE	FALSE	FALSE	1
STX4	Q12846	6810		FALSE	TRUE	TRUE	TRUE	2
GRIN2A	Q12879	2903		TRUE	TRUE	TRUE	TRUE	3
HYAL2	Q12891	8692	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
PTPRJ	Q12913	5795	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ANK3	Q12955	288		FALSE	TRUE	TRUE	TRUE	2
PLA2R1	Q13018	22925	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
STX5	Q13190	6811		FALSE	TRUE	FALSE	FALSE	1
GRIN2B	Q13224	2904		TRUE	TRUE	TRUE	TRUE	3
KLRD1	Q13241	3824		FALSE	TRUE	TRUE	TRUE	2
STX3	Q13277	6809		FALSE	TRUE	FALSE	TRUE	1
SLAMF1	Q13291	6504	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CRHR2	Q13324	1395		TRUE	TRUE	FALSE	TRUE	2
ITGAD	Q13349	3681		TRUE	TRUE	TRUE	TRUE	3
AP3B2	Q13367	8120		FALSE	TRUE	FALSE	FALSE	1
MPP3	Q13368	4356		FALSE	TRUE	FALSE	FALSE	1
MSLN	Q13421	10232	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ADAM9	Q13443	8754	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FZD5	Q13467	7855		TRUE	TRUE	TRUE	TRUE	3
MADCAM1	Q13477	8174		FALSE	TRUE	FALSE	TRUE	1
TPBG	Q13641	7162	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGA7	Q13683	3679	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
AAMP	Q13685	14		FALSE	TRUE	TRUE	TRUE	2
CACNA1S	Q13698	779		FALSE	TRUE	FALSE	TRUE	1
ACVR2B	Q13705	93	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
ALCAM	Q13740	214	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGA9	Q13797	3680	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
BMPR2	Q13873	659	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
BYSL	Q13895	705		FALSE	TRUE	FALSE	FALSE	1
CACNA1C	Q13936	775		TRUE	TRUE	FALSE	TRUE	2
SCARB2	Q14108	950	2 - putative	TRUE	TRUE	FALSE	TRUE	3
DGCR6	Q14129	8214		FALSE	TRUE	FALSE	FALSE	1
MPP2	Q14168	4355		FALSE	TRUE	FALSE	TRUE	1
LY6D	Q14210	8581		TRUE	TRUE	TRUE	TRUE	3
ADGRE1	Q14246	2015		TRUE	TRUE	TRUE	TRUE	3
FLOT2	Q14254	2319		FALSE	TRUE	FALSE	TRUE	1
GGTLC2	Q14390	91227		FALSE	TRUE	FALSE	FALSE	1
NEDD9	Q14511	4739		FALSE	TRUE	FALSE	TRUE	1
FGFBP1	Q14512	9982		FALSE	TRUE	TRUE	TRUE	2
FAT1	Q14517	2195	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
HABP2	Q14520	3026		FALSE	TRUE	FALSE	FALSE	1
SCN5A	Q14524	6331		TRUE	TRUE	TRUE	TRUE	3
DSC3	Q14574	1825		TRUE	TRUE	FALSE	TRUE	2
SSPN	Q14714	8082		TRUE	TRUE	FALSE	TRUE	2
OPCML	Q14982	4978	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
POSTN	Q15063	10631	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
PTPRR	Q15256	5801		TRUE	TRUE	FALSE	TRUE	2
PTPRK	Q15262	5796	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SEC23A	Q15436	10484		FALSE	TRUE	FALSE	FALSE	1
SHH	Q15465	6469		FALSE	TRUE	TRUE	TRUE	2
CDSN	Q15517	1041	1 - high confidence	FALSE	TRUE	FALSE	TRUE	2
TGFBI	Q15582	7045		FALSE	TRUE	FALSE	TRUE	1
CD226	Q15762	10666	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
STXBP2	Q15833	6813		FALSE	TRUE	FALSE	TRUE	1
VAMP3	Q15836	9341		FALSE	TRUE	TRUE	TRUE	2
CACNA1E	Q15878	777		FALSE	TRUE	FALSE	TRUE	1
ZYX	Q15942	7791		FALSE	TRUE	FALSE	FALSE	1
ENOX2	Q16206	10495		FALSE	TRUE	TRUE	TRUE	2
LAMA4	Q16363	3910	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
IL17A	Q16552	3605		FALSE	TRUE	TRUE	TRUE	2
NTRK2	Q16620	4915	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
STX1A	Q16623	6804		FALSE	TRUE	FALSE	TRUE	1
DBN1	Q16643	1627		FALSE	TRUE	FALSE	TRUE	1
LAMA3	Q16787	3909	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
AOC3	Q16853	8639	3 - unspecific	TRUE	TRUE	TRUE	TRUE	4
SYT16	Q17RD7	83851		FALSE	TRUE	FALSE	FALSE	1
MICA	Q29983	100507436	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
TIGIT	Q495A1	201633	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SVEP1	Q4LDE5	79987		FALSE	TRUE	FALSE	FALSE	1
AMOT	Q4VCS5	154796		FALSE	TRUE	TRUE	TRUE	2
SDK2	Q58EX2	54549	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
SPECC1	Q5M775	92521		FALSE	TRUE	FALSE	FALSE	1
RTP2	Q5QGT7	344892		FALSE	TRUE	TRUE	TRUE	2
TREML2	Q5T2D2	79865		TRUE	TRUE	TRUE	TRUE	3
GJC2	Q5T442	57165		TRUE	TRUE	FALSE	TRUE	2
CERCAM	Q5T4B2	51148	3 - unspecific	FALSE	TRUE	FALSE	TRUE	2
STXBP5	Q5T5C0	134957		FALSE	TRUE	FALSE	TRUE	1
GPRC6A	Q5T6X5	222545		TRUE	TRUE	TRUE	TRUE	3
SYT6	Q5T7P8	148281		FALSE	TRUE	FALSE	TRUE	1
THEMIS2	Q5TEJ8	9473		FALSE	TRUE	FALSE	FALSE	1
CD276	Q5ZPR3	80381	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
AP1AR	Q63HQ0	55435		FALSE	TRUE	FALSE	FALSE	1
MUC17	Q685J3	140453		TRUE	TRUE	TRUE	TRUE	3
FCRL6	Q6DN72	343413	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
IQSEC1	Q6DN90	9922		FALSE	TRUE	FALSE	FALSE	1
SFRP4	Q6FHJ7	6424		FALSE	TRUE	TRUE	FALSE	2
ASTL	Q6HA08	431705		FALSE	TRUE	FALSE	TRUE	1
GRHL2	Q6ISB3	79977		FALSE	TRUE	FALSE	FALSE	1
RGMB	Q6NW40	285704		TRUE	TRUE	FALSE	TRUE	2
GGT6	Q6P531	124975		FALSE	TRUE	FALSE	FALSE	1
GJB7	Q6PEY0	375519		TRUE	TRUE	FALSE	TRUE	2
PLET1	Q6UQ28	349633		TRUE	TRUE	TRUE	TRUE	3
CSPG4	Q6UVK1	1464	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
LAYN	Q6UX15	143903		TRUE	TRUE	TRUE	FALSE	3
ISLR2	Q6UXK2	57611		TRUE	TRUE	TRUE	TRUE	3
CLEC9A	Q6UXN8	283420		TRUE	TRUE	TRUE	FALSE	3
RSPO2	Q6UXX9	340419		FALSE	TRUE	TRUE	FALSE	2
UNC5D	Q6UXZ4	137970		TRUE	TRUE	TRUE	TRUE	3
SYT10	Q6XYQ8	341359		FALSE	TRUE	FALSE	TRUE	1
SCARA5	Q6ZMJ2	286133	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CLEC17A	Q6ZS10	388512	2 - putative	TRUE	TRUE	TRUE	FALSE	4
HJV	Q6ZVN8	148738		TRUE	TRUE	TRUE	TRUE	3
STXBP4	Q6ZWJ1	252983		FALSE	TRUE	FALSE	FALSE	1
ADAMTS13	Q76LX8	11093		FALSE	TRUE	TRUE	FALSE	2
MAEA	Q7L5Y9	10296		FALSE	TRUE	FALSE	TRUE	1
SYT13	Q7L8C5	57586		FALSE	TRUE	FALSE	TRUE	1
STRC	Q7RTU9	161497		FALSE	TRUE	TRUE	FALSE	2
PLPPR4	Q7Z2D5	9890		TRUE	TRUE	FALSE	TRUE	2
TRPM8	Q7Z2W7	79054		FALSE	TRUE	TRUE	TRUE	2
PKD1L3	Q7Z443	342372		TRUE	TRUE	FALSE	TRUE	2
BTLA	Q7Z6A9	151888	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
HUWE1	Q7Z6Z7	10075		FALSE	TRUE	FALSE	FALSE	1
VPS13B	Q7Z7G8	157680		FALSE	TRUE	FALSE	FALSE	1
SYT9	Q86SS6	143425		FALSE	TRUE	FALSE	TRUE	1
RTN4RL1	Q86UN2	146760		TRUE	TRUE	TRUE	TRUE	3
RTN4RL2	Q86UN3	349667		TRUE	TRUE	TRUE	TRUE	3
HAPLN4	Q86UW8	404037		FALSE	TRUE	FALSE	FALSE	1
PPFIBP1	Q86W92	8496		FALSE	TRUE	FALSE	TRUE	1
STX12	Q86Y82	23673		FALSE	TRUE	FALSE	FALSE	1
HPS6	Q86YV9	79803		FALSE	TRUE	FALSE	FALSE	1
TREML1	Q86YW5	340205		FALSE	TRUE	TRUE	TRUE	2
SYT12	Q8IV01	91683		FALSE	TRUE	FALSE	TRUE	1
GPIHBP1	Q8IV16	338328		TRUE	TRUE	TRUE	TRUE	3
ADGRA3	Q8IWK6	166647	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SULF2	Q8IWU5	55959	3 - unspecific	FALSE	TRUE	TRUE	TRUE	3
SULF1	Q8IWU6	23213	3 - unspecific	FALSE	TRUE	TRUE	TRUE	3
SCUBE1	Q8IWY4	80274		FALSE	TRUE	TRUE	TRUE	2
SCUBE3	Q8IX30	222663		FALSE	TRUE	TRUE	TRUE	2
NLGN4X	Q8N0W4	57502	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
TMEM123	Q8N131	114908		TRUE	TRUE	TRUE	TRUE	3
GJD3	Q8N144	125111		FALSE	TRUE	TRUE	TRUE	2
NLGN1	Q8N2Q7	22871	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
AGGF1	Q8N302	55109		FALSE	TRUE	FALSE	FALSE	1
SFRP1	Q8N474	6422		FALSE	TRUE	TRUE	TRUE	2
STX19	Q8N4C7	415117		FALSE	TRUE	FALSE	TRUE	1
SYT2	Q8N9I0	127833		FALSE	TRUE	FALSE	TRUE	1
TMEM102	Q8N9M5	284114		FALSE	TRUE	TRUE	TRUE	2
SYT14	Q8NB59	255928		FALSE	TRUE	FALSE	FALSE	1
PCSK9	Q8NBP7	255738		FALSE	TRUE	TRUE	TRUE	2
AQP11	Q8NBQ7	282679		FALSE	TRUE	TRUE	TRUE	2
SYT8	Q8NBV8	90019		FALSE	TRUE	FALSE	TRUE	1
CHST4	Q8NCG5	10164		FALSE	TRUE	FALSE	FALSE	1
NFAM1	Q8NET5	150372		TRUE	TRUE	FALSE	TRUE	2
GJC3	Q8NFK1	349149		TRUE	TRUE	FALSE	TRUE	2
STXBP6	Q8NFX7	29091		FALSE	TRUE	FALSE	TRUE	1
NLGN4Y	Q8NFZ3	22829		TRUE	TRUE	TRUE	TRUE	3
NLGN2	Q8NFZ4	57555	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
LILRB1	Q8NHL6	10859	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
TBC1D15	Q8TC07	64786		FALSE	TRUE	FALSE	FALSE	1
HM13	Q8TCT9	81502		TRUE	TRUE	TRUE	TRUE	3
DSCAML1	Q8TD84	57453		TRUE	TRUE	TRUE	TRUE	3
SPACA4	Q8TDM5	171169		TRUE	TRUE	FALSE	TRUE	2
SCARB1	Q8WTV0	949	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
STAB2	Q8WWQ8	55576		TRUE	TRUE	TRUE	TRUE	3
ADGRV1	Q8WXG9	84059		TRUE	TRUE	TRUE	TRUE	3
CNTNAP5	Q8WYK1	129684		TRUE	TRUE	FALSE	FALSE	2
ROBO4	Q8WZ75	54538		FALSE	TRUE	FALSE	TRUE	1
GBF1	Q92538	8729		FALSE	TRUE	FALSE	FALSE	1
AP3S1	Q92572	1176		FALSE	TRUE	FALSE	FALSE	1
LPAR1	Q92633	1902		TRUE	TRUE	TRUE	TRUE	3
NECTIN2	Q92692	5819	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
NRCAM	Q92823	4897	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GHSR	Q92847	2693		TRUE	TRUE	TRUE	TRUE	3
HPS1	Q92902	3257		FALSE	TRUE	FALSE	FALSE	1
TNFRSF14	Q92956	8764	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
NINJ1	Q92982	4814		FALSE	TRUE	FALSE	FALSE	1
KISS1R	Q969F8	84634		TRUE	TRUE	TRUE	TRUE	3
HPS3	Q969F9	84343		FALSE	TRUE	FALSE	FALSE	1
GJA10	Q969M2	84694		FALSE	TRUE	FALSE	TRUE	1
RGMA	Q96B86	56963		TRUE	TRUE	FALSE	TRUE	2
AP2M1	Q96CW1	1173		FALSE	TRUE	FALSE	TRUE	1
DTNBP1	Q96EV8	84062		FALSE	TRUE	FALSE	TRUE	1
BCAN	Q96GW7	63827	1 - high confidence	TRUE	TRUE	FALSE	FALSE	3
PDLIM2	Q96JY6	64236		FALSE	TRUE	FALSE	FALSE	1
GJD4	Q96KN9	219770		FALSE	TRUE	FALSE	TRUE	1
LMLN	Q96KR4	89782		FALSE	TRUE	FALSE	FALSE	1
SIGLEC10	Q96LC7	89790	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
AP1S3	Q96PC3	130340		FALSE	TRUE	FALSE	FALSE	1
DCBLD2	Q96PD2	131566	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SIGLEC12	Q96PQ1	89858	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
HHIP	Q96QV1	64399	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
MAGI1	Q96QZ7	9223		FALSE	TRUE	FALSE	TRUE	1
TNFRSF13C	Q96RJ3	115650		FALSE	TRUE	TRUE	TRUE	2
SIGLEC11	Q96RL6	114132		TRUE	TRUE	TRUE	TRUE	3
HAPLN3	Q96S86	145864		FALSE	TRUE	FALSE	FALSE	1
HBEGF	Q99075	1839		TRUE	TRUE	TRUE	TRUE	3
AMELX	Q99217	265		FALSE	TRUE	TRUE	FALSE	2
CYTH2	Q99418	9266		FALSE	TRUE	FALSE	TRUE	1
NOTCH4	Q99466	4855		TRUE	TRUE	TRUE	TRUE	3
SORT1	Q99523	6272	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P2RX7	Q99572	5027	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FEZ1	Q99689	9638		FALSE	TRUE	FALSE	TRUE	1
LYST	Q99698	1130		FALSE	TRUE	FALSE	FALSE	1
CIB1	Q99828	10519		FALSE	TRUE	FALSE	TRUE	1
SYT3	Q9BQG1	84258		FALSE	TRUE	FALSE	TRUE	1
FERMT1	Q9BQL6	55612		FALSE	TRUE	FALSE	TRUE	1
SYT15	Q9BQS2	102724488;83849		FALSE	TRUE	FALSE	TRUE	1
SYT17	Q9BSW7	51760		FALSE	TRUE	FALSE	TRUE	1
SYT11	Q9BT88	23208		FALSE	TRUE	FALSE	TRUE	1
LRFN3	Q9BTN0	79414		TRUE	TRUE	TRUE	TRUE	3
VAMP8	Q9BV40	8673		FALSE	TRUE	FALSE	TRUE	1
GGTLC1	Q9BX51	92086		FALSE	TRUE	FALSE	FALSE	1
CLEC7A	Q9BXN2	64581		TRUE	TRUE	TRUE	TRUE	3
COL25A1	Q9BXS0	84570		FALSE	TRUE	FALSE	TRUE	1
AP1M1	Q9BXS5	8907		FALSE	TRUE	FALSE	TRUE	1
SLC46A2	Q9BY10	57864		TRUE	TRUE	TRUE	TRUE	3
CDHR2	Q9BYE9	54825		TRUE	TRUE	FALSE	TRUE	2
ACE2	Q9BYF1	59272		TRUE	TRUE	TRUE	TRUE	3
DEFB126	Q9BYW3	81623		FALSE	TRUE	FALSE	FALSE	1
ULBP2	Q9BZM5	80328	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
RTN4R	Q9BZR6	65078	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD244	Q9BZW8	51744	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
HAPLN2	Q9GZV7	60484		FALSE	TRUE	FALSE	FALSE	1
RACGAP1	Q9H0H5	29127		FALSE	TRUE	FALSE	TRUE	1
PCDHAC1	Q9H158	56135		TRUE	TRUE	FALSE	TRUE	2
WNT5B	Q9H1J7	81029	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
EHD4	Q9H223	30844		FALSE	TRUE	FALSE	TRUE	1
VPS33B	Q9H267	26276		FALSE	TRUE	FALSE	FALSE	1
DCSTAMP	Q9H295	81501		TRUE	TRUE	TRUE	TRUE	3
SYT4	Q9H2B2	6860		FALSE	TRUE	FALSE	TRUE	1
PNN	Q9H307	5411		FALSE	TRUE	FALSE	TRUE	1
RNPEP	Q9H4A4	6051		FALSE	TRUE	FALSE	TRUE	1
EHD1	Q9H4M9	10938		FALSE	TRUE	FALSE	TRUE	1
PTGES2	Q9H7Z7	80142		FALSE	TRUE	FALSE	FALSE	1
CDHR5	Q9HBB8	53841		TRUE	TRUE	FALSE	TRUE	2
RC3H2	Q9HBD1	54542		FALSE	TRUE	TRUE	FALSE	2
PARVB	Q9HBI1	29780		FALSE	TRUE	FALSE	TRUE	1
LPAR2	Q9HBW0	9170		TRUE	TRUE	TRUE	TRUE	3
NOD2	Q9HC29	64127		FALSE	TRUE	TRUE	TRUE	2
ROBO2	Q9HCK4	6092		TRUE	TRUE	TRUE	TRUE	3
FGF22	Q9HCT0	27006		FALSE	TRUE	TRUE	FALSE	2
PREB	Q9HCU5	10113		FALSE	TRUE	FALSE	FALSE	1
APMAP	Q9HDC9	57136	2 - putative	FALSE	TRUE	TRUE	FALSE	3
AMBN	Q9NP70	258		FALSE	TRUE	FALSE	FALSE	1
TNFRSF12A	Q9NP84	51330		FALSE	TRUE	TRUE	TRUE	2
MMP25	Q9NPA2	64386		TRUE	TRUE	FALSE	TRUE	2
CD93	Q9NPY3	22918		TRUE	TRUE	TRUE	TRUE	3
SLAMF7	Q9NQ25	57823	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
CASS4	Q9NQ75	57091		FALSE	TRUE	FALSE	FALSE	1
HPS4	Q9NQG7	89781		FALSE	TRUE	FALSE	FALSE	1
SAR1A	Q9NR31	56681		FALSE	TRUE	FALSE	FALSE	1
IL17RB	Q9NRM6	55540	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SLC22A11	Q9NSA0	55867		TRUE	TRUE	TRUE	TRUE	3
IGSF5	Q9NSI5	150084		TRUE	TRUE	TRUE	TRUE	3
GJB4	Q9NTQ9	127534		TRUE	TRUE	FALSE	TRUE	2
CLEC5A	Q9NY25	23601	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
TAS2R16	Q9NYV7	50833		TRUE	TRUE	TRUE	TRUE	3
NLGN3	Q9NZ94	54413		TRUE	TRUE	TRUE	TRUE	3
NINJ2	Q9NZG7	4815		FALSE	TRUE	FALSE	TRUE	1
IL1RAPL1	Q9NZN1	11141		TRUE	TRUE	TRUE	TRUE	3
EHD3	Q9NZN3	30845		FALSE	TRUE	FALSE	TRUE	1
EHD2	Q9NZN4	30846		FALSE	TRUE	FALSE	TRUE	1
CD274	Q9NZQ7	29126	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
KCND2	Q9NZV8	3751		FALSE	TRUE	FALSE	TRUE	1
PKD2L1	Q9P0L9	9033		TRUE	TRUE	TRUE	TRUE	3
CACNA1I	Q9P0X4	8911		TRUE	TRUE	FALSE	TRUE	2
NTM	Q9P121	50863	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
CNTN3	Q9P232	5067	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
JCAD	Q9P266	57608		FALSE	TRUE	FALSE	TRUE	1
COPZ2	Q9P299	51226		FALSE	TRUE	FALSE	FALSE	1
STX18	Q9P2W9	53407		FALSE	TRUE	FALSE	FALSE	1
COPG2	Q9UBF2	26958		FALSE	TRUE	FALSE	FALSE	1
TRPC4	Q9UBN4	7223		FALSE	TRUE	TRUE	TRUE	2
CTNNAL1	Q9UBT7	8727		FALSE	TRUE	FALSE	TRUE	1
CNTNAP2	Q9UHC6	26047	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CLEC2D	Q9UHP7	29121	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CTNNA3	Q9UI47	29119		FALSE	TRUE	FALSE	FALSE	1
ATP5IF1	Q9UII2	93974		FALSE	TRUE	TRUE	FALSE	2
GGT7	Q9UJ14	2686	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3
TINAG	Q9UJW2	27283		FALSE	TRUE	FALSE	FALSE	1
AJAP1	Q9UKB5	55966		TRUE	TRUE	TRUE	TRUE	3
GJD2	Q9UKL4	57369		TRUE	TRUE	FALSE	TRUE	2
ADAMTS7	Q9UKP4	11173		FALSE	TRUE	TRUE	FALSE	2
ITGA11	Q9UKX5	22801	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
INTU	Q9ULD6	27152		FALSE	TRUE	TRUE	FALSE	2
HEG1	Q9ULI3	57493	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
