UniProt	GeneID	Gene Name	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
F7DIP7	574126	LEPR	FALSE	FALSE	3953	LEPR	P48357	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
F7DJM1	713856	SEC22B	FALSE	FALSE	9554	SEC22B	O75396	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7DJN3	710944	AP4M1	FALSE	FALSE	9179	AP4M1	O00189		FALSE	TRUE	FALSE	FALSE	1	0
F7DKQ6	716696	M6PR	FALSE	FALSE	4074	M6PR	P20645	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
F7DKY4	710628	GPR137C	FALSE	FALSE	283554	GPR137C	Q8N3F9		TRUE	FALSE	FALSE	FALSE	1	0
F7DLJ4	705838	CA12	FALSE	FALSE	771	CA12	O43570	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7DMF6	702203	NDP	FALSE	FALSE	4693	NDP	Q00604		FALSE	FALSE	TRUE	FALSE	1	0
F7DMX4	710593	VSTM4	FALSE	FALSE	196740	VSTM4	Q8IW00	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7DPX8	694543	OR9G4	FALSE	TRUE	283189	OR9G4	Q8NGQ1		TRUE	FALSE	FALSE	TRUE	1	2
F7DQE8	719623	ATP1A4	FALSE	TRUE	480	ATP1A4	Q13733		TRUE	FALSE	FALSE	TRUE	1	2
F7DR72	706721	CTNS	FALSE	FALSE	1497	CTNS	O60931	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
F7DS86	677855	CD2	TRUE	TRUE	914	CD2	P06729	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7DTF4	714082	CD46	TRUE	FALSE	4179	CD46	P15529	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	1
F7DTG0	714082	CD46	TRUE	TRUE	4179	CD46	P15529	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7DV55	700462	UGGT1	FALSE	FALSE	56886	UGGT1	Q9NYU2	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7DVV0	714610	PROM1	TRUE	TRUE	8842	PROM1	O43490	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7DWC6	703585	NIPAL2	FALSE	FALSE	79815	NIPAL2	Q9H841		TRUE	FALSE	FALSE	FALSE	1	0
F7DWM0	698511	TRHR	FALSE	FALSE	7201	TRHR	P34981	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
F7DX72	703741	SUSD4	FALSE	FALSE	55061	SUSD4	Q5VX71		TRUE	FALSE	FALSE	FALSE	1	0
F7DXE4	705368	KCNH5	TRUE	TRUE	27133	KCNH5	Q8NCM2		FALSE	FALSE	TRUE	TRUE	2	2
F7DY62	697984	GLRA3	FALSE	TRUE	8001	GLRA3	O75311		TRUE	FALSE	FALSE	TRUE	1	2
F7E098	574334	CXCL12	FALSE	FALSE	6387	CXCL12	P48061		FALSE	TRUE	TRUE	TRUE	2	1
F7E0D3	694139	LIFR	TRUE	TRUE	3977	LIFR	P42702	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
F7E0G3	711320	PLXNC1	FALSE	FALSE	10154	PLXNC1	O60486	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7E0Q9	708608	C14H11orf87	FALSE	FALSE	399947	C11orf87	Q6NUJ2		TRUE	FALSE	FALSE	FALSE	1	0
F7E1A8	717074	LRRC8A	TRUE	TRUE	56262	LRRC8A	Q8IWT6	2 - putative	FALSE	FALSE	TRUE	TRUE	3	2
F7E1N0	703638	ADORA1	FALSE	TRUE	134	ADORA1	P30542	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7E212	696735	OXGR1	FALSE	TRUE	27199	OXGR1	Q96P68		TRUE	FALSE	FALSE	TRUE	1	2
F7E313	698293	KDR	FALSE	TRUE	3791	KDR	P35968		TRUE	TRUE	FALSE	TRUE	2	2
F7E595	719320	EPHB4	FALSE	TRUE	2050	EPHB4	P54760	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
F7E6M7	707523	DISP2	FALSE	FALSE	85455	DISP2	A7MBM2	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
F7E6S3	708704	ANXA9	TRUE	TRUE	8416	ANXA9	O76027		FALSE	TRUE	TRUE	TRUE	3	2
F7E6Y6	713630	SLC36A1	FALSE	FALSE	206358	SLC36A1	Q7Z2H8		TRUE	FALSE	FALSE	TRUE	1	1
F7E707	702946	ANXA1	FALSE	TRUE	301	ANXA1	P04083		FALSE	FALSE	TRUE	TRUE	1	2
F7E738	704991	WNT2	TRUE	TRUE	7472	WNT2	P09544		FALSE	FALSE	TRUE	TRUE	2	2
F7E7T3	711926	GLRA2	FALSE	TRUE	2742	GLRA2	P23416		TRUE	FALSE	FALSE	TRUE	1	2
F7E806	705316	EHD3	FALSE	TRUE	30845	EHD3	Q9NZN3		FALSE	TRUE	FALSE	TRUE	1	2
F7E8A5	698315	SLC32A1	FALSE	FALSE	140679	SLC32A1	Q9H598		TRUE	FALSE	FALSE	TRUE	1	1
F7E9S4	710820	CD74	TRUE	TRUE	972	CD74	P04233	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7E9U2	703777	ALCAM	TRUE	TRUE	214	ALCAM	Q13740	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7EAQ8	708901	CHRM3	FALSE	TRUE	1131	CHRM3	P20309		TRUE	FALSE	FALSE	TRUE	1	2
F7EC56	695240	LIPA	FALSE	FALSE	3988	LIPA	P38571	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7ECP8	695999	GLT8D1	FALSE	FALSE	55830	GLT8D1	Q68CQ7	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7ECQ2	696247	FKBP14	FALSE	FALSE	55033	FKBP14	Q9NWM8	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7ECQ7	716527	FLOT2	FALSE	FALSE	2319	FLOT2	Q14254		FALSE	TRUE	FALSE	TRUE	1	1
F7EDB3	712430	SLC39A9	FALSE	FALSE	55334	SLC39A9	Q9NUM3		TRUE	FALSE	FALSE	FALSE	1	0
F7EDB6	712430	SLC39A9	FALSE	FALSE	55334	SLC39A9	Q9NUM3		TRUE	FALSE	FALSE	FALSE	1	0
F7EDU0	698077	CAPN5	FALSE	FALSE	726	CAPN5	O15484		FALSE	FALSE	TRUE	FALSE	1	0
F7EE95	706932	GMPS	FALSE	FALSE	8833	GMPS	P49915	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7EET9	705006	MGAT4B	FALSE	FALSE	11282	MGAT4B	Q9UQ53	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7EEX1	696944	SLC41A1	FALSE	TRUE	254428	SLC41A1	Q8IVJ1		TRUE	FALSE	FALSE	TRUE	1	2
F7EGF0	704088	BMPR2	TRUE	TRUE	659	BMPR2	Q13873	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7EGZ3	696491	EPHA6	FALSE	TRUE	285220	EPHA6	Q9UF33		TRUE	FALSE	FALSE	TRUE	1	2
F7EHQ6	706234	TRAP1	FALSE	FALSE	10131	TRAP1	Q12931	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7ELA0	701811	EPHB3	FALSE	TRUE	2049	EPHB3	P54753	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7EMH2	708863	RPL27A	FALSE	FALSE	6157	RPL27A	P46776	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7ENU9	715514	CLSTN2	TRUE	TRUE	64084	CLSTN2	Q9H4D0		TRUE	FALSE	TRUE	TRUE	3	2
F7ENZ6	694540	RER1	FALSE	FALSE	11079	RER1	O15258		FALSE	FALSE	TRUE	TRUE	1	1
F7EPA1	705112	SLC39A2	FALSE	TRUE	29986	SLC39A2	Q9NP94		TRUE	FALSE	FALSE	TRUE	1	2
F7EPG2	574276	THBS4	FALSE	FALSE	7060	THBS4	P35443		FALSE	TRUE	FALSE	FALSE	1	0
F7EQ49	696625	GPER1	FALSE	TRUE	2852	GPER1	Q99527		TRUE	FALSE	FALSE	TRUE	1	2
F7ER13	702686	MTNR1A	FALSE	TRUE	4543	MTNR1A	P48039		TRUE	FALSE	FALSE	TRUE	1	2
F7ERG6	696473	KCNJ3	FALSE	TRUE	3760	KCNJ3	P48549		TRUE	TRUE	TRUE	TRUE	3	2
F7ERT0	706813	GGT7	FALSE	FALSE	2686	GGT7	Q9UJ14	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3	1
F7ES27	696912	HTR3A	FALSE	TRUE	3359	HTR3A	P46098		TRUE	FALSE	FALSE	TRUE	1	2
F7ESG7	694830	HTR3B	TRUE	TRUE	9177	HTR3B	O95264		TRUE	FALSE	TRUE	TRUE	3	2
F7ETG0	702931	RHO	FALSE	TRUE	6010	RHO	P08100		TRUE	FALSE	FALSE	TRUE	1	2
F7EUS3	574312	ITGB1	FALSE	TRUE	3688	ITGB1	P05556	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
F7EV26	696845	WNT11	FALSE	FALSE	7481	WNT11	O96014	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7EV32	703613	C3	TRUE	FALSE	718	C3	P01024	1 - high confidence	FALSE	FALSE	TRUE	TRUE	3	1
F7EVD7	703739	VSIG1	FALSE	TRUE	340547	VSIG1	Q86XK7		TRUE	FALSE	FALSE	TRUE	1	2
F7EWG0	716546	PTGIR	FALSE	TRUE	5739	PTGIR	P43119	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7EXA2	714662	CALHM2	FALSE	TRUE	51063	CALHM2	Q9HA72		TRUE	FALSE	FALSE	TRUE	1	2
F7EXN9	696153	TECTB	FALSE	FALSE	6975	TECTB	Q96PL2		TRUE	FALSE	FALSE	TRUE	1	1
F7EXU3	702049	PPM1L	FALSE	FALSE	151742	PPM1L	Q5SGD2	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7EYF7	716538	THEMIS2	FALSE	FALSE	9473	THEMIS2	Q5TEJ8		FALSE	TRUE	FALSE	FALSE	1	0
F7EYP2	709560	SLC28A3	FALSE	TRUE	64078	SLC28A3	Q9HAS3		TRUE	FALSE	FALSE	TRUE	1	2
F7EZ48	717812	FZD10	TRUE	TRUE	11211	FZD10	Q9ULW2		TRUE	TRUE	TRUE	TRUE	4	2
F7EZM3	709208	LPAR1	FALSE	FALSE	1902	LPAR1	Q92633		TRUE	TRUE	TRUE	TRUE	3	1
F7EZS0	716740	NEU1	FALSE	FALSE	4758	NEU1	Q99519	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
F7F3B2	712131	SLC39A5	FALSE	TRUE	283375	SLC39A5	Q6ZMH5		TRUE	FALSE	FALSE	TRUE	1	2
F7F3G9	700612	CHRNA9	FALSE	TRUE	55584	CHRNA9	Q9UGM1		TRUE	FALSE	FALSE	TRUE	1	2
F7F452	714774	OR6X1	FALSE	TRUE	390260	OR6X1	Q8NH79		TRUE	FALSE	FALSE	TRUE	1	2
F7F486	705211	CD19	TRUE	TRUE	930	CD19	P15391	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7F495	712410	SLC7A1	FALSE	FALSE	6541	SLC7A1	P30825	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
F7F4H9	705252	GABRQ	FALSE	TRUE	55879	GABRQ	Q9UN88		TRUE	FALSE	FALSE	TRUE	1	2
F7F4K2	710319	SVOPL	FALSE	FALSE	136306	SVOPL	Q8N434		TRUE	FALSE	FALSE	FALSE	1	0
F7F4Y5	715057	SLC52A3	FALSE	TRUE	113278	SLC52A3	Q9NQ40		TRUE	FALSE	FALSE	TRUE	1	2
F7F5B4	719197	ROBO2	FALSE	FALSE	6092	ROBO2	Q9HCK4		TRUE	TRUE	TRUE	TRUE	3	1
F7F5M6	704930	SPP1	FALSE	FALSE	6696	SPP1	P10451		FALSE	TRUE	FALSE	FALSE	1	0
F7F5R8	699955	TNFSF11	FALSE	FALSE	8600	TNFSF11	O14788		TRUE	FALSE	FALSE	TRUE	1	1
F7F5Z8	704980	CD47	FALSE	FALSE	961	CD47	Q08722	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
F7F631	699242	CD164	FALSE	FALSE	8763	CD164	Q04900	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
F7F6D8	705846	SLCO5A1	FALSE	TRUE	81796	SLCO5A1	Q9H2Y9		TRUE	FALSE	FALSE	TRUE	1	2
F7F6E4	705846	SLCO5A1	FALSE	TRUE	81796	SLCO5A1	Q9H2Y9		TRUE	FALSE	FALSE	TRUE	1	2
F7F6J3	710932	SEZ6	FALSE	FALSE	124925	SEZ6	Q53EL9		TRUE	FALSE	FALSE	TRUE	1	1
F7F6K7	694100	JCAD	FALSE	TRUE	57608	JCAD	Q9P266		FALSE	TRUE	FALSE	TRUE	1	2
F7F701	709892	OR10A6	FALSE	TRUE	390093	OR10A6	Q8NH74		TRUE	FALSE	FALSE	TRUE	1	2
F7F735	698396	GRIA3	FALSE	TRUE	2892	GRIA3	P42263		TRUE	FALSE	FALSE	TRUE	1	2
F7F740	701438	NELL1	FALSE	FALSE	4745	NELL1	Q92832	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7F914	701245	BDNF	FALSE	FALSE	627	BDNF	P23560	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7F9U3	574262	NMBR	FALSE	TRUE	4829	NMBR	P28336		TRUE	FALSE	FALSE	TRUE	1	2
F7FA61	702702	PRELP	FALSE	FALSE	5549	PRELP	P51888	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7FAA5	706332	ADGRB2	FALSE	FALSE	576	ADGRB2	O60241		TRUE	FALSE	FALSE	TRUE	1	1
F7FAN1	574361	KCND2	FALSE	TRUE	3751	KCND2	Q9NZV8		FALSE	TRUE	FALSE	TRUE	1	2
F7FAS5	700473	GJD3	TRUE	TRUE	125111	GJD3	Q8N144		FALSE	TRUE	TRUE	TRUE	3	2
F7FB04	707969	HIPK1	FALSE	FALSE	56944	OLFML3	Q9NRN5	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7FBJ5	710476	MFSD6	FALSE	FALSE	54842	MFSD6	Q6ZSS7		TRUE	FALSE	FALSE	FALSE	1	0
F7FC53	705776	SUCO	FALSE	FALSE	51430	SUCO	Q9UBS9	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
F7FCG5	705300	DNM3	FALSE	FALSE	26052	DNM3	Q9UQ16		FALSE	TRUE	FALSE	TRUE	1	1
F7FCQ1	716662	LYZL6	FALSE	TRUE	57151	LYZL6	O75951		FALSE	FALSE	TRUE	TRUE	1	2
F7FE63	705914	HCRTR1	FALSE	TRUE	3061	HCRTR1	O43613		TRUE	FALSE	FALSE	TRUE	1	2
F7FE85	703072	MMP7	FALSE	FALSE	4316	MMP7	P09237		FALSE	FALSE	TRUE	FALSE	1	0
F7FEF3	703669	ITPR1	FALSE	FALSE	3708	ITPR1	Q14643	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
F7FEK8	703669	ITPR1	FALSE	FALSE	3708	ITPR1	Q14643	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
F7FEV5	697504	L1CAM	FALSE	FALSE	3897	L1CAM	P32004	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
F7FFA0	712212	TNFRSF17	FALSE	FALSE	608	TNFRSF17	Q02223	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FFK6	708020	GPR151	FALSE	TRUE	134391	GPR151	Q8TDV0		TRUE	FALSE	FALSE	TRUE	1	2
F7FFL7	715608	ADAMTS15	TRUE	FALSE	170689	ADAMTS15	Q8TE58	1 - high confidence	FALSE	FALSE	TRUE	FALSE	3	0
F7FHD0	700759	UBL4A	FALSE	FALSE	8273	SLC10A3	P09131		TRUE	FALSE	FALSE	FALSE	1	0
F7FHU9	702354	SLC38A4	FALSE	TRUE	55089	SLC38A4	Q969I6		TRUE	FALSE	FALSE	TRUE	1	2
F7FHW4	613269	FN1	FALSE	FALSE	2335	FN1	P02751	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
F7FIC2	710991	CRB1	FALSE	TRUE	23418	CRB1	P82279		TRUE	FALSE	FALSE	TRUE	1	2
F7FIG3	694999	GLCE	FALSE	FALSE	26035	GLCE	O94923	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7FJ74	718819	APLP2	FALSE	FALSE	334	APLP2	Q06481	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FJR0	705386	AMIGO2	FALSE	FALSE	347902	AMIGO2	Q86SJ2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7FJU3	709347	OR4A47	FALSE	TRUE	403253	OR4A47	Q6IF82		TRUE	FALSE	FALSE	TRUE	1	2
F7FJZ1	705606	SULF1	TRUE	TRUE	23213	SULF1	Q8IWU6	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	2
F7FK41	697716	ELFN1	FALSE	FALSE	392617	ELFN1	P0C7U0	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
F7FK53	695559	HBEGF	FALSE	TRUE	1839	HBEGF	Q99075		TRUE	TRUE	TRUE	TRUE	3	2
F7FL98	713558	DNM2	FALSE	TRUE	1785	DNM2	P50570		FALSE	TRUE	FALSE	TRUE	1	2
F7FLA4	713558	DNM2	FALSE	TRUE	1785	DNM2	P50570		FALSE	TRUE	FALSE	TRUE	1	2
F7FLD8	707185	STXBP1	FALSE	FALSE	6812	STXBP1	P61764		FALSE	TRUE	FALSE	TRUE	1	1
F7FMM0	677865	ATP6V0A1	FALSE	FALSE	535	ATP6V0A1	Q93050	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
F7FMR3	694168	RND3	FALSE	FALSE	390	RND3	P61587		FALSE	TRUE	FALSE	FALSE	1	0
F7FMS7	701472	CDH18	TRUE	TRUE	1016	CDH18	Q13634		TRUE	FALSE	TRUE	TRUE	3	2
F7FN39	701324	CACNG3	FALSE	TRUE	10368	CACNG3	O60359		TRUE	FALSE	FALSE	TRUE	1	2
F7FN49	705263	SLC4A10	FALSE	FALSE	57282	SLC4A10	Q6U841		TRUE	FALSE	FALSE	TRUE	1	1
F7FNE2	705489	SLC18A1	FALSE	FALSE	6570	SLC18A1	P54219		TRUE	FALSE	FALSE	FALSE	1	0
F7FNG8	704464	HEXB	FALSE	FALSE	3074	HEXB	P07686	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7FQ98	712949	RGMA	FALSE	FALSE	56963	RGMA	Q96B86		TRUE	TRUE	FALSE	TRUE	2	1
F7FRN6	705830	SLC4A4	TRUE	TRUE	8671	SLC4A4	Q9Y6R1		TRUE	FALSE	TRUE	TRUE	3	2
F7FST1	709223	APOD	FALSE	FALSE	347	APOD	P05090	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7FTJ8	695220	PTGER4	FALSE	TRUE	5734	PTGER4	P35408		TRUE	FALSE	FALSE	TRUE	1	2
F7FTS5	709943	OR5F1	FALSE	TRUE	338674	OR5F1	O95221		TRUE	FALSE	FALSE	TRUE	1	2
F7FTT3	702068	EMB	FALSE	TRUE	133418	EMB	Q6PCB8	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7FVT9	695258	SCN11A	FALSE	TRUE	11280	SCN11A	Q9UI33		TRUE	FALSE	FALSE	TRUE	1	2
F7FW05	709379	HTR1D	FALSE	TRUE	3352	HTR1D	P28221	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7FW69	704953	CERS6	FALSE	FALSE	253782	CERS6	Q6ZMG9	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
F7FWX9	705767	ATRNL1	FALSE	FALSE	26033	ATRNL1	Q5VV63		TRUE	FALSE	FALSE	FALSE	1	0
F7FWY3	705767	ATRNL1	FALSE	FALSE	26033	ATRNL1	Q5VV63		TRUE	FALSE	FALSE	FALSE	1	0
F7FX04	696742	EOGT	FALSE	FALSE	285203	EOGT	Q5NDL2	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7FX79	703042	PCDH19	FALSE	TRUE	57526	PCDH19	Q8TAB3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7FX87	696050	TMEM255A	FALSE	FALSE	55026	TMEM255A	Q5JRV8		TRUE	FALSE	FALSE	FALSE	1	0
F7FX97	574127	IL6ST	FALSE	FALSE	3572	IL6ST	P40189	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
F7FY38	718500	HAPLN2	FALSE	FALSE	60484	HAPLN2	Q9GZV7		FALSE	TRUE	FALSE	FALSE	1	0
F7FYE8	716459	MFAP5	FALSE	FALSE	8076	MFAP5	Q13361	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
F7FYN3	100425571	DNASE1L1	FALSE	FALSE	1774	DNASE1L1	P49184	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7FYU5	574158	ICAM2	FALSE	TRUE	3384	ICAM2	P13598	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7FYU9	717508	COLGALT2	FALSE	FALSE	23127	COLGALT2	Q8IYK4	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7FZ44	721722	GPR152	FALSE	FALSE	390212	GPR152	Q8TDT2		TRUE	FALSE	FALSE	TRUE	1	1
F7FZR9	712829	FGFR3	FALSE	FALSE	2261	FGFR3	P22607	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
F7FZS3	712829	FGFR3	FALSE	TRUE	2261	FGFR3	P22607	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
F7G108	709308	KAT2A	FALSE	FALSE	5878	RAB5C	P51148	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
F7G113	697979	GPR6	FALSE	FALSE	2830	GPR6	P46095		TRUE	FALSE	FALSE	TRUE	1	1
F7G138	694130	SYT17	FALSE	FALSE	51760	SYT17	Q9BSW7		FALSE	TRUE	FALSE	TRUE	1	1
F7G1E1	708592	CTSA	FALSE	FALSE	5476	CTSA	P10619	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7G1P0	100428266	GPR162	FALSE	FALSE	27239	GPR162	Q16538		TRUE	FALSE	FALSE	TRUE	1	1
F7G2F9	700222	CASD1	FALSE	FALSE	64921	CASD1	Q96PB1	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
F7G3P2	706588	IL1RAPL1	FALSE	TRUE	11141	IL1RAPL1	Q9NZN1		TRUE	TRUE	TRUE	TRUE	3	2
F7G413	699791	PTK7	FALSE	FALSE	5754	PTK7	Q13308	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7G489	713765	SLC22A17	FALSE	TRUE	51310	SLC22A17	Q8WUG5		TRUE	FALSE	FALSE	TRUE	1	2
F7G4B5	701570	DPEP2	FALSE	FALSE	64174	DPEP2	Q9H4A9		TRUE	FALSE	FALSE	FALSE	1	0
F7G4B9	701327	DPEP3	FALSE	TRUE	64180	DPEP3	Q9H4B8		TRUE	FALSE	FALSE	TRUE	1	2
F7G4P5	703172	CST8	FALSE	FALSE	10047	CST8	O60676		FALSE	TRUE	TRUE	FALSE	2	0
F7G5H2	710700	NEMP1	FALSE	FALSE	23306	NEMP1	O14524	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
F7G5P0	715463	GJC1	FALSE	TRUE	10052	GJC1	P36383		FALSE	TRUE	FALSE	TRUE	1	2
F7G5P9	100430916	ADAM11	FALSE	FALSE	4185	ADAM11	O75078		TRUE	FALSE	FALSE	TRUE	1	1
F7G5V3	699877	CD276	TRUE	TRUE	80381	CD276	Q5ZPR3	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
F7G7B5	696060	SLC15A3	FALSE	FALSE	51296	SLC15A3	Q8IY34	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
F7G7Y2	700106	DLK2	FALSE	FALSE	65989	DLK2	Q6UY11		TRUE	FALSE	FALSE	TRUE	1	1
F7G846	714710	LMBRD1	FALSE	TRUE	55788	LMBRD1	Q9NUN5	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
F7G9N8	703741	SUSD4	FALSE	FALSE	55061	SUSD4	Q5VX71		TRUE	FALSE	FALSE	FALSE	1	0
F7G9Q9	701323	LRRC3B	FALSE	FALSE	116135	LRRC3B	Q96PB8		TRUE	FALSE	FALSE	FALSE	1	0
F7G9V7	574301	NRP2	FALSE	FALSE	8828	NRP2	O60462	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7G9W1	574301	NRP2	FALSE	TRUE	8828	NRP2	O60462	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
F7GAX2	100427665	TMEM87A	FALSE	FALSE	25963	TMEM87A	Q8NBN3	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
F7GCM2	699524	FLNA	FALSE	TRUE	2316	FLNA	P21333	2 - putative	FALSE	FALSE	FALSE	TRUE	1	2
F7GD14	704489	RTN4RL2	TRUE	TRUE	349667	RTN4RL2	Q86UN3		TRUE	TRUE	TRUE	TRUE	4	2
F7GDJ3	702822	AMHR2	FALSE	FALSE	269	AMHR2	Q16671		TRUE	FALSE	FALSE	TRUE	1	1
F7GDP4	703434	STT3B	FALSE	FALSE	201595	STT3B	Q8TCJ2	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
F7GDQ6	697826	ACVR1C	FALSE	TRUE	130399	ACVR1C	Q8NER5		TRUE	FALSE	FALSE	TRUE	1	2
F7GF10	700014	FFAR4	FALSE	FALSE	338557	FFAR4	Q5NUL3		TRUE	FALSE	FALSE	TRUE	1	1
F7GF18	703430	PTBP1	FALSE	FALSE	5725	PTBP1	P26599	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
F7GF39	707431	TSPAN1	FALSE	TRUE	10103	TSPAN1	O60635	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
F7GFB1	695390	SYT1	FALSE	TRUE	6857	SYT1	P21579		FALSE	TRUE	FALSE	TRUE	1	2
F7GFB4	712210	CP	FALSE	TRUE	1356	CP	P00450	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
F7GFF0	708826	CDH11	TRUE	TRUE	1009	CDH11	P55287	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
F7GFI1	704215	DYNC2H1	FALSE	FALSE	79659	DYNC2H1	Q8NCM8	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
F7GFT1	712429	MMP14	FALSE	TRUE	4323	MMP14	P50281		TRUE	FALSE	FALSE	TRUE	1	2
F7GI13	698270	SLITRK4	FALSE	FALSE	139065	SLITRK4	Q8IW52	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
F7GIA1	701629	STXBP5	FALSE	FALSE	134957	STXBP5	Q5T5C0		FALSE	TRUE	FALSE	TRUE	1	1
F7GIC3	707184	UPK2	FALSE	FALSE	7379	UPK2	O00526		TRUE	FALSE	FALSE	TRUE	1	1
F7GIU0	694991	HTR1A	FALSE	TRUE	3350	HTR1A	P08908		TRUE	FALSE	FALSE	TRUE	1	2
F7GJ80	704693	GABRE	FALSE	TRUE	2564	GABRE	P78334		TRUE	FALSE	FALSE	TRUE	1	2
F7GJ89	100424683	SLC6A19	FALSE	TRUE	340024	SLC6A19	Q695T7		TRUE	FALSE	FALSE	TRUE	1	2
