Gene Name	UniProt	GeneID	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
ATP1B2	P14415	482	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
DRD2	P14416	1813		TRUE	FALSE	FALSE	TRUE	1
NID1	P14543	4811		FALSE	FALSE	FALSE	TRUE	0
AKR1A1	P14550	10327		FALSE	FALSE	FALSE	TRUE	0
PLA2G2A	P14555	5320		FALSE	FALSE	FALSE	TRUE	0
NCF1	P14598	653361		FALSE	FALSE	FALSE	TRUE	0
INSRR	P14616	3645		TRUE	FALSE	FALSE	TRUE	1
PKM	P14618	5315	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
HSP90B1	P14625	7184	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
MYL6B	P14649	140465	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
SLC2A4	P14672	6517	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
TYR	P14679	7299	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
IDE	P14735	3416		FALSE	TRUE	TRUE	TRUE	2
GP9	P14770	2815		FALSE	FALSE	FALSE	TRUE	0
IL1R1	P14778	3554	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
IL2RB	P14784	3560	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GABRA1	P14867	2554		TRUE	FALSE	FALSE	TRUE	1
JUP	P14923	3728		FALSE	FALSE	FALSE	TRUE	0
ETS2	P15036	2114		FALSE	FALSE	FALSE	TRUE	0
BRAF	P15056	673		FALSE	FALSE	FALSE	TRUE	0
GLUL	P15104	2752		FALSE	FALSE	FALSE	TRUE	0
ANPEP	P15144	290	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
PVR	P15151	5817	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
RAC2	P15153	5880		FALSE	FALSE	FALSE	TRUE	0
IFNGR1	P15260	3459	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
B4GALT1	P15291	2683		FALSE	TRUE	TRUE	TRUE	2
ACP3	P15309	55		FALSE	FALSE	FALSE	TRUE	0
EZR	P15311	7430		FALSE	FALSE	FALSE	TRUE	0
ATP6V1B1	P15313	525		FALSE	FALSE	FALSE	TRUE	0
FOLR1	P15328	2348	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
KCNE1	P15382	3753		FALSE	FALSE	TRUE	TRUE	1
CD19	P15391	930	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FOSL1	P15407	8061		FALSE	FALSE	FALSE	TRUE	0
GYPE	P15421	2996		FALSE	FALSE	FALSE	TRUE	0
HPGD	P15428	3248		FALSE	FALSE	FALSE	TRUE	0
VAV1	P15498	7409		FALSE	FALSE	FALSE	TRUE	0
CSF2RA	P15509	1438	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
AREG	P15514	374	1 - high confidence	TRUE	TRUE	TRUE	FALSE	4
CD46	P15529	4179	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
NME1	P15531	4830		FALSE	FALSE	FALSE	TRUE	0
GNS	P15586	2799	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
VEGFA	P15692	7422		FALSE	TRUE	TRUE	FALSE	2
CD1E	P15812	913		TRUE	FALSE	TRUE	TRUE	2
CD1D	P15813	912	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
IGLL1	P15814	3543		FALSE	FALSE	TRUE	TRUE	1
ARSB	P15848	411	3 - unspecific	FALSE	FALSE	TRUE	FALSE	2
DSP	P15924	1832		FALSE	FALSE	FALSE	TRUE	0
MUC1	P15941	4582		TRUE	TRUE	FALSE	TRUE	2
TIMP2	P16035	7077		FALSE	TRUE	TRUE	FALSE	2
ALOX15	P16050	246		FALSE	FALSE	FALSE	TRUE	0
NPR1	P16066	4881	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
CD44	P16070	960	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SELP	P16109	6403	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ACAN	P16112	176		FALSE	TRUE	FALSE	FALSE	1
ITGB4	P16144	3691	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
SPN	P16150	6693		TRUE	TRUE	TRUE	TRUE	3
ANK1	P16157	286		FALSE	FALSE	FALSE	TRUE	0
PDGFRA	P16234	5156	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
GLB1	P16278	2720	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
PECAM1	P16284	5175	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
PPP3CB	P16298	5532		FALSE	FALSE	FALSE	TRUE	0
NCK1	P16333	4690		FALSE	FALSE	FALSE	TRUE	0
KCNA2	P16389	3737		FALSE	FALSE	FALSE	TRUE	0
CTLA4	P16410	1493		TRUE	TRUE	TRUE	TRUE	3
EPCAM	P16422	4072	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
DPEP1	P16444	1800	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
EPB42	P16452	2038		FALSE	FALSE	FALSE	TRUE	0
PRLR	P16471	5618		TRUE	TRUE	TRUE	TRUE	3
TSHR	P16473	7253	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
PDE6A	P16499	5145		FALSE	FALSE	FALSE	TRUE	0
GNB3	P16520	2784		FALSE	FALSE	FALSE	TRUE	0
SELE	P16581	6401		TRUE	TRUE	FALSE	TRUE	2
FER	P16591	2241		FALSE	FALSE	FALSE	TRUE	0
ATP2A2	P16615	488		FALSE	FALSE	FALSE	TRUE	0
CD36	P16671	948	2 - putative	TRUE	TRUE	TRUE	TRUE	4
CPE	P16870	1363		FALSE	FALSE	FALSE	TRUE	0
IL7R	P16871	3575	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
PLCG2	P16885	5336		FALSE	FALSE	FALSE	TRUE	0
NAGA	P17050	4668	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
HSPA6	P17066	3310		FALSE	FALSE	FALSE	TRUE	0
RHOQ	P17081	23433		FALSE	FALSE	FALSE	TRUE	0
TMEM11	P17152	8834		FALSE	FALSE	FALSE	TRUE	0
IFNAR1	P17181	3454	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PRKCA	P17252	5578		FALSE	FALSE	FALSE	TRUE	0
ITGA2	P17301	3673	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GJA1	P17302	2697		TRUE	TRUE	FALSE	TRUE	2
NPR3	P17342	4883	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SMPD1	P17405	6609	2 - putative	FALSE	FALSE	FALSE	TRUE	1
PRKACA	P17612	5566		FALSE	FALSE	FALSE	TRUE	0
TYRP1	P17643	7306	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
CAPN2	P17655	824		FALSE	FALSE	TRUE	TRUE	1
KCNA6	P17658	3742		FALSE	FALSE	FALSE	TRUE	0
DES	P17661	1674		FALSE	FALSE	FALSE	TRUE	0
GAP43	P17677	2596		FALSE	FALSE	FALSE	TRUE	0
HLA-G	P17693	3135		TRUE	FALSE	TRUE	TRUE	2
PTPN2	P17706	5771		FALSE	FALSE	FALSE	TRUE	0
CHRNB2	P17787	1141		TRUE	TRUE	TRUE	TRUE	3
ENG	P17813	2022	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GM2A	P17900	2760		FALSE	FALSE	FALSE	TRUE	0
CR1	P17927	1378	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
LGALS3	P17931	3958		FALSE	FALSE	TRUE	TRUE	1
IGFBP3	P17936	3486	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
FLT1	P17948	2321	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ALOX12	P18054	239		FALSE	FALSE	FALSE	TRUE	0
IGFBP2	P18065	3485		FALSE	FALSE	FALSE	TRUE	0
RPL35A	P18077	6165	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
ITGB5	P18084	3693	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ARF4	P18085	378		FALSE	FALSE	FALSE	TRUE	0
ADRA2B	P18089	151		TRUE	FALSE	TRUE	TRUE	2
VCL	P18206	7414		FALSE	FALSE	FALSE	TRUE	0
LBP	P18428	3929		FALSE	FALSE	TRUE	FALSE	1
PTPRA	P18433	5786	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GABRB1	P18505	2560		TRUE	FALSE	FALSE	TRUE	1
GABRG2	P18507	2566		TRUE	FALSE	FALSE	TRUE	1
IL1RN	P18510	3557		FALSE	FALSE	FALSE	TRUE	0
PDE6G	P18545	5148		FALSE	FALSE	FALSE	TRUE	0
ITGB6	P18564	3694	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
RHCE	P18577	6006		FALSE	FALSE	FALSE	TRUE	0
NELFE	P18615	7936		FALSE	FALSE	FALSE	TRUE	0
RPL17	P18621	6139	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
LAG3	P18627	3902		TRUE	TRUE	TRUE	TRUE	3
ADRA2C	P18825	152	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SDC1	P18827	6382		TRUE	TRUE	TRUE	TRUE	3
ATF4	P18848	468		FALSE	FALSE	FALSE	TRUE	0
ATP5PF	P18859	522		FALSE	FALSE	TRUE	FALSE	1
KRT4	P19013	3851		FALSE	FALSE	TRUE	FALSE	1
PAM	P19021	5066		TRUE	FALSE	TRUE	TRUE	2
CDH2	P19022	1000	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
TSPAN8	P19075	7103	2 - putative	TRUE	FALSE	TRUE	TRUE	3
GNAZ	P19086	2781		FALSE	FALSE	FALSE	TRUE	0
GNAT2	P19087	2780		FALSE	FALSE	FALSE	TRUE	0
PLCG1	P19174	5335		FALSE	FALSE	FALSE	TRUE	0
EPOR	P19235	2057		TRUE	FALSE	FALSE	TRUE	1
CD58	P19256	965	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
VCAM1	P19320	7412	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD53	P19397	963	2 - putative	TRUE	TRUE	TRUE	TRUE	4
TNFRSF1A	P19438	7132	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GGT1	P19440	2678	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3
FUT1	P19526	2523		FALSE	FALSE	FALSE	TRUE	0
SLC9A1	P19634	6548	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CSNK2A2	P19784	1459		FALSE	FALSE	FALSE	TRUE	0
AOC1	P19801	26		FALSE	FALSE	FALSE	TRUE	0
ITIH2	P19823	3698	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
CEL	P19835			FALSE	FALSE	TRUE	TRUE	1
NCF2	P19878	4688		FALSE	FALSE	FALSE	TRUE	0
PI3	P19957	5266		FALSE	FALSE	FALSE	TRUE	0
ATP2B1	P20020	490		FALSE	FALSE	FALSE	TRUE	0
CR2	P20023	1380	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
HLA-DPA1	P20036	3113	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
ANXA7	P20073	310		FALSE	FALSE	FALSE	TRUE	0
CD33	P20138	945	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD22	P20273	933	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CHRM3	P20309	1131		TRUE	FALSE	FALSE	TRUE	1
TNFRSF1B	P20333	7133		TRUE	FALSE	FALSE	TRUE	1
RAB3A	P20336	5864		FALSE	TRUE	FALSE	TRUE	1
RAB3B	P20337	5865		FALSE	FALSE	FALSE	TRUE	0
RAB4A	P20338	5867		FALSE	FALSE	FALSE	TRUE	0
RAB5A	P20339	5868		FALSE	FALSE	FALSE	TRUE	0
RAB6A	P20340	5870		FALSE	FALSE	FALSE	TRUE	0
TAC1	P20366	6863		FALSE	FALSE	FALSE	TRUE	0
TRH	P20396	7200		FALSE	FALSE	FALSE	TRUE	0
MX1	P20591	4599		FALSE	FALSE	FALSE	TRUE	0
MX2	P20592	4600		FALSE	FALSE	FALSE	TRUE	0
NPR2	P20594	4882	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
M6PR	P20645	4074	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
ATP4A	P20648	495		FALSE	FALSE	FALSE	TRUE	0
ITGAL	P20701	3683	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGAX	P20702	3687	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
GZMH	P20718	2999	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
BCL3	P20749	602		FALSE	FALSE	FALSE	TRUE	0
OGN	P20774	4969	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
CAPN3	P20807	825		FALSE	FALSE	FALSE	TRUE	0
EFNA1	P20827	1942	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
C4BPB	P20851	725	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
COL5A1	P20908	1289	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
MAG	P20916	4099		TRUE	FALSE	FALSE	TRUE	1
FLG	P20930	2312		FALSE	FALSE	FALSE	TRUE	0
RASA1	P20936	5921		FALSE	TRUE	FALSE	TRUE	1
CD247	P20963	919		FALSE	FALSE	FALSE	TRUE	0
ENDOU	P21128	8909		FALSE	FALSE	FALSE	TRUE	0
MAL	P21145	4118		FALSE	FALSE	FALSE	TRUE	0
PTN	P21246	5764		FALSE	FALSE	TRUE	TRUE	1
ATP6V1B2	P21281	526		FALSE	FALSE	FALSE	TRUE	0
ATP6V1C1	P21283	528		FALSE	FALSE	FALSE	TRUE	0
FLNA	P21333	2316	2 - putative	FALSE	FALSE	FALSE	TRUE	1
ABCB4	P21439	5244		TRUE	FALSE	FALSE	TRUE	1
TACR2	P21452	6865		TRUE	FALSE	FALSE	TRUE	1
S1PR1	P21453	1901	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FPR1	P21462	2357		TRUE	FALSE	FALSE	TRUE	1
CNR1	P21554	1268		TRUE	FALSE	FALSE	TRUE	1
SYT1	P21579	6857		FALSE	TRUE	FALSE	TRUE	1
KITLG	P21583	4254	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
NT5E	P21589	4907	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
EPHA1	P21709	2041	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
DRD1	P21728	1812		TRUE	FALSE	FALSE	TRUE	1
C5AR1	P21730	728		TRUE	FALSE	TRUE	TRUE	2
TBXA2R	P21731	6915	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ZP3	P21754	7784		TRUE	FALSE	FALSE	TRUE	1
MSR1	P21757	4481	2 - putative	TRUE	FALSE	FALSE	TRUE	2
VDAC1	P21796	7416	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
FGFR2	P21802	2263	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
BGN	P21810	633	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
RYR1	P21817	6261		FALSE	FALSE	FALSE	TRUE	0
CD72	P21854	971	2 - putative	FALSE	FALSE	FALSE	TRUE	1
ERBB3	P21860	2065	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
SDHB	P21912	6390		FALSE	FALSE	FALSE	TRUE	0
DRD4	P21917	1815		TRUE	FALSE	FALSE	TRUE	1
DRD5	P21918	1816		TRUE	FALSE	FALSE	TRUE	1
CD9	P21926	928		TRUE	TRUE	TRUE	TRUE	3
COMT	P21964	1312		FALSE	FALSE	FALSE	TRUE	0
TGM2	P21980	7052		FALSE	FALSE	FALSE	TRUE	0
KCNA3	P22001	3738	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
LPO	P22079	4025		FALSE	FALSE	FALSE	TRUE	0
FUT4	P22083	2526		FALSE	TRUE	TRUE	FALSE	2
TNXB	P22105	7148	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
CDH3	P22223	1001	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
ACHE	P22303	43	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
UGT1A1	P22309	54658		FALSE	FALSE	FALSE	TRUE	0
UBA1	P22314	7317	2 - putative	FALSE	FALSE	FALSE	FALSE	1
ENPP1	P22413	5167	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
FGFR4	P22455	2264	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
KCNA4	P22459	3739		FALSE	FALSE	FALSE	TRUE	0
KCNA5	P22460	3741		FALSE	FALSE	TRUE	TRUE	1
SPRR1B	P22528	6699		FALSE	FALSE	FALSE	TRUE	0
SPRR2E	P22531	6704		FALSE	FALSE	FALSE	TRUE	0
SPRR2D	P22532	6703		FALSE	FALSE	FALSE	TRUE	0
FGFR3	P22607	2261	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CALB2	P22676	794		FALSE	FALSE	FALSE	TRUE	0
CBL	P22681	867		FALSE	FALSE	FALSE	TRUE	0
PRKACB	P22694	5567		FALSE	FALSE	FALSE	TRUE	0
UQCRC2	P22695	7385	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
SLC2A5	P22732	6518	2 - putative	TRUE	FALSE	FALSE	TRUE	2
TGM1	P22735	7051		FALSE	FALSE	FALSE	TRUE	0
CA4	P22748	762		TRUE	TRUE	TRUE	TRUE	3
EVI2A	P22794	2123	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
LHCGR	P22888	3973		TRUE	TRUE	FALSE	TRUE	2
MRC1	P22897	4360	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
IGHV1-2	P23083			FALSE	FALSE	TRUE	TRUE	1
CES1	P23141	1066	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
ITGA6	P23229	3655	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
KEL	P23276	3792		TRUE	FALSE	FALSE	TRUE	1
PPIB	P23284	5479	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
ANOS1	P23352	3730		FALSE	TRUE	FALSE	TRUE	1
GLDC	P23378	2731		FALSE	FALSE	FALSE	TRUE	0
RPS3	P23396	6188		FALSE	FALSE	FALSE	TRUE	0
GLRA1	P23415	2741		TRUE	TRUE	TRUE	TRUE	3
GLRA2	P23416	2742		TRUE	FALSE	FALSE	TRUE	1
CBLN1	P23435	869		FALSE	FALSE	FALSE	TRUE	0
RPS6KB1	P23443	6198		FALSE	TRUE	FALSE	FALSE	1
PTPRB	P23467	5787	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPRD	P23468	5789	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPRE	P23469	5791		FALSE	FALSE	FALSE	TRUE	0
PTPRG	P23470	5793	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPRZ1	P23471	5803	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
LORICRIN	P23490	4014		FALSE	FALSE	FALSE	TRUE	0
MCC	P23508	4163		FALSE	FALSE	FALSE	TRUE	0
TNFSF4	P23510	7292		TRUE	TRUE	TRUE	TRUE	3
OMG	P23515	4974		TRUE	FALSE	FALSE	TRUE	1
CFL1	P23528	1072		FALSE	FALSE	FALSE	TRUE	0
BDNF	P23560	627	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
ATP2B4	P23634	493		TRUE	FALSE	FALSE	TRUE	1
DGKA	P23743	1606		FALSE	FALSE	FALSE	TRUE	0
VAMP1	P23763	6843		FALSE	TRUE	TRUE	TRUE	2
PRPH2	P23942	5961		TRUE	FALSE	FALSE	TRUE	1
FSHR	P23945	2492		TRUE	TRUE	FALSE	TRUE	2
SLC6A2	P23975	6530	2 - putative	TRUE	FALSE	TRUE	TRUE	3
IL32	P24001	9235		FALSE	TRUE	FALSE	FALSE	1
LAMA2	P24043	3908	1 - high confidence	FALSE	TRUE	FALSE	TRUE	2
GABRR1	P24046	2569		TRUE	FALSE	FALSE	TRUE	1
FCAR	P24071	2204	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PRTN3	P24158	5657		FALSE	FALSE	FALSE	TRUE	0
IL4R	P24394	3566	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
EDNRB	P24530	1910		TRUE	FALSE	FALSE	TRUE	1
AKAP5	P24588	9495		FALSE	FALSE	FALSE	TRUE	0
ACP1	P24666	52		FALSE	FALSE	FALSE	TRUE	0
PRKCH	P24723	5583		FALSE	FALSE	FALSE	TRUE	0
TNC	P24821	3371	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
HRH2	P25021	3274		TRUE	FALSE	FALSE	TRUE	1
CXCR1	P25024	3577	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CXCR2	P25025	3579		TRUE	TRUE	TRUE	TRUE	3
APC	P25054	324		FALSE	FALSE	FALSE	TRUE	0
CD24	P25063	100133941		TRUE	TRUE	TRUE	TRUE	3
FPR3	P25089	2359		TRUE	FALSE	FALSE	TRUE	1
FPR2	P25090	2358		TRUE	FALSE	FALSE	TRUE	1
GUCY2C	P25092	2984		TRUE	FALSE	FALSE	TRUE	1
GRK2	P25098	156		FALSE	FALSE	FALSE	TRUE	0
ADRA1D	P25100	146		TRUE	FALSE	FALSE	TRUE	1
EDNRA	P25101	1909	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
TACR1	P25103	6869		TRUE	TRUE	FALSE	TRUE	2
PTAFR	P25105	5724	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
ACKR3	P25106	57007	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
F2R	P25116	2149	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
MPZ	P25189	4359	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
AZGP1	P25311	563		FALSE	TRUE	TRUE	TRUE	2
LAMA1	P25391	284217	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
FAS	P25445	355	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ATP5F1A	P25705	498		FALSE	FALSE	FALSE	TRUE	0
MT3	P25713	4504		FALSE	FALSE	FALSE	TRUE	0
S100P	P25815	6286		FALSE	FALSE	FALSE	TRUE	0
NPY1R	P25929	4886	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
COL5A3	P25940	50509	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
CD40	P25942	958	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
NFKBIA	P25963	4792		FALSE	FALSE	FALSE	TRUE	0
ITGA3	P26006	3675	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGB7	P26010	3695	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
ITGB8	P26012	3696	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
MSN	P26038	4478		FALSE	TRUE	TRUE	TRUE	2
PTPN3	P26045	5774		FALSE	FALSE	FALSE	TRUE	0
CTNNA2	P26232	1496		FALSE	TRUE	FALSE	TRUE	1
PTBP1	P26599	5725	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
KLRC1	P26715	3821	2 - putative	TRUE	FALSE	FALSE	TRUE	2
KLRC2	P26717	3822		TRUE	FALSE	FALSE	TRUE	1
KLRK1	P26718	100528032;22914		TRUE	FALSE	TRUE	TRUE	2
CD27	P26842	939	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
IL3RA	P26951	3563	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CNTFR	P26992	1271	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
ACVR2A	P27037	92	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
STOM	P27105	2040		FALSE	FALSE	FALSE	TRUE	0
PON1	P27169	5444	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
ANXA13	P27216	312		FALSE	FALSE	FALSE	TRUE	0
YWHAQ	P27348	10971	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
CBLIF	P27352	2694		FALSE	FALSE	FALSE	TRUE	0
MAPK3	P27361	5595		FALSE	FALSE	FALSE	TRUE	0
MARK3	P27448	4140		FALSE	FALSE	FALSE	TRUE	0
ATP6V0C	P27449	527		FALSE	FALSE	FALSE	TRUE	0
DPP4	P27487	1803	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD82	P27701	3732	2 - putative	TRUE	FALSE	FALSE	TRUE	2
CALR	P27797	811	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
PDE4A	P27815	5141		FALSE	FALSE	FALSE	TRUE	0
MAP4	P27816	4134		FALSE	FALSE	FALSE	TRUE	0
CANX	P27824	821	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
IL1R2	P27930	7850	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PIK3R1	P27986	5295		FALSE	FALSE	FALSE	TRUE	0
HLA-DMA	P28067			TRUE	FALSE	TRUE	TRUE	2
HLA-DMB	P28068	3109		TRUE	FALSE	FALSE	TRUE	1
HTR1D	P28221	3352	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
HTR1B	P28222	3351		TRUE	FALSE	FALSE	TRUE	1
HTR2A	P28223	3356		TRUE	FALSE	FALSE	TRUE	1
ITPRID2	P28290	6744		FALSE	FALSE	FALSE	TRUE	0
LOX	P28300	4015	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
HTR2C	P28335	3358		TRUE	FALSE	FALSE	TRUE	1
NMBR	P28336	4829		TRUE	FALSE	FALSE	TRUE	1
GABRB3	P28472	2562	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
GABRR2	P28476	2570		TRUE	FALSE	FALSE	TRUE	1
MAPK1	P28482	5594		FALSE	FALSE	FALSE	TRUE	0
HTR1E	P28566	3354		TRUE	FALSE	FALSE	TRUE	1
GCA	P28676	25801		FALSE	FALSE	FALSE	TRUE	0
GRN	P28799	2896	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
PTPRM	P28827	5797	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
HSD11B1	P28845	3290	2 - putative	FALSE	FALSE	FALSE	FALSE	1
CD34	P28906	947	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
CD38	P28907	952	2 - putative	TRUE	TRUE	TRUE	TRUE	4
TNFRSF8	P28908	943	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
CD1B	P29016	910	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
CD1C	P29017	911	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
GJB2	P29033	2706		TRUE	TRUE	FALSE	TRUE	2
PTPN4	P29074	5775		FALSE	FALSE	FALSE	TRUE	0
PCSK6	P29122	5046		FALSE	TRUE	TRUE	TRUE	2
ADORA2A	P29274	135		TRUE	FALSE	FALSE	TRUE	1
ADORA2B	P29275	136		TRUE	TRUE	FALSE	TRUE	2
CCN2	P29279	1490		FALSE	FALSE	FALSE	TRUE	0
EPHA2	P29317	1969	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
EPHA3	P29320	2042	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
EPHA8	P29322	2046		TRUE	FALSE	FALSE	TRUE	1
EPHB2	P29323	2048	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
PTPN6	P29350	5777		FALSE	FALSE	FALSE	TRUE	0
SHC1	P29353	6464		FALSE	FALSE	FALSE	TRUE	0
TACR3	P29371	6870		TRUE	FALSE	FALSE	TRUE	1
ARID4A	P29374	5926		FALSE	FALSE	FALSE	TRUE	0
LTK	P29376	4058		TRUE	FALSE	FALSE	TRUE	1
S100G	P29377	795		FALSE	FALSE	FALSE	TRUE	0
IL12A	P29459	3592		FALSE	FALSE	TRUE	FALSE	1
