UniProt	GeneID	Gene Name	GO cell surface	GO plasma membrane	Gene Name - human	UniProt - human	GeneID - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
A0A1U7QK65	101842543	Tmem132b	FALSE	FALSE	TMEM132B	Q14DG7	114795	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QK82		Mfap3	FALSE	FALSE	MFAP3	P55082	4238	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QK88	101841066	Chrnb4	FALSE	TRUE	CHRNB4	P30926	1143		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QK99	101829082	Serpinh1	FALSE	FALSE	SERPINH1	P50454	871	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QKA1	101832481	Erp29	TRUE	FALSE	ERP29	P30040	10961		FALSE	FALSE	TRUE	FALSE	2	0
A0A1U7QKA7	101843492	Tmem9b	FALSE	FALSE	TMEM9B	Q9NQ34	56674		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QKB9	101837248	P2ry2	FALSE	FALSE	P2RY2	P41231	5029		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QKD9	101823382	Chrna10	FALSE	TRUE	CHRNA10	Q9GZZ6	57053		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QKE4	101825321	Stim1	FALSE	FALSE	STIM1	Q13586	6786	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QKF1	101832518	Btnl10	FALSE	FALSE	BTNL10	A8MVZ5			TRUE	FALSE	TRUE	TRUE	2	1
A0A1U7QKG9	101828216	Gabrg1	FALSE	TRUE	GABRG1	Q8N1C3	2565		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QKI3	101838427	Cnr1	FALSE	TRUE	CNR1	P21554	1268		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QKJ0	101830591	Slc37a4	FALSE	FALSE	SLC37A4	O43826	2542		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QKJ9	101841275	Abcc3	FALSE	FALSE	ABCC3	O15438	8714		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QKK6	101837586	Scn2b	FALSE	TRUE	SCN2B	O60939	6327	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QKK9	101844568	Col1a1	FALSE	FALSE	COL1A1	P02452	1277	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2	0
A0A1U7QKM1	101842864	Cadm1	FALSE	FALSE	CADM1	Q9BY67	23705	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QKN6	101841622	Gpm6b	FALSE	FALSE	GPM6B	Q13491	2824	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QKR1	101832047	Wnt2	FALSE	FALSE	WNT2	P09544	7472		FALSE	FALSE	TRUE	TRUE	1	1
A0A1U7QKS5	101834554	Phex	FALSE	FALSE	PHEX	P78562	5251		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QKS9	101837230	Areg	TRUE	FALSE	AREG	P15514	374	1 - high confidence	TRUE	TRUE	TRUE	FALSE	5	0
A0A1U7QKT8		Ephb2	FALSE	TRUE	EPHB2	P29323	2048	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QKU4	101826295	Wnt4	TRUE	FALSE	WNT4	P56705	54361		FALSE	TRUE	TRUE	TRUE	3	1
A0A1U7QKV8	101824412	Epha5	FALSE	FALSE	EPHA5	P54756	2044	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7QKW3	101828359	Cxadr	FALSE	TRUE	CXADR	P78310	1525	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QKX2	101830610	Mmrn1	FALSE	FALSE	MMRN1	Q13201	22915	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QKZ0	101829979	Tlr1	FALSE	TRUE	TLR1	Q15399	7096	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QL00	101832987	Pcdh7	FALSE	TRUE	PCDH7	O60245	5099	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QL18	101824800	Bche	FALSE	FALSE	BCHE	P06276	590	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QL28	101828199	Gria2	FALSE	TRUE	GRIA2	P42262	2891	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7QL33	101830792	Asic5	FALSE	FALSE	ASIC5	Q9NY37	51802		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QL37	101840481	Eda	FALSE	FALSE	EDA	Q92838	1896		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QL49	101831761	Pmepa1	FALSE	FALSE	PMEPA1	Q969W9	56937	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QL60	101824900	Nlgn3	FALSE	TRUE	NLGN3	Q9NZ94	54413		TRUE	TRUE	TRUE	TRUE	3	2
A0A1U7QL65	101828396	Cxcr3	TRUE	TRUE	CXCR3	P49682	2833	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
A0A1U7QL68	101839572	Cdh4	FALSE	TRUE	CDH4	P55283	1002	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7QL77	101833668	Rhbdf2	FALSE	TRUE	RHBDF2	Q6PJF5	79651	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QL88	101824289	Vim	FALSE	TRUE	VIM	P08670	7431	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
A0A1U7QL90	101824625	Stxbp6	FALSE	FALSE	STXBP6	Q8NFX7	29091		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7QLA1	101826440	Tmem104	FALSE	FALSE	TMEM104	Q8NE00	54868	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QLB4	101833603	Slc12a4	FALSE	FALSE	SLC12A4	Q9UP95	6560		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QLB7	101831657	Sstr2	FALSE	FALSE	SSTR2	P30874	6752		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QLD6	101837968	Lama5	FALSE	FALSE	LAMA5	O15230	3911	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QLE7	101839545	Strc	FALSE	FALSE	STRC	Q7RTU9	161497		FALSE	TRUE	TRUE	FALSE	2	0
A0A1U7QLF1	101842337	Icam2	FALSE	TRUE	ICAM2	P13598	3384	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QLF3	101833167	Ptprg	FALSE	FALSE	PTPRG	P23470	5793	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QLF4	101826531	Ldlrad4	FALSE	FALSE	LDLRAD4	O15165	753		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QLF7	101843036	B2m	TRUE	TRUE	B2M	P61769	567		FALSE	TRUE	TRUE	TRUE	3	2
A0A1U7QLG0	101835967	Ebi3	FALSE	FALSE	EBI3	Q14213	10148		FALSE	FALSE	TRUE	TRUE	1	1
A0A1U7QLG9	101842265	Slc10a6	FALSE	TRUE	SLC10A6	Q3KNW5	345274		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QLH1	101828005	Itgb3	TRUE	TRUE	ITGB3	P05106	3690	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
A0A1U7QLI2	101831425	Serpinb2	FALSE	FALSE	SERPINB2	P05120	5055	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7QLI3	101835578	Cd300lg	FALSE	FALSE	CD300LG	Q6UXG3	146894		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QLJ0	101833739	Prom2	TRUE	TRUE	PROM2	Q8N271	150696	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
A0A1U7QLJ4	101840188	Pdgfrb	FALSE	TRUE	PDGFRB	P09619	5159	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7QLJ6	101836039	Slc14a2	FALSE	FALSE	SLC14A2	Q15849	8170		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QLJ9	101836692	Tmem87b	FALSE	FALSE	TMEM87B	Q96K49	84910	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QLK7	101839132	Fktn	FALSE	FALSE	FKTN	O75072	2218	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QLK9	101844278	Adam11	FALSE	FALSE	ADAM11	O75078	4185		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QLL9	101825655	Tmem106a	FALSE	TRUE	TMEM106A	Q96A25	113277		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QLM2	101838665	Sidt1	FALSE	FALSE	SIDT1	Q9NXL6	54847		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QLM8	101828029	Atp1a1	FALSE	FALSE	ATP1A1	P05023	476	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QLM9	101829873	Slc23a2	FALSE	TRUE	SLC23A2	Q9UGH3	9962	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QLN1	101829019	Wif1	FALSE	FALSE	WIF1	Q9Y5W5	11197		FALSE	FALSE	TRUE	FALSE	1	0
A0A1U7QLN3	101829986	Tspan2	FALSE	TRUE	TSPAN2	O60636	10100	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QLN5	101843601	Nectin3	FALSE	TRUE	NECTIN3	Q9NQS3	25945	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QLN9	101834173	Tmx4	FALSE	FALSE	TMX4	Q9H1E5	56255	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QLP3	101836273	Snap25	FALSE	FALSE	SNAP25	P60880	6616		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7QLP6	101835351	Il9r	FALSE	FALSE	IL9R	Q01113	3581		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QLQ4	101830703	Slc35a5	FALSE	FALSE	SLC35A5	Q9BS91	55032		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QLR8	101839037	Ackr4	FALSE	FALSE	ACKR4	Q9NPB9	51554		TRUE	FALSE	TRUE	TRUE	2	1
A0A1U7QLS3	101823049	Tmem204	FALSE	TRUE	TMEM204	Q9BSN7	79652		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QLS6	101822764	Cd53	FALSE	TRUE	CD53	P19397	963	2 - putative	TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7QLT3	101826875	Cd300e	FALSE	FALSE	CD300E	Q496F6	342510		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QLT9	101825670	Grm2	FALSE	TRUE	GRM2	Q14416	2912		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QLU2	101826376	Csf1	FALSE	TRUE	CSF1	P09603	1435	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QLU8	101841708	Ramp2	TRUE	TRUE	RAMP2	O60895	10266		TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7QLU9	101829914	Pkd1	FALSE	FALSE	PKD1	P98161	5310		TRUE	FALSE	TRUE	TRUE	2	1
A0A1U7QLV7	101833319	Slc2a9	FALSE	FALSE	SLC2A9	Q9NRM0	56606	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QLW8	101837627	Cldn6	FALSE	TRUE	CLDN6	P56747	9074		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QLY2	101837142	Slitrk1	FALSE	TRUE	SLITRK1	Q96PX8	114798		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QLZ9	101826351	Fgfr3	FALSE	FALSE	FGFR3	P22607	2261	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A1U7QM15	101831478	Pla2g3	FALSE	FALSE	PLA2G3	Q9NZ20	50487	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7QM48	101839556	Grik2	FALSE	TRUE	GRIK2	Q13002	2898		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QM49	101835020	Ffar3	FALSE	FALSE	FFAR3	O14843	2865		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QM54	101837009	Upk1a	TRUE	TRUE	UPK1A	O00322	11045		TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7QM60	101831037	Pla2r1	FALSE	FALSE	PLA2R1	Q13018	22925	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7QM61	101840115	Aqp1	FALSE	TRUE	AQP1	P29972	358	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QM62	101834640	Crtap	FALSE	FALSE	CRTAP	O75718	10491	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QM63	101840403	Hcst	TRUE	FALSE	HCST	Q9UBK5	10870		FALSE	FALSE	TRUE	TRUE	2	1
A0A1U7QM87	101826462	Tenm1	FALSE	TRUE	TENM1	Q9UKZ4	10178	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QM89	101831926	Pcdh12	FALSE	TRUE	PCDH12	Q9NPG4	51294		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QM95	101835617	Igflr1	FALSE	FALSE	IGFLR1	Q9H665	79713		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QMA6	101842599	Slc12a2	FALSE	TRUE	SLC12A2	P55011	6558	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QMB2	101826613	Fn1	FALSE	FALSE	FN1	P02751	2335	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7QMC2	101831481	Erbb4	FALSE	FALSE	ERBB4	Q15303	2066		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QMD7	101830227	Sema6a	FALSE	TRUE	SEMA6A	Q9H2E6	57556		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QME2	101831654	Ap3s1	FALSE	FALSE	AP3S1	Q92572	1176		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7QME7	101833320	Tmed7	FALSE	FALSE	TMED7	Q9Y3B3		1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QME8	101840845	Tacr3	FALSE	TRUE	TACR3	P29371	6870		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QMF1	101837164	Scara3	FALSE	FALSE	SCARA3	Q6AZY7	51435	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QMF6	101838768	Fzd3	FALSE	TRUE	FZD3	Q9NPG1	7976		TRUE	FALSE	TRUE	TRUE	2	2
A0A1U7QMH3	101837322	Pth2r	FALSE	FALSE	PTH2R	P49190	5746		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QMI0		Pxdn	FALSE	FALSE	PXDN	Q92626	7837	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QMI3	101841384	Cadm2	FALSE	FALSE	CADM2	Q8N3J6	253559	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QMM3	101836526	Pofut2	FALSE	FALSE	POFUT2	Q9Y2G5	23275	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QMM9	101834174	Tmprss5	FALSE	FALSE	TMPRSS5	Q9H3S3	80975	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QMN4	101825412	Tmem182	FALSE	FALSE	TMEM182	Q6ZP80	130827		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QMQ1	101827134	Spa17	TRUE	TRUE	SPA17	Q15506	53340		FALSE	FALSE	TRUE	TRUE	2	2
A0A1U7QMQ8	101837364	Ramp1	TRUE	TRUE	RAMP1	O60894	10267		FALSE	TRUE	TRUE	TRUE	3	2
A0A1U7QMR0	101834909	Plppr4	FALSE	TRUE	PLPPR4	Q7Z2D5	9890		TRUE	TRUE	FALSE	TRUE	2	2
A0A1U7QMR7	101840688	Trpm8	FALSE	FALSE	TRPM8	Q7Z2W7	79054		FALSE	TRUE	TRUE	TRUE	2	1
A0A1U7QMR9	101835076	Sema4c	FALSE	FALSE	SEMA4C	Q9C0C4	54910	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QMT5	101839819	Tacr2	FALSE	TRUE	TACR2	P21452	6865		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QMT9	101843145	Rnf149	FALSE	FALSE	RNF149	Q8NC42	284996	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QMU6	101834765	LOC101834765	TRUE	TRUE	LOC101834765				FALSE	FALSE	FALSE	FALSE	1	1
A0A1U7QMV1	101844283	Unc5b	FALSE	FALSE	UNC5B	Q8IZJ1	219699	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QMW1	101823721	Sorl1	TRUE	TRUE	SORL1	Q92673	6653	1 - high confidence	TRUE	FALSE	FALSE	TRUE	3	2
A0A1U7QMX3	101826959	Thy1	TRUE	TRUE	THY1	P04216	7070	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
A0A1U7QMX5	101838675	Gpc1	FALSE	TRUE	GPC1	P35052	2817	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7QMY2	101840930	Ca12	FALSE	FALSE	CA12	O43570	771	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QMY7	101823918	Slc8a1	FALSE	FALSE	SLC8A1	P32418	6546	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QMZ8	101827664	Enox1	TRUE	TRUE	ENOX1	Q8TC92	55068		FALSE	FALSE	TRUE	TRUE	2	2
A0A1U7QN06	101837861	Scn4b	FALSE	TRUE	SCN4B	Q8IWT1	6330	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QN09	101829437	Megf11	FALSE	FALSE	MEGF11	A6BM72	84465		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QN16	101835084	Lhcgr	FALSE	TRUE	LHCGR	P22888	3973		TRUE	TRUE	FALSE	TRUE	2	2
A0A1U7QN22	101842864	Cadm1	FALSE	FALSE	CADM1	Q9BY67	23705	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QN26	101822562	Htr3a	FALSE	TRUE	HTR3A	P46098	3359		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QN31	101822769	Gria4	FALSE	TRUE	GRIA4	P48058	2893		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QN33	101839389	Thsd4	FALSE	FALSE	THSD4	Q6ZMP0	79875	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QN58		Tnfsf13b	FALSE	FALSE	TNFSF13B	Q9Y275	10673		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QN59		Adam28	FALSE	FALSE	ADAM28	Q9UKQ2	10863		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QN63	101840832	Slc10a2	FALSE	TRUE	SLC10A2	Q12908	6555		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QN64	101828103	Akap11	FALSE	TRUE	AKAP11	Q9UKA4	11215	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
A0A1U7QN69	101842601	Lingo1	FALSE	FALSE	LINGO1	Q96FE5	84894		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QN89	101828264	Islr	FALSE	FALSE	ISLR	O14498	3671	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2	0
A0A1U7QN93	101828032	Pigg	FALSE	FALSE	PIGG	Q5H8A4	54872	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QN96	101844693	Emilin2	FALSE	FALSE	EMILIN2	Q9BXX0	84034	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QNA4	101829438	Syt9	FALSE	FALSE	SYT9	Q86SS6	143425		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7QNA6	101830899	Gabrb3	FALSE	TRUE	GABRB3	P28472	2562	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QNC0	101832882	Intu	FALSE	FALSE	INTU	Q9ULD6	27152		FALSE	TRUE	TRUE	FALSE	2	0
A0A1U7QNC2	101823834	Postn	FALSE	FALSE	POSTN	Q15063	10631	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2	0
A0A1U7QNC3	101828448	Bmp10	TRUE	FALSE	BMP10	O95393	27302		FALSE	TRUE	TRUE	FALSE	3	0
A0A1U7QNC6	101840586	Tmco3	FALSE	FALSE	TMCO3	Q6UWJ1	55002	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QND7	101830348	Pcdh18	FALSE	TRUE	PCDH18	Q9HCL0	54510	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QNE5	101826995	Lbp	TRUE	FALSE	LBP	P18428	3929		FALSE	FALSE	TRUE	FALSE	2	0
A0A1U7QNF4	101835259	Arvcf	FALSE	TRUE	ARVCF	O00192	421		FALSE	TRUE	FALSE	TRUE	1	2
A0A1U7QNF5	101840364	Adamts9	TRUE	FALSE	ADAMTS9	Q9P2N4	56999		FALSE	FALSE	TRUE	FALSE	2	0
A0A1U7QNG1	101826609	Ghsr	TRUE	FALSE	GHSR	Q92847	2693		TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7QNG7	101829329	Naaladl2	FALSE	FALSE	NAALADL2	Q58DX5	254827	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QNH7	101832529	Uts2r	FALSE	FALSE	UTS2R	Q9UKP6	2837		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QNJ2	101826015	Phb	TRUE	FALSE	PHB	P35232	5245		FALSE	FALSE	TRUE	TRUE	2	1
A0A1U7QNM3	101837168	Gpr179	FALSE	FALSE	GPR179	Q6PRD1	440435		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QNN0	101827839	Tmem235	FALSE	TRUE	TMEM235	A6NFC5	283999		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QNN4	101843397	Faslg	TRUE	TRUE	FASLG	P48023	356		TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7QNN9	101822471	Dnm3	FALSE	FALSE	DNM3	Q9UQ16	26052		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7QNR0	101837262	Wnt5a	TRUE	FALSE	WNT5A	P41221	7474	1 - high confidence	FALSE	TRUE	TRUE	TRUE	4	1
A0A1U7QNR3	101832629	Mpzl1	FALSE	TRUE	MPZL1	O95297	9019	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7QNU1	101830150	Ttyh2	FALSE	TRUE	TTYH2	Q9BSA4	94015	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QNU7	101843586	Olfml2b	FALSE	FALSE	OLFML2B	Q68BL8	25903	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QNU8	101827184	Sgce	FALSE	TRUE	SGCE	O43556	8910	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QNV2		Fcgr2b	FALSE	FALSE	FCGR2B	P31994	2213	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A1U7QNV3	101829288	Pon2	FALSE	TRUE	PON2	Q15165	5445	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
A0A1U7QNV5	101843505	Ntrk3	FALSE	TRUE	NTRK3	Q16288	4916	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QNV9	101836213	Tacstd2	FALSE	TRUE	TACSTD2	P09758	4070	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QNW0	101837781	Cacng5	FALSE	FALSE	CACNG5	Q9UF02	27091		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QNW4	101841812	Cd8a	FALSE	FALSE	CD8A	P01732	925		TRUE	TRUE	TRUE	TRUE	3	1
A0A1U7QNW9	101843771	St3gal5	FALSE	FALSE	ST3GAL5	Q9UNP4	8869	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7QNX2	101826284	Idh2	FALSE	FALSE	IDH2	P48735	3418	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QNX4	101822944	Tmem150a	FALSE	TRUE	TMEM150A	Q86TG1	129303		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QNX7	101827776	Vps33b	FALSE	FALSE	VPS33B	Q9H267	26276		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7QNZ3	101825571	Slc15a2	FALSE	FALSE	SLC15A2	Q16348	6565	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QNZ5	101829245	Sppl2c	FALSE	FALSE	SPPL2C	Q8IUH8	162540		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QP05	101835578	Cd300lg	FALSE	FALSE	CD300LG	Q6UXG3	146894		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QP17	101833166	Fga	TRUE	TRUE	FGA	P02671	2243	1 - high confidence	FALSE	TRUE	TRUE	TRUE	4	2
A0A1U7QP33	101839729	Gp5	FALSE	FALSE	GP5	P40197	2814	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QP40	101836994	P2ry13	FALSE	FALSE	P2RY13	Q9BPV8	53829		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QP44	101834398	Trpv5	FALSE	FALSE	TRPV5	Q9NQA5	56302		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QP70		Lsmem1	FALSE	FALSE	LSMEM1	Q8N8F7	286006		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QP76	101833524	Ptger4	FALSE	FALSE	PTGER4	P35408	5734		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QP79	101837058	Ildr1	FALSE	FALSE	ILDR1	Q86SU0	286676		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QP95		Hrg	FALSE	FALSE	HRG	P04196	3273		FALSE	FALSE	TRUE	TRUE	1	1
A0A1U7QP97	101827919	Cd300c	FALSE	FALSE	CD300C	Q08708	10871		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QPA0	101841372	Rxfp3	FALSE	FALSE	RXFP3	Q9NSD7	51289		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QPD0	101828006	Cln5	FALSE	FALSE	CLN5	O75503	1203	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QPD3	101830345	Pkd2	FALSE	TRUE	PKD2	Q13563	5311	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QPD8	101836220	Lrrc4	FALSE	TRUE	LRRC4	Q9HBW1	64101		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QPD9	101839681	S1pr4	FALSE	FALSE	S1PR4	O95977	8698	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QPE0	101834378	Synpr	FALSE	FALSE	SYNPR	Q8TBG9	132204		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QPE7		Slc13a1	FALSE	FALSE	SLC13A1	Q9BZW2	6561		TRUE	FALSE	FALSE	TRUE	1	1
