Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	GeneID - human	Gene Name - human	UniProt - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
PIP4P2	F7AAJ6	696779	FALSE	TRUE	55529	PIP4P2	Q8N4L2		FALSE	FALSE	FALSE	TRUE	0	2
CYSLTR1	F7AB41	706663	FALSE	TRUE	10800	CYSLTR1	Q9Y271	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
ZNF397	F7AE32	714878	FALSE	TRUE	84307	ZNF397	Q8NF99		FALSE	FALSE	FALSE	TRUE	0	2
EPGN	F7AEA2	702632	FALSE	TRUE	255324	EPGN	Q6UW88		TRUE	FALSE	FALSE	TRUE	1	2
PTCD3	F7AG04	697081	FALSE	TRUE	55037	PTCD3	Q96EY7		FALSE	FALSE	FALSE	TRUE	0	2
PSEN1	F7AGU8	696274	TRUE	TRUE	5663	PSEN1	P49768		TRUE	TRUE	TRUE	TRUE	4	2
GRIK1	F7AGW3	705699	FALSE	TRUE	2897	GRIK1	P39086		TRUE	FALSE	FALSE	TRUE	1	2
CLTRN	F7AH22	712928	FALSE	TRUE	57393	CLTRN	Q9HBJ8		TRUE	FALSE	FALSE	TRUE	1	2
SEMA6C	F7AIQ7;I2CVL4	709464	FALSE	TRUE	10500	SEMA6C	Q9H3T2		TRUE	FALSE	TRUE	TRUE	2	2
MYO1B	F7AJ10;F7AJ56;G7N8J0	694510	FALSE	TRUE	4430	MYO1B	O43795		FALSE	FALSE	FALSE	TRUE	0	2
KCNT2	F7AJ34	711399	FALSE	TRUE	343450	KCNT2	Q6UVM3		FALSE	FALSE	FALSE	TRUE	0	2
ARL4A	F7ALP7	693302	FALSE	TRUE	10124	ARL4A	P40617		FALSE	FALSE	FALSE	TRUE	0	2
GEM	F7AQV4	699130	FALSE	TRUE	2669	GEM	P55040		FALSE	FALSE	FALSE	TRUE	0	2
KCNQ2	F7ASA7	719614	FALSE	TRUE	3785	KCNQ2	O43526		FALSE	FALSE	FALSE	TRUE	0	2
RRP12	F7AUU2	705854	FALSE	TRUE	23223	RRP12	Q5JTH9		FALSE	FALSE	FALSE	TRUE	0	2
RAP2B	F7AWM6	711055	FALSE	TRUE	5912	RAP2B	P61225		FALSE	FALSE	FALSE	TRUE	0	2
CLDN6	F7AWZ8	699854	FALSE	TRUE	9074	CLDN6	P56747		TRUE	FALSE	FALSE	TRUE	1	2
SEMA4G	F7AXD7	710879	FALSE	TRUE	57715	SEMA4G	Q9NTN9	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
ADGRG2	F7AYM6	694495	FALSE	TRUE	10149	ADGRG2	Q8IZP9	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
ITM2B	F7B0D0	709896	FALSE	TRUE	9445	ITM2B	Q9Y287	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
LANCL1	F7B2A9	711723	FALSE	TRUE	10314	LANCL1	O43813		FALSE	FALSE	FALSE	TRUE	0	2
GLRA4	F7B6A7;F7E7S2	696940	FALSE	TRUE	441509				FALSE	FALSE	FALSE	FALSE	0	1
PTPN1	F7B6C1	702016	FALSE	TRUE	5770				FALSE	FALSE	FALSE	FALSE	0	1
VTCN1	F7B770	714123	TRUE	TRUE	79679	VTCN1	Q7Z7D3		TRUE	FALSE	TRUE	TRUE	3	2
KRT1	F7B786	699320	FALSE	TRUE	3848	KRT1	P04264	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
LPAR4	F7B7B1	707170	FALSE	TRUE	2846	LPAR4	Q99677		TRUE	FALSE	FALSE	TRUE	1	2
CLTC	F7B8E8	711563	FALSE	TRUE	1213	CLTC	Q00610	3 - unspecific	FALSE	TRUE	FALSE	TRUE	2	2
GCA	F7B9J4	702138	FALSE	TRUE	25801	GCA	P28676		FALSE	FALSE	FALSE	TRUE	0	2
RHEX	F7BAV3	696291	FALSE	TRUE	440712	RHEX	Q6ZWK4		FALSE	FALSE	FALSE	TRUE	0	2
GNG7	F7BB02	711335	FALSE	TRUE	2788	GNG7	O60262		FALSE	FALSE	FALSE	TRUE	0	2
LAMP2	F7BCK9	695379	FALSE	TRUE	3920	LAMP2	P13473	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
PAQR7	F7BDE7	713411	FALSE	TRUE	164091	PAQR7	Q86WK9		FALSE	FALSE	FALSE	TRUE	0	2
FLRT2	F7BEN4	709329	FALSE	TRUE	23768	FLRT2	O43155	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
BRCA1	F7BG30;Q6J6I9	712634	FALSE	TRUE	672	BRCA1	P38398		FALSE	FALSE	FALSE	TRUE	0	2
FGR	F7BHF8	716296	FALSE	TRUE	2268	FGR	P09769		FALSE	FALSE	FALSE	TRUE	0	2
CATSPER3	F7BHK8	713905	FALSE	TRUE	347732	CATSPER3	Q86XQ3		FALSE	FALSE	FALSE	TRUE	0	2
PRKCE	F7BIC2	714533	FALSE	TRUE	5581	PRKCE	Q02156		FALSE	FALSE	FALSE	TRUE	0	2
ATP6AP2	F7BK83	705048	TRUE	TRUE	10159	ATP6AP2	O75787		FALSE	TRUE	TRUE	TRUE	3	2
KCNC2	F7BL49;F7BL65;F7EIZ1	100430906	FALSE	TRUE	3747	KCNC2	Q96PR1		FALSE	FALSE	FALSE	TRUE	0	2
CAVIN2	F7BLE8	694299	FALSE	TRUE	8436	CAVIN2	O95810		FALSE	FALSE	FALSE	TRUE	0	2
TMC3	F7BM03	718003	FALSE	TRUE	342125	TMC3	Q7Z5M5		FALSE	FALSE	FALSE	TRUE	0	2
CD151	F7BM98	574139	FALSE	TRUE	977	CD151	P48509	2 - putative	TRUE	FALSE	TRUE	TRUE	3	2
FOLR1	F7BP60	718388	TRUE	TRUE	2348	FOLR1	P15328	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
NPTX1	F7BPE4	718259	FALSE	TRUE	4884	NPTX1	Q15818	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	2
RIMS4	F7BRK3	712194	FALSE	TRUE	140730	RIMS4	Q9H426		FALSE	FALSE	FALSE	TRUE	0	2
CMTM6	F7BRV9	704441	FALSE	TRUE	54918	CMTM6	Q9NX76		FALSE	FALSE	FALSE	TRUE	0	2
PDGFRB	F7BTH1	711353	TRUE	TRUE	5159	PDGFRB	P09619	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
CXCR6	F7BTV1;Q9XT45	713829	TRUE	TRUE	10663	CXCR6	O00574		TRUE	FALSE	TRUE	TRUE	3	2
LYN	F7BV42	698553	FALSE	TRUE	4067	LYN	P07948		FALSE	FALSE	FALSE	TRUE	0	2
ITGB7	F7BVZ0	699405	FALSE	TRUE	3695	ITGB7	P26010	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
ESYT3	F7BWM0	716304	FALSE	TRUE	83850	ESYT3	A0FGR9		TRUE	TRUE	FALSE	TRUE	2	2
PLXNA4	F7BXM1	705098	FALSE	TRUE	91584	PLXNA4	Q9HCM2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
CATSPERG	F7BYE6	714958	FALSE	TRUE	57828	CATSPERG	Q6ZRH7		TRUE	FALSE	FALSE	TRUE	1	2
CCRL2	F7BZ03	713715	TRUE	TRUE	9034	CCRL2	O00421		TRUE	FALSE	TRUE	TRUE	3	2
ITGA6	F7BZD3;F7GNU4	697643	TRUE	TRUE	3655	ITGA6	P23229	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
NETO1	F7BZP4	694322	FALSE	TRUE	81832	NETO1	Q8TDF5		TRUE	FALSE	FALSE	TRUE	1	2
GRID2	F7BZZ7	704787	FALSE	TRUE	2895	GRID2	O43424		TRUE	FALSE	FALSE	TRUE	1	2
CAV1	F7C1V2	704449	FALSE	TRUE	857	CAV1	Q03135		FALSE	TRUE	FALSE	TRUE	1	2
OR5AN1	F7C1Z5	699535	FALSE	TRUE	390195	OR5AN1	Q8NGI8		TRUE	FALSE	FALSE	TRUE	1	2
NTSR1	F7C2C1	698936	FALSE	TRUE	4923	NTSR1	P30989	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
GJA1	F7C314	714344	FALSE	TRUE	2697	GJA1	P17302		TRUE	TRUE	FALSE	TRUE	2	2
MAP2K1	F7C389	710415	FALSE	TRUE	5604	MAP2K1	Q02750		FALSE	FALSE	FALSE	TRUE	0	2
RRP8	F7C3H4	712011	FALSE	TRUE	23378	RRP8	O43159		FALSE	FALSE	FALSE	TRUE	0	2
HSPA5	F7C3R1	703193	TRUE	TRUE	3309	HSPA5	P11021		FALSE	TRUE	TRUE	TRUE	3	2
RS1	F7C4X1	100423325	FALSE	TRUE	6247	RS1	O15537		FALSE	TRUE	FALSE	TRUE	1	2
CHP2	F7C5D7	701087	FALSE	TRUE	63928	CHP2	O43745		FALSE	FALSE	FALSE	TRUE	0	2
OR4D11	F7C757	699579	FALSE	TRUE	219986	OR4D11	Q8NGI4		TRUE	FALSE	FALSE	TRUE	1	2
SMPD1	F7C9N4	711248	FALSE	TRUE	6609	SMPD1	P17405	2 - putative	FALSE	FALSE	FALSE	TRUE	1	2
SSTR4	F7C9S6	702017	FALSE	TRUE	6754	SSTR4	P31391		TRUE	FALSE	FALSE	TRUE	1	2
CD93	F7C9U4	702252	TRUE	TRUE	22918	CD93	Q9NPY3		TRUE	TRUE	TRUE	TRUE	4	2
GLUL	F7CAM5	715952	FALSE	TRUE	2752	GLUL	P15104		FALSE	FALSE	FALSE	TRUE	0	2
CLIP3	F7CAQ9	712058	FALSE	TRUE	25999	CLIP3	Q96DZ5		FALSE	FALSE	FALSE	TRUE	0	2
OR2J3	F7CCD0	708943	FALSE	TRUE	442186	OR2J3	O76001		TRUE	FALSE	FALSE	TRUE	1	2
GABBR1	F7CCU5	708987	FALSE	TRUE	2550	GABBR1	Q9UBS5		TRUE	FALSE	FALSE	TRUE	1	2
C15H9orf135	F7CD68	700202	FALSE	TRUE	138255	C9orf135	Q5VTT2		FALSE	FALSE	FALSE	TRUE	0	2
SCN5A	F7CEN9	695085	TRUE	TRUE	6331	SCN5A	Q14524		TRUE	TRUE	TRUE	TRUE	4	2
NLGN4Y	F7CFI2;H9EUX2	100270698	TRUE	TRUE	22829	NLGN4Y	Q8NFZ3		TRUE	TRUE	TRUE	TRUE	4	2
ADD2	F7CGX1	702939	FALSE	TRUE	119	ADD2	P35612		FALSE	FALSE	FALSE	TRUE	0	2
PTGFR	F7CGY7	707535	FALSE	TRUE	5737	PTGFR	P43088		TRUE	FALSE	FALSE	TRUE	1	2
HARBI1	F7CH91	714376	FALSE	TRUE	283254	HARBI1	Q96MB7		FALSE	FALSE	FALSE	TRUE	0	2
SLC2A10	F7CID4	716558	FALSE	TRUE	81031	SLC2A10	O95528		TRUE	FALSE	FALSE	TRUE	1	2
ABCB5	F7CIT5	712883	FALSE	TRUE	340273	ABCB5	Q2M3G0		TRUE	FALSE	FALSE	TRUE	1	2
SNX27	F7CIX5	710990	FALSE	TRUE	81609	SNX27	Q96L92		FALSE	FALSE	FALSE	TRUE	0	2
WNT3A	F7CJE4	696200	TRUE	TRUE	89780	WNT3A	P56704		FALSE	TRUE	TRUE	TRUE	3	2
APP	F7CLL9;I0FGN2;I0FGN3	100427716	TRUE	TRUE	351	APP	P05067		TRUE	TRUE	TRUE	TRUE	4	2
VIL1	F7CQ79	698946	FALSE	TRUE	7429	VIL1	P09327		FALSE	FALSE	FALSE	TRUE	0	2
BACE1	F7CQI1	697694	TRUE	TRUE	23621	BACE1	P56817	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
FOLR2	F7CR90	718405	TRUE	TRUE	2350	FOLR2	P14207		TRUE	FALSE	TRUE	TRUE	3	2
CATIP	F7CRL9	698579	FALSE	TRUE	375307	CATIP	Q7Z7H3		FALSE	FALSE	FALSE	TRUE	0	2
SLC7A8	F7CUB6	713511	FALSE	TRUE	23428	SLC7A8	Q9UHI5		FALSE	FALSE	FALSE	TRUE	0	2
SERPINA12	F7CWJ1	701708	FALSE	TRUE	145264	SERPINA12	Q8IW75		FALSE	FALSE	FALSE	TRUE	0	2
GNGT1	F7CWN9	700724	FALSE	TRUE	2792	GNGT1	P63211		FALSE	FALSE	FALSE	TRUE	0	2
TMEM106A	F7CWZ4;G7NIU8	712913	FALSE	TRUE	113277	TMEM106A	Q96A25		TRUE	FALSE	FALSE	TRUE	1	2
TRPC5	F7CXM3	707171	FALSE	TRUE	7224	TRPC5	Q9UL62		FALSE	FALSE	FALSE	TRUE	0	2
DRD2	F7CYH8	694181	FALSE	TRUE	1813	DRD2	P14416		TRUE	FALSE	FALSE	TRUE	1	2
HSPA1L	F7CZ86	716633	FALSE	TRUE	3305	HSPA1L	P34931		FALSE	FALSE	FALSE	TRUE	0	2
HCRTR2	F7CZM2	711662	FALSE	TRUE	3062	HCRTR2	O43614		TRUE	FALSE	FALSE	TRUE	1	2
PDZK1	F7CZY3	696698	FALSE	TRUE	5174	PDZK1	Q5T2W1		FALSE	FALSE	FALSE	TRUE	0	2
TNFAIP8L3	F7D0A7	693574	FALSE	TRUE	388121	TNFAIP8L3	Q5GJ75		FALSE	FALSE	FALSE	TRUE	0	2
NTRK3	F7D0C9;F7D0R9	697615	FALSE	TRUE	4916	NTRK3	Q16288	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
GJA8	F7D0V5	701415	FALSE	TRUE	2703	GJA8	P48165		FALSE	TRUE	FALSE	TRUE	1	2
SLC6A6	F7D2B9	701172	FALSE	TRUE	6533	SLC6A6	P31641	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
PTPN3	F7D361;F7HG49	710025	FALSE	TRUE	5774	PTPN3	P26045		FALSE	FALSE	FALSE	TRUE	0	2
SMPD3	F7D3F4	703384	FALSE	TRUE	55512	SMPD3	Q9NY59		FALSE	FALSE	FALSE	TRUE	0	2
SLC26A7	F7D455	696567	FALSE	TRUE	115111	SLC26A7	Q8TE54		FALSE	FALSE	FALSE	TRUE	0	2
CYBA	F7D4K1	696748	FALSE	TRUE	1535	CYBA	P13498		FALSE	FALSE	FALSE	TRUE	0	2
GPR150	F7DA94	698491	FALSE	TRUE	285601	GPR150	Q8NGU9		TRUE	FALSE	FALSE	TRUE	1	2
STAC3	F7DEB5;F7H7S2	714531	FALSE	TRUE	246329	STAC3	Q96MF2		FALSE	FALSE	FALSE	TRUE	0	2
NID1	F7DF16	711154	FALSE	TRUE	4811	NID1	P14543		FALSE	FALSE	FALSE	TRUE	0	2
ITGB4	F7DF99	703770	TRUE	TRUE	3691	ITGB4	P16144	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
SNX15	F7DG00	717071	FALSE	TRUE	29907	SNX15	Q9NRS6		FALSE	FALSE	FALSE	TRUE	0	2
CFLAR	F7DGN6;H9FN52	574234	FALSE	TRUE	8837	CFLAR	O15519		FALSE	FALSE	FALSE	TRUE	0	2
F2RL1	F7DGQ8	707479	FALSE	TRUE	2150	F2RL1	P55085		TRUE	FALSE	FALSE	TRUE	1	2
S100A6	F7DI51	715169	FALSE	TRUE	6277	S100A6	P06703		FALSE	FALSE	FALSE	TRUE	0	2
KCNQ3	F7DI95	700785	TRUE	TRUE	3786	KCNQ3	O43525		FALSE	FALSE	TRUE	TRUE	2	2
LEPR	F7DIP7;Q9MYL0	574126	TRUE	TRUE	3953	LEPR	P48357	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
ZMYND10	F7DJV1	702678	FALSE	TRUE	51364	ZMYND10	O75800		FALSE	FALSE	FALSE	TRUE	0	2
ELMO1	F7DM33	705818	FALSE	TRUE	9844	ELMO1	Q92556		FALSE	FALSE	FALSE	TRUE	0	2
OR9G4	F7DPX8	694543	FALSE	TRUE	283189	OR9G4	Q8NGQ1		TRUE	FALSE	FALSE	TRUE	1	2
SGMS2	F7DR07	695947	FALSE	TRUE	166929	SGMS2	Q8NHU3		FALSE	FALSE	FALSE	TRUE	0	2
CD2	F7DS86	677855	TRUE	TRUE	914	CD2	P06729	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
CD46	F7DTF4;F7DTG0	714082	TRUE	TRUE	4179	CD46	P15529	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
KCNH5	F7DXE4	705368	TRUE	TRUE	27133	KCNH5	Q8NCM2		FALSE	FALSE	TRUE	TRUE	2	2
NECAP1	F7DZS2	716035	FALSE	TRUE	25977	NECAP1	Q8NC96		FALSE	FALSE	FALSE	TRUE	0	2
LIFR	F7E0D3	694139	TRUE	TRUE	3977	LIFR	P42702	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
LRRC8A	F7E1A8	717074	TRUE	TRUE	56262	LRRC8A	Q8IWT6	2 - putative	FALSE	FALSE	TRUE	TRUE	3	2
ADORA1	F7E1N0	703638	FALSE	TRUE	134	ADORA1	P30542	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
OXGR1	F7E212	696735	FALSE	TRUE	27199	OXGR1	Q96P68		TRUE	FALSE	FALSE	TRUE	1	2
KDR	F7E313	698293	FALSE	TRUE	3791	KDR	P35968		TRUE	TRUE	FALSE	TRUE	2	2
TAX1BP3	F7E3I9	706829	FALSE	TRUE	30851	TAX1BP3	O14907		FALSE	FALSE	FALSE	TRUE	0	2
ATP2B1	F7E3S4;H9Z9D5	709102	FALSE	TRUE	490	ATP2B1	P20020		FALSE	FALSE	FALSE	TRUE	0	2
EPHB4	F7E595	719320	FALSE	TRUE	2050	EPHB4	P54760	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
ANXA9	F7E6S3	708704	TRUE	TRUE	8416	ANXA9	O76027		FALSE	TRUE	TRUE	TRUE	3	2
ANXA1	F7E707	702946	FALSE	TRUE	301	ANXA1	P04083		FALSE	FALSE	TRUE	TRUE	1	2
WNT2	F7E738	704991	TRUE	TRUE	7472	WNT2	P09544		FALSE	FALSE	TRUE	TRUE	2	2
EHD3	F7E806	705316	FALSE	TRUE	30845	EHD3	Q9NZN3		FALSE	TRUE	FALSE	TRUE	1	2
CARMIL3	F7E9C7	714256	FALSE	TRUE	90668	CARMIL3	Q8ND23		FALSE	FALSE	FALSE	TRUE	0	2
CD74	F7E9S4;I0FWR3	710820	TRUE	TRUE	972	CD74	P04233	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
CHRM3	F7EAQ8	708901	FALSE	TRUE	1131	CHRM3	P20309		TRUE	FALSE	FALSE	TRUE	1	2
ZMAT3	F7EAY3	710132	FALSE	TRUE	64393	ZMAT3	Q9HA38		FALSE	FALSE	FALSE	TRUE	0	2
DCST1	F7EDE8	717284	FALSE	TRUE	149095	DCST1	Q5T197		FALSE	FALSE	FALSE	TRUE	0	2
SLC41A1	F7EEX1;G7MES5	696944;697184	FALSE	TRUE	254428;8934	SLC41A1;RAB29	Q8IVJ1;O14966		TRUE	FALSE	FALSE	TRUE	1	2
BMPR2	F7EGF0	704088	TRUE	TRUE	659	BMPR2	Q13873	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
EPHA6	F7EGZ3	696491	FALSE	TRUE	285220	EPHA6	Q9UF33		TRUE	FALSE	FALSE	TRUE	1	2
AQP3	F7EHP2	702721	FALSE	TRUE	360	AQP3	Q92482		FALSE	FALSE	FALSE	TRUE	0	2
DIRAS2	F7EK27	703987	FALSE	TRUE	54769	DIRAS2	Q96HU8		FALSE	FALSE	FALSE	TRUE	0	2
EPHB3	F7ELA0	701811	FALSE	TRUE	2049	EPHB3	P54753	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
CLSTN2	F7ENU9	715514	TRUE	TRUE	64084	CLSTN2	Q9H4D0		TRUE	FALSE	TRUE	TRUE	3	2
SLC39A2	F7EPA1	705112	FALSE	TRUE	29986	SLC39A2	Q9NP94		TRUE	FALSE	FALSE	TRUE	1	2
HIP1	F7EPS9	716133	FALSE	TRUE	3092	HIP1	O00291		FALSE	FALSE	FALSE	TRUE	0	2
GPER1	F7EQ49	696625	FALSE	TRUE	2852	GPER1	Q99527		TRUE	FALSE	FALSE	TRUE	1	2
MTNR1A	F7ER13	702686	FALSE	TRUE	4543	MTNR1A	P48039		TRUE	FALSE	FALSE	TRUE	1	2
TES	F7ERF2	706879	FALSE	TRUE	26136	TES	Q9UGI8		FALSE	FALSE	FALSE	TRUE	0	2
KCNJ3	F7ERG6	696473	FALSE	TRUE	3760	KCNJ3	P48549		TRUE	TRUE	TRUE	TRUE	3	2
GGT7	F7ERT0;H9ETE7	706813	FALSE	TRUE	2686	GGT7	Q9UJ14	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3	2
HTR3A	F7ES27	696912	FALSE	TRUE	3359	HTR3A	P46098		TRUE	FALSE	FALSE	TRUE	1	2
DDOST	F7ES46	717482	FALSE	TRUE	57576	KIF17	Q9P2E2		FALSE	FALSE	FALSE	TRUE	0	2
ASAH2	F7ESF6	703913	FALSE	TRUE	56624	ASAH2	Q9NR71		FALSE	FALSE	FALSE	TRUE	0	2
HTR3B	F7ESG7	694830	TRUE	TRUE	9177	HTR3B	O95264		TRUE	FALSE	TRUE	TRUE	3	2
ARRDC3	F7ETB7	695903	FALSE	TRUE	57561	ARRDC3	Q96B67		FALSE	FALSE	FALSE	TRUE	0	2
RHO	F7ETG0	702931	FALSE	TRUE	6010	RHO	P08100		TRUE	FALSE	FALSE	TRUE	1	2
ITGB1	F7EUS3	574312	FALSE	TRUE	3688	ITGB1	P05556	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
VSIG1	F7EVD7	703739	FALSE	TRUE	340547	VSIG1	Q86XK7		TRUE	FALSE	FALSE	TRUE	1	2
PTGIR	F7EWG0	716546	FALSE	TRUE	5739	PTGIR	P43119	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
OCRL	F7EWX0	702345	FALSE	TRUE	4952	OCRL	Q01968		FALSE	FALSE	FALSE	TRUE	0	2
CALHM2	F7EXA2	714662	FALSE	TRUE	51063	CALHM2	Q9HA72		TRUE	FALSE	FALSE	TRUE	1	2
SLC28A3	F7EYP2	709560	FALSE	TRUE	64078	SLC28A3	Q9HAS3		TRUE	FALSE	FALSE	TRUE	1	2
FZD10	F7EZ48	717812	TRUE	TRUE	11211	FZD10	Q9ULW2		TRUE	TRUE	TRUE	TRUE	4	2
COTL1	F7F1L7	715376	FALSE	TRUE	23406	COTL1	Q14019		FALSE	FALSE	FALSE	TRUE	0	2
SDCBP2	F7F252	715602	FALSE	TRUE	27111	SDCBP2	Q9H190		FALSE	FALSE	FALSE	TRUE	0	2
VCL	F7F2A5;F7HSL6	721921	FALSE	TRUE	7414	VCL	P18206		FALSE	FALSE	FALSE	TRUE	0	2
CDC42EP4	F7F354	696227	FALSE	TRUE	23580	CDC42EP4	Q9H3Q1		FALSE	FALSE	FALSE	TRUE	0	2
SLC39A5	F7F3B2	712131	FALSE	TRUE	283375	SLC39A5	Q6ZMH5		TRUE	FALSE	FALSE	TRUE	1	2
CHRNA9	F7F3G9	700612	FALSE	TRUE	55584	CHRNA9	Q9UGM1		TRUE	FALSE	FALSE	TRUE	1	2
PIK3CB	F7F3S0	716098	FALSE	TRUE	5291	PIK3CB	P42338		FALSE	FALSE	FALSE	TRUE	0	2
ATP8A1	F7F3Y6;H9EM46;H9FNN8	702630	FALSE	TRUE	10396	ATP8A1	Q9Y2Q0		FALSE	FALSE	FALSE	TRUE	0	2
OR6X1	F7F452	714774	FALSE	TRUE	390260	OR6X1	Q8NH79		TRUE	FALSE	FALSE	TRUE	1	2
CD19	F7F486	705211	TRUE	TRUE	930	CD19	P15391	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
GABRQ	F7F4H9	705252	FALSE	TRUE	55879	GABRQ	Q9UN88		TRUE	FALSE	FALSE	TRUE	1	2
SLC52A3	F7F4Y5	715057	FALSE	TRUE	113278	SLC52A3	Q9NQ40		TRUE	FALSE	FALSE	TRUE	1	2
EXOC1	F7F553;H9YUY3	695664	FALSE	TRUE	55763	EXOC1	Q9NV70		FALSE	FALSE	FALSE	TRUE	0	2
HRAS	F7F5J9;F7F5K9	698830	FALSE	TRUE	3265	HRAS	P01112		FALSE	FALSE	FALSE	TRUE	0	2
CD164	F7F631;H9G1A7	699242	FALSE	TRUE	8763	CD164	Q04900	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
SLCO5A1	F7F6D8;F7F6E4	705846	FALSE	TRUE	81796	SLCO5A1	Q9H2Y9		TRUE	FALSE	FALSE	TRUE	1	2
JCAD	F7F6K7	694100	FALSE	TRUE	57608	JCAD	Q9P266		FALSE	TRUE	FALSE	TRUE	1	2
OR10A6	F7F701	709892	FALSE	TRUE	390093	OR10A6	Q8NH74		TRUE	FALSE	FALSE	TRUE	1	2
SLC30A5	F7F761	699371	FALSE	TRUE	64924	SLC30A5	Q8TAD4		FALSE	FALSE	FALSE	TRUE	0	2
CYBRD1	F7F7X7	694818	FALSE	TRUE	79901	CYBRD1	Q53TN4		FALSE	FALSE	FALSE	TRUE	0	2
DNAJC5	F7F948	694810	FALSE	TRUE	80331	DNAJC5	Q9H3Z4		FALSE	FALSE	FALSE	TRUE	0	2
NMBR	F7F9U3	574262	FALSE	TRUE	4829	NMBR	P28336		TRUE	FALSE	FALSE	TRUE	1	2
ZAP70	F7FAI7	707555	FALSE	TRUE	7535	ZAP70	P43403		FALSE	FALSE	FALSE	TRUE	0	2
KCND2	F7FAN1	574361	FALSE	TRUE	3751	KCND2	Q9NZV8		FALSE	TRUE	FALSE	TRUE	1	2
GJD3	F7FAS5	700473	TRUE	TRUE	125111	GJD3	Q8N144		FALSE	TRUE	TRUE	TRUE	3	2
SLC16A10	F7FBA0	696132	FALSE	TRUE	117247	SLC16A10	Q8TF71		FALSE	FALSE	FALSE	TRUE	0	2
LYZL6	F7FCQ1	716662	FALSE	TRUE	57151	LYZL6	O75951		FALSE	FALSE	TRUE	TRUE	1	2
OSGEP	F7FCR0	702512	FALSE	TRUE	55644	OSGEP	Q9NPF4		FALSE	FALSE	FALSE	TRUE	0	2
HCRTR1	F7FE63	705914	FALSE	TRUE	3061	HCRTR1	O43613		TRUE	FALSE	FALSE	TRUE	1	2
GAP43	F7FEE8	711260	FALSE	TRUE	2596	GAP43	P17677		FALSE	FALSE	FALSE	TRUE	0	2
RIT2	F7FF37	694050	FALSE	TRUE	6014	RIT2	Q99578		FALSE	FALSE	FALSE	TRUE	0	2
GPR151	F7FFK6	708020	FALSE	TRUE	134391	GPR151	Q8TDV0		TRUE	FALSE	FALSE	TRUE	1	2
SLC38A4	F7FHU9	702354	FALSE	TRUE	55089	SLC38A4	Q969I6		TRUE	FALSE	FALSE	TRUE	1	2
CRB1	F7FIC2	710991	FALSE	TRUE	23418	CRB1	P82279		TRUE	FALSE	FALSE	TRUE	1	2
OR4A47	F7FJU3	709347	FALSE	TRUE	403253	OR4A47	Q6IF82		TRUE	FALSE	FALSE	TRUE	1	2
SULF1	F7FJZ1;G7MZI0	705606	TRUE	TRUE	23213	SULF1	Q8IWU6	3 - unspecific	FALSE	TRUE	TRUE	TRUE	4	2
HBEGF	F7FK53	695559	FALSE	TRUE	1839	HBEGF	Q99075		TRUE	TRUE	TRUE	TRUE	3	2
DNM2	F7FL98;F7FLA4	713558	FALSE	TRUE	1785	DNM2	P50570		FALSE	TRUE	FALSE	TRUE	1	2
PAQR8	F7FLJ8	708418	FALSE	TRUE	85315	PAQR8	Q8TEZ7		FALSE	FALSE	FALSE	TRUE	0	2
ENPP7	F7FLW7	717416	FALSE	TRUE	339221	ENPP7	Q6UWV6		FALSE	FALSE	FALSE	TRUE	0	2
