UniProt	GeneID	Gene Name	GO cell surface	GO plasma membrane	Gene Name - human	UniProt - human	GeneID - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
A0A1U7QBY3	101832200	LOC101832200	FALSE	TRUE	LOC101832200				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QBY7	101833517	LOC101833517	FALSE	TRUE	LOC101833517				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QBZ0	101835856	Tmc7	FALSE	TRUE	TMC7	Q7Z402	79905	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QBZ2	101842599	Slc12a2	FALSE	FALSE	SLC12A2	P55011	6558	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QC01	101823652	LOC101823652	FALSE	TRUE	LOC101823652				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC03	101840538	Gpr1	FALSE	TRUE	GPR1	P46091	2825		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QC06	101826534	LOC101826534	FALSE	TRUE	LOC101826534				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC09	101827746	Lox	FALSE	FALSE	LOX	P28300	4015	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QC16	101831321	Epx	FALSE	FALSE	EPX	P11678	8288	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QC17	101830227	Sema6a	FALSE	FALSE	SEMA6A	Q9H2E6	57556		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QC21	101831654	Ap3s1	FALSE	FALSE	AP3S1	Q92572	1176		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7QC30	101836457	Stxbp4	FALSE	FALSE	STXBP4	Q6ZWJ1	252983		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7QC50	101823825	Itga3	TRUE	TRUE	ITGA3	P26006	3675	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
A0A1U7QC60	101830420	Pcdhb1	FALSE	TRUE	PCDHB1	Q9Y5F3	29930		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QC61	101822566	Ggt1	FALSE	FALSE	GGT1	P19440	2678	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3	1
A0A1U7QC66	101832062	LOC101832062	FALSE	TRUE	LOC101832062				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC68	101835310	LOC101835310	FALSE	TRUE	LOC101835310				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC72	101839812	LOC101839812	FALSE	TRUE	LOC101839812				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC76	101822561	LOC101822561	FALSE	TRUE	LOC101822561				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC77	101830956	Ank3	FALSE	FALSE	ANK3	Q12955	288		FALSE	TRUE	TRUE	TRUE	2	1
A0A1U7QC78	101825100	LOC101825100	FALSE	TRUE	LOC101825100				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC80	101825207	LOC101825207	FALSE	TRUE	LOC101825207				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC82	101826932	LOC101826932	FALSE	TRUE	LOC101826932				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC84	101829421	Cd3g	FALSE	FALSE	CD3G	P09693	917	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A1U7QC85	101835494	Lrrtm3	FALSE	TRUE	LRRTM3	Q86VH5	347731		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QC89	101832763	LOC101832763	FALSE	TRUE	LOC101832763				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC93	101838814	LOC101838814	FALSE	TRUE	LOC101838814				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QC97	101840147	LOC101840147	FALSE	TRUE	LOC101840147				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCA1	101842300	LOC101842300	FALSE	TRUE	LOC101842300				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCA3	101844433	LOC101844433	FALSE	TRUE	LOC101844433				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCA6	101826720	Gjd3	FALSE	TRUE	GJD3	Q8N144	125111		FALSE	TRUE	TRUE	TRUE	2	2
A0A1U7QCA7	101825278	LOC101825278	FALSE	TRUE	LOC101825278				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCA9	101825395	Hepacam	FALSE	FALSE	HEPACAM	Q14CZ8	220296	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QCB5	101829422	LOC101829422	FALSE	TRUE	LOC101829422				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCC0	101831563	LOC101831563	FALSE	TRUE	LOC101831563				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCC5	101833054	LOC101833054	FALSE	TRUE	LOC101833054				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCD1	101835057	LOC101835057	FALSE	TRUE	LOC101835057				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCD3		Pttg1ip	FALSE	FALSE	PTTG1IP	P53801	754	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QCD7	101836880	LOC101836880	FALSE	TRUE	LOC101836880				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCD8	101835934	Tmem26	FALSE	FALSE	TMEM26	Q6ZUK4	219623	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QCE2	101838746	LOC101838746	FALSE	TRUE	LOC101838746				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCE6	101829657	Kcnk1	FALSE	TRUE	KCNK1	O00180	3775		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QCE9	101840085	LOC101840085	FALSE	TRUE	LOC101840085				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCF1	101823635	Pcdh8	FALSE	TRUE	PCDH8	O95206	5100		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QCF5	101841440	LOC101841440	FALSE	TRUE	LOC101841440				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCF8	101832405	Tmc1	FALSE	TRUE	TMC1	Q8TDI8	117531		FALSE	FALSE	TRUE	TRUE	1	2
A0A1U7QCG0	101843041	LOC101843041	FALSE	TRUE	LOC101843041				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCG1	101827402	Tnfsf11	FALSE	FALSE	TNFSF11	O14788	8600		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QCH0	101831220	Cog3	FALSE	TRUE	COG3	Q96JB2	83548		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QCH4	101842731	LOC101842731	FALSE	TRUE	LOC101842731				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCH5	101823742	Vamp8	FALSE	TRUE	VAMP8	Q9BV40	8673		FALSE	TRUE	FALSE	TRUE	1	2
A0A1U7QCH7	101825469	Pou2f3	FALSE	TRUE	POU2F3	Q9UKI9	25833		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QCH9		Il23r	FALSE	FALSE	IL23R	Q5VWK5	149233		TRUE	FALSE	TRUE	TRUE	2	1
A0A1U7QCI1	101828096	Mcam	TRUE	TRUE	MCAM	P43121	4162	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
A0A1U7QCI2	101834716	Itm2b	FALSE	TRUE	ITM2B	Q9Y287	9445	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QCI5	101835935	Gfra2	FALSE	FALSE	GFRA2	O00451	2675	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
A0A1U7QCJ0	101824359	Slitrk3	FALSE	TRUE	SLITRK3	O94933	22865	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QCK0	101840264	Bmp1	FALSE	FALSE	BMP1	P13497	649	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QCK2	101828413	Slc12a6	FALSE	TRUE	SLC12A6	Q9UHW9	9990	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QCK7	101829847	LOC101829847	FALSE	TRUE	LOC101829847				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCL0	101838397	Il10ra	FALSE	TRUE	IL10RA	Q13651	3587	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QCL2	101831186	LOC101831186	FALSE	TRUE	LOC101831186				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCL4	101839994	Sidt2	FALSE	FALSE	SIDT2	Q8NBJ9	51092	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QCL5	101833425	Fgb	TRUE	TRUE	FGB	P02675	2244	1 - high confidence	FALSE	TRUE	TRUE	TRUE	4	2
A0A1U7QCL7	101832506	LOC101832506	FALSE	TRUE	LOC101832506				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCL9	101835365	Cuzd1	FALSE	FALSE	CUZD1	Q86UP6	50624		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QCM2	101834063	LOC101834063	FALSE	TRUE	LOC101834063				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCM3	101842864	Cadm1	FALSE	FALSE	CADM1	Q9BY67	23705	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QCM8	101823010	Htr3b	TRUE	TRUE	HTR3B	O95264	9177		TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7QCM9	101843361	Cln3	FALSE	FALSE	CLN3	Q13286	1201	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QCN5	101824801	Arl4a	FALSE	TRUE	ARL4A	P40617	10124		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QCQ1	101832034	Slc26a4	FALSE	TRUE	SLC26A4	O43511	5172		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QCQ5	101833519	Prkar2b	FALSE	TRUE	PRKAR2B	P31323	5577		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QCR0	101836322	Tectb	FALSE	FALSE	TECTB	Q96PL2	6975		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QCS0	101842601	Lingo1	FALSE	FALSE	LINGO1	Q96FE5	84894		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QCS1	101833891	Cd82	FALSE	TRUE	CD82	P27701	3732	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QCS5	101842296	Sorcs3	FALSE	TRUE	SORCS3	Q9UPU3	22986		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QCT3	101827585	Antxr1	TRUE	TRUE	ANTXR1	Q9H6X2	84168	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
A0A1U7QCT9	101829965	Stoml1	FALSE	TRUE	STOML1	Q9UBI4	9399		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QCU4	101833603	Slc12a4	FALSE	FALSE	SLC12A4	Q9UP95	6560		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QCU6	101833056	Hcn4	FALSE	TRUE	HCN4	Q9Y3Q4	10021		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QCU8	101827711	Hps6	FALSE	FALSE	HPS6	Q86YV9	79803		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7QCV3	101830284	Fgf8	FALSE	FALSE	FGF8	P55075	2253		FALSE	FALSE	TRUE	TRUE	1	1
A0A1U7QCV5	101837591	Nup210	FALSE	FALSE	NUP210	Q8TEM1	23225	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QCW6	101829160	Pcdh10	FALSE	TRUE	PCDH10	Q9P2E7	57575		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QCW7	101828856	LOC101828856	FALSE	TRUE	LOC101828856				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCX2	101831008	LOC101831008	FALSE	TRUE	LOC101831008				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCX6	101833146	Fat4	FALSE	TRUE	FAT4	Q6V0I7	79633	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QCX7	101832842	LOC101832842	FALSE	TRUE	LOC101832842				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCY2		LOC101834413	FALSE	TRUE	LOC101834413				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCY4	101833167	Ptprg	FALSE	FALSE	PTPRG	P23470	5793	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QCY7	101835984	LOC101835984	FALSE	TRUE	LOC101835984				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCZ2	101836119	LOC101836119	FALSE	TRUE	LOC101836119				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCZ3	101837562	LOC101837562	FALSE	TRUE	LOC101837562				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCZ7		LOC101840227	FALSE	TRUE	LOC101840227				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QCZ9	101843934	Zmat3	FALSE	TRUE	ZMAT3	Q9HA38	64393		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QD02	101841581	LOC101841581	FALSE	TRUE	LOC101841581				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD03	101826257	Edem3	FALSE	FALSE	EDEM3	Q9BZQ6	80267	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QD06	101842919	LOC101842919	FALSE	TRUE	LOC101842919				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD11	101830595	Lamc1	FALSE	FALSE	LAMC1	P11047	3915	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QD13	101844512	LOC101844512	FALSE	TRUE	LOC101844512				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD19	101829786	Ptchd3	FALSE	FALSE	PTCHD3	Q3KNS1	374308		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QD20	101823242	LOC101823242	FALSE	TRUE	LOC101823242				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD22	101835431	Slc14a1	FALSE	TRUE	SLC14A1	Q13336	6563	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QD24	101828233	Tctn3	FALSE	FALSE	TCTN3	Q6NUS6	26123		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QD25	101836606	Angptl1	FALSE	FALSE	ANGPTL1	O95841	9068	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QD26		LOC101824842	FALSE	TRUE	LOC101824842				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD27	101837531	LOC101837531	FALSE	TRUE	LOC101837531				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD32	101826419	LOC101826419	FALSE	TRUE	LOC101826419				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD34	101841265	Tnr	TRUE	FALSE	TNR	Q92752	7143		FALSE	FALSE	TRUE	FALSE	2	0
A0A1U7QD39		Tnfsf4	FALSE	FALSE	TNFSF4	P23510	7292		TRUE	TRUE	TRUE	TRUE	3	1
A0A1U7QD43	101831187	LOC101831187	FALSE	TRUE	LOC101831187				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD44	101822471	Dnm3	FALSE	FALSE	DNM3	Q9UQ16	26052		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7QD47	101823899	Prrc2c	FALSE	FALSE	PRRC2C	Q9Y520	23215	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QD49	101832507	LOC101832507	FALSE	TRUE	LOC101832507				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD50	101827512	Igsf3	FALSE	FALSE	IGSF3	O75054	3321	1 - high confidence	TRUE	FALSE	TRUE	FALSE	3	0
A0A1U7QD54	101834065	LOC101834065	FALSE	TRUE	LOC101834065				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD61	101835643	LOC101835643	FALSE	TRUE	LOC101835643				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD62	101828009	Slc19a2	FALSE	TRUE	SLC19A2	O60779	10560	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QD65	101825526	Minpp1	FALSE	FALSE	MINPP1	Q9UNW1	9562	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QD67	101837209	LOC101837209	FALSE	TRUE	LOC101837209				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD68	101822379	Nptx1	FALSE	FALSE	NPTX1	Q15818	4884	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7QD72	101838541	LOC101838541	FALSE	TRUE	LOC101838541				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QD78	101840382	Kcnd3	FALSE	TRUE	KCND3	Q9UK17	3752		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QD80	101831977	Jak2	FALSE	TRUE	JAK2	O60674	3717		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QD83	101841505	Aplnr	FALSE	TRUE	APLNR	P35414	187	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QD88	101842839	Prg2	FALSE	FALSE	PRG2	P13727	5553	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QD94	101841977	Uap1	FALSE	TRUE	UAP1	Q16222	6675		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QDA8	101827376	Znf804a	FALSE	TRUE	ZNF804A	Q7Z570	91752		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QDB8	101831098	Fkbp7	FALSE	FALSE	FKBP7	Q9Y680	51661	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QDC3	101826744	LOC101826744	FALSE	TRUE	LOC101826744				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDC7	101828319	LOC101828319	FALSE	TRUE	LOC101828319				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDD3	101830734	LOC101830734	FALSE	TRUE	LOC101830734				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDD8	101832317	LOC101832317	FALSE	TRUE	LOC101832317				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDD9	101844023	Fstl1	FALSE	FALSE	FSTL1	Q12841	11167	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QDE3	101833629	LOC101833629	FALSE	TRUE	LOC101833629				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDF5	101827234	Adcy5	FALSE	TRUE	ADCY5	O95622	111		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QDF6	101834908	Plp1	FALSE	FALSE	PLP1	P60201	5354		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QDH1	101834002	Abca9	FALSE	FALSE	ABCA9	Q8IUA7	10350		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QDH5	101841632	LOC101841632	FALSE	TRUE	LOC101841632				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDH9	101831451	Hbegf	TRUE	TRUE	HBEGF	Q99075	1839		TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7QDI0	101843499	LOC101843499	FALSE	TRUE	LOC101843499				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDI1	101838044	Cacng4	FALSE	TRUE	CACNG4	Q9UBN1	27092		TRUE	FALSE	TRUE	TRUE	2	2
A0A1U7QDI2	101825356	Gng3	FALSE	TRUE	GNG3	P63215	2785		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QDI5	101822492	LOC101822492	FALSE	TRUE	LOC101822492				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDJ2	101837296	Ctnna1	FALSE	TRUE	CTNNA1	P35221	1495		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QDJ4	101829381	Slc22a8	FALSE	TRUE	SLC22A8	Q8TCC7	9376		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QDJ5	101825678	Epha3	FALSE	TRUE	EPHA3	P29320	2042	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QDJ6	101842866	Scn4a	FALSE	TRUE	SCN4A	P35499	6329		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QDK3	101832935	Flrt1	FALSE	FALSE	FLRT1	Q9NZU1	23769	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QDL1	101826356	Mrc2	FALSE	FALSE	MRC2	Q9UBG0	9902	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QDL2	101836569	Kcnk4	FALSE	TRUE	KCNK4	Q9NYG8	50801		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QDL3	101824613	Kng1	FALSE	FALSE	KNG1	P01042	3827	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7QDL5	101840384	Crhr2	FALSE	FALSE	CRHR2	Q13324	1395		TRUE	TRUE	FALSE	TRUE	2	1
A0A1U7QDM4	101844576	Tril	FALSE	FALSE	TRIL	Q7L0X0	9865	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QDM7	101836348	Mpp2	FALSE	FALSE	MPP2	Q14168	4355		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7QDN2	101831275	Dsg3	FALSE	TRUE	DSG3	P32926	1830		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QDN7	101833465	Aqp4	FALSE	FALSE	AQP4	P55087	361		TRUE	TRUE	TRUE	TRUE	3	1
A0A1U7QDP3	101841707	Slc4a1	FALSE	TRUE	SLC4A1	P02730	6521		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QDP6	101843208	Itga2b	TRUE	TRUE	ITGA2B	P08514	3674	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
A0A1U7QDP8	101827539	Ltbp3	FALSE	FALSE	LTBP3	Q9NS15	4054	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QDQ1	101834292	LOC101834292	FALSE	TRUE	LOC101834292				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QDR7	101822493	Cltc	FALSE	TRUE	CLTC	Q00610	1213	3 - unspecific	FALSE	TRUE	FALSE	TRUE	2	2
A0A1U7QDS2	101830230	Cntnap1	FALSE	FALSE	CNTNAP1	P78357	8506	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QDS7	101839650	Gdi2	FALSE	FALSE	GDI2	P50395	2665		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7QDT3	101826722	Ca4	TRUE	TRUE	CA4	P22748	762		TRUE	TRUE	TRUE	TRUE	4	2
A0A1U7QDT6	101840053	B4gat1	FALSE	FALSE	B4GAT1	O43505	11041	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QDT7	101832884	Naglu	FALSE	FALSE	NAGLU	P54802	4669	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
A0A1U7QDV2	101829701	Gpr137b	FALSE	FALSE	GPR137B	O60478	7107		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QDV6	101825359	Syt12	FALSE	FALSE	SYT12	Q8IV01	91683		FALSE	TRUE	FALSE	TRUE	1	1
A0A1U7QDX4	101828446	Gpr142	FALSE	FALSE	GPR142	Q7Z601	350383		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QDX7	101832500	Acy3	FALSE	TRUE	ACY3	Q96HD9	91703		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QDY2	101834231	Lrp5	FALSE	TRUE	LRP5	O75197	4041	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QDZ1	101823873	Pde4d	FALSE	TRUE	PDE4D	Q08499	5144		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QDZ8	101839512	Fadd	FALSE	TRUE	FADD	Q13158	8772		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QDZ9	101827163	Slc13a2	FALSE	FALSE	SLC13A2	Q13183	9058		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QE02	101831224	Rnf130	FALSE	FALSE	RNF130	Q86XS8	55819	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
A0A1U7QE10	101834718	LOC101834718	FALSE	TRUE	LOC101834718				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QE11	101822794	Cd81	FALSE	TRUE	CD81	P60033	975		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QE21	101840234	Tmem171	FALSE	FALSE	TMEM171	Q8WVE6	134285		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QE25	101825020	Ap3b1	FALSE	FALSE	AP3B1	O00203	8546		FALSE	TRUE	FALSE	FALSE	1	0
A0A1U7QE27	101837328	LOC101837328	TRUE	TRUE	LOC101837328				FALSE	FALSE	FALSE	FALSE	1	1
A0A1U7QE32	101838753	Fndc9	FALSE	FALSE	FNDC9	Q8TBE3	408263		TRUE	FALSE	FALSE	FALSE	1	0
A0A1U7QE40	101833204	Ap2a2	FALSE	TRUE	AP2A2	O94973	161		FALSE	TRUE	FALSE	TRUE	1	2
A0A1U7QE51	101824428	Gabrb2	FALSE	TRUE	GABRB2	P47870	2561		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QE52	101843855	Rtn4	FALSE	FALSE	RTN4	Q9NQC3	57142	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
A0A1U7QE53	101837477	Drd4	FALSE	TRUE	DRD4	P21917	1815		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QE56	101823462	Ccdc88a	FALSE	TRUE	CCDC88A	Q3V6T2	55704		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QE57	101839626	Gpr150	FALSE	FALSE	GPR150	Q8NGU9	285601		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QE72	101831660	Ehbp1	FALSE	TRUE	EHBP1	Q8NDI1	23301		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QE74	101844776	LOC101844776	FALSE	TRUE	LOC101844776				FALSE	FALSE	FALSE	FALSE	0	1
A0A1U7QE76	101825972	Slc2a12	FALSE	FALSE	SLC2A12	Q8TD20	154091		TRUE	FALSE	FALSE	TRUE	1	1
A0A1U7QE91	101838749	Egfr	TRUE	TRUE	EGFR	P00533	1956	1 - high confidence	TRUE	FALSE	TRUE	TRUE	4	2
A0A1U7QE93	101840830	Ugt8	FALSE	FALSE	UGT8	Q16880	7368	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
A0A1U7QE95	101826096	Cldn18	FALSE	TRUE	CLDN18	P56856	51208		TRUE	FALSE	FALSE	TRUE	1	2
A0A1U7QEA7	101827425	Pja2	FALSE	TRUE	PJA2	O43164	9867		FALSE	FALSE	FALSE	TRUE	0	2
A0A1U7QEA8	101844077	Ptprk	FALSE	FALSE	PTPRK	Q15262	5796	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
A0A1U7QEA9	101831573	Slco2a1	FALSE	TRUE	SLCO2A1	Q92959	6578	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
A0A1U7QEB1	101833585	Epha4	FALSE	TRUE	EPHA4	P54764	2043	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	2
A0A1U7QEB4	101832713	Tmem108	FALSE	FALSE	TMEM108	Q6UXF1	66000		TRUE	FALSE	FALSE	FALSE	1	0
