UniProt	GeneID	Gene Name	CSPA category	Surfaceome	CRISPR	GO cell surface	GO plasma membrane	Num cell surface evidence
P18621	6139	RPL17	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P18627	3902	LAG3		TRUE	TRUE	TRUE	TRUE	3
P18825	152	ADRA2C	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P18827	6382	SDC1		TRUE	TRUE	TRUE	TRUE	3
P18859	522	ATP5PF		FALSE	FALSE	TRUE	FALSE	1
P19013	3851	KRT4		FALSE	FALSE	TRUE	FALSE	1
P19021	5066	PAM		TRUE	FALSE	TRUE	TRUE	2
P19022	1000	CDH2	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P19075	7103	TSPAN8	2 - putative	TRUE	FALSE	TRUE	TRUE	3
P19235	2057	EPOR		TRUE	FALSE	FALSE	TRUE	1
P19256	965	CD58	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P19320	7412	VCAM1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P19397	963	CD53	2 - putative	TRUE	TRUE	TRUE	TRUE	4
P19438	7132	TNFRSF1A	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P19440	2678	GGT1	3 - unspecific	TRUE	TRUE	FALSE	TRUE	3
P19634	6548	SLC9A1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P19823	3698	ITIH2	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P19835		CEL		FALSE	FALSE	TRUE	TRUE	1
P20023	1380	CR2	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P20036	3113	HLA-DPA1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P20138	945	CD33	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P20273	933	CD22	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P20309	1131	CHRM3		TRUE	FALSE	FALSE	TRUE	1
P20333	7133	TNFRSF1B		TRUE	FALSE	FALSE	TRUE	1
P20336	5864	RAB3A		FALSE	TRUE	FALSE	TRUE	1
P20594	4882	NPR2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P20645	4074	M6PR	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P20701	3683	ITGAL	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P20702	3687	ITGAX	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P20718	2999	GZMH	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P20774	4969	OGN	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P20827	1942	EFNA1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P20851	725	C4BPB	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P20908	1289	COL5A1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P20916	4099	MAG		TRUE	FALSE	FALSE	TRUE	1
P20936	5921	RASA1		FALSE	TRUE	FALSE	TRUE	1
P21246	5764	PTN		FALSE	FALSE	TRUE	TRUE	1
P21333	2316	FLNA	2 - putative	FALSE	FALSE	FALSE	TRUE	1
P21439	5244	ABCB4		TRUE	FALSE	FALSE	TRUE	1
P21452	6865	TACR2		TRUE	FALSE	FALSE	TRUE	1
P21453	1901	S1PR1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P21462	2357	FPR1		TRUE	FALSE	FALSE	TRUE	1
P21554	1268	CNR1		TRUE	FALSE	FALSE	TRUE	1
P21579	6857	SYT1		FALSE	TRUE	FALSE	TRUE	1
P21583	4254	KITLG	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P21589	4907	NT5E	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P21709	2041	EPHA1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P21728	1812	DRD1		TRUE	FALSE	FALSE	TRUE	1
P21730	728	C5AR1		TRUE	FALSE	TRUE	TRUE	2
P21731	6915	TBXA2R	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P21754	7784	ZP3		TRUE	FALSE	FALSE	TRUE	1
P21757	4481	MSR1	2 - putative	TRUE	FALSE	FALSE	TRUE	2
P21796	7416	VDAC1	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P21802	2263	FGFR2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P21810	633	BGN	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P21854	971	CD72	2 - putative	FALSE	FALSE	FALSE	TRUE	1
P21860	2065	ERBB3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P21917	1815	DRD4		TRUE	FALSE	FALSE	TRUE	1
P21918	1816	DRD5		TRUE	FALSE	FALSE	TRUE	1
P21926	928	CD9		TRUE	TRUE	TRUE	TRUE	3
P22001	3738	KCNA3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P22083	2526	FUT4		FALSE	TRUE	TRUE	FALSE	2
P22105	7148	TNXB	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2
P22223	1001	CDH3	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P22303	43	ACHE	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P22314	7317	UBA1	2 - putative	FALSE	FALSE	FALSE	FALSE	1
P22413	5167	ENPP1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P22455	2264	FGFR4	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P22460	3741	KCNA5		FALSE	FALSE	TRUE	TRUE	1
P22607	2261	FGFR3	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P22695	7385	UQCRC2	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P22732	6518	SLC2A5	2 - putative	TRUE	FALSE	FALSE	TRUE	2
P22748	762	CA4		TRUE	TRUE	TRUE	TRUE	3
P22794	2123	EVI2A	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
P22888	3973	LHCGR		TRUE	TRUE	FALSE	TRUE	2
P22897	4360	MRC1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P23083		IGHV1-2		FALSE	FALSE	TRUE	TRUE	1
P23141	1066	CES1	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P23229	3655	ITGA6	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P23276	3792	KEL		TRUE	FALSE	FALSE	TRUE	1
P23284	5479	PPIB	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P23352	3730	ANOS1		FALSE	TRUE	FALSE	TRUE	1
P23415	2741	GLRA1		TRUE	TRUE	TRUE	TRUE	3
P23416	2742	GLRA2		TRUE	FALSE	FALSE	TRUE	1
P23443	6198	RPS6KB1		FALSE	TRUE	FALSE	FALSE	1
P23467	5787	PTPRB	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P23468	5789	PTPRD	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P23470	5793	PTPRG	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P23471	5803	PTPRZ1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P23510	7292	TNFSF4		TRUE	TRUE	TRUE	TRUE	3
P23515	4974	OMG		TRUE	FALSE	FALSE	TRUE	1
P23560	627	BDNF	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P23634	493	ATP2B4		TRUE	FALSE	FALSE	TRUE	1
P23763	6843	VAMP1		FALSE	TRUE	TRUE	TRUE	2
P23942	5961	PRPH2		TRUE	FALSE	FALSE	TRUE	1
P23945	2492	FSHR		TRUE	TRUE	FALSE	TRUE	2
P23975	6530	SLC6A2	2 - putative	TRUE	FALSE	TRUE	TRUE	3
P24001	9235	IL32		FALSE	TRUE	FALSE	FALSE	1
P24043	3908	LAMA2	1 - high confidence	FALSE	TRUE	FALSE	TRUE	2
P24046	2569	GABRR1		TRUE	FALSE	FALSE	TRUE	1
P24071	2204	FCAR	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P24394	3566	IL4R	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P24530	1910	EDNRB		TRUE	FALSE	FALSE	TRUE	1
P24821	3371	TNC	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P25021	3274	HRH2		TRUE	FALSE	FALSE	TRUE	1
P25024	3577	CXCR1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P25025	3579	CXCR2		TRUE	TRUE	TRUE	TRUE	3
P25063	100133941	CD24		TRUE	TRUE	TRUE	TRUE	3
P25089	2359	FPR3		TRUE	FALSE	FALSE	TRUE	1
P25090	2358	FPR2		TRUE	FALSE	FALSE	TRUE	1
P25092	2984	GUCY2C		TRUE	FALSE	FALSE	TRUE	1
P25100	146	ADRA1D		TRUE	FALSE	FALSE	TRUE	1
P25101	1909	EDNRA	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P25103	6869	TACR1		TRUE	TRUE	FALSE	TRUE	2
P25105	5724	PTAFR	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P25106	57007	ACKR3	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P25116	2149	F2R	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P25189	4359	MPZ	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P25311	563	AZGP1		FALSE	TRUE	TRUE	TRUE	2
P25391	284217	LAMA1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P25445	355	FAS	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P25929	4886	NPY1R	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P25940	50509	COL5A3	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P25942	958	CD40	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26006	3675	ITGA3	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26010	3695	ITGB7	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26012	3696	ITGB8	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26038	4478	MSN		FALSE	TRUE	TRUE	TRUE	2
P26232	1496	CTNNA2		FALSE	TRUE	FALSE	TRUE	1
P26599	5725	PTBP1	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P26715	3821	KLRC1	2 - putative	TRUE	FALSE	FALSE	TRUE	2
P26717	3822	KLRC2		TRUE	FALSE	FALSE	TRUE	1
P26718	100528032;22914	KLRK1		TRUE	FALSE	TRUE	TRUE	2
P26842	939	CD27	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P26951	3563	IL3RA	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P26992	1271	CNTFR	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P27037	92	ACVR2A	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P27169	5444	PON1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P27348	10971	YWHAQ	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P27487	1803	DPP4	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P27701	3732	CD82	2 - putative	TRUE	FALSE	FALSE	TRUE	2
P27797	811	CALR	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P27824	821	CANX	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P27930	7850	IL1R2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P28067		HLA-DMA		TRUE	FALSE	TRUE	TRUE	2
P28068	3109	HLA-DMB		TRUE	FALSE	FALSE	TRUE	1
P28221	3352	HTR1D	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P28222	3351	HTR1B		TRUE	FALSE	FALSE	TRUE	1
P28223	3356	HTR2A		TRUE	FALSE	FALSE	TRUE	1
P28300	4015	LOX	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P28335	3358	HTR2C		TRUE	FALSE	FALSE	TRUE	1
P28336	4829	NMBR		TRUE	FALSE	FALSE	TRUE	1
P28472	2562	GABRB3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P28476	2570	GABRR2		TRUE	FALSE	FALSE	TRUE	1
P28566	3354	HTR1E		TRUE	FALSE	FALSE	TRUE	1
P28799	2896	GRN	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1
P28827	5797	PTPRM	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P28845	3290	HSD11B1	2 - putative	FALSE	FALSE	FALSE	FALSE	1
P28906	947	CD34	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P28907	952	CD38	2 - putative	TRUE	TRUE	TRUE	TRUE	4
P28908	943	TNFRSF8	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P29016	910	CD1B	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P29017	911	CD1C	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P29033	2706	GJB2		TRUE	TRUE	FALSE	TRUE	2
P29122	5046	PCSK6		FALSE	TRUE	TRUE	TRUE	2
P29274	135	ADORA2A		TRUE	FALSE	FALSE	TRUE	1
P29275	136	ADORA2B		TRUE	TRUE	FALSE	TRUE	2
P29317	1969	EPHA2	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P29320	2042	EPHA3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P29322	2046	EPHA8		TRUE	FALSE	FALSE	TRUE	1
P29323	2048	EPHB2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P29371	6870	TACR3		TRUE	FALSE	FALSE	TRUE	1
P29376	4058	LTK		TRUE	FALSE	FALSE	TRUE	1
P29459	3592	IL12A		FALSE	FALSE	TRUE	FALSE	1
P29460	3593	IL12B		FALSE	FALSE	TRUE	TRUE	1
P29692	1936	EEF1D	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P29965	959	CD40LG	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P29966	4082	MARCKS	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P29972	358	AQP1	2 - putative	TRUE	FALSE	FALSE	TRUE	2
P30040	10961	ERP29		FALSE	FALSE	TRUE	FALSE	1
P30086	5037	PEBP1		FALSE	TRUE	FALSE	FALSE	1
P30101	2923	PDIA3		FALSE	FALSE	TRUE	FALSE	1
P30203	923	CD6	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P30273	2207	FCER1G		FALSE	TRUE	TRUE	TRUE	2
P30301	4284	MIP		TRUE	FALSE	FALSE	TRUE	1
P30408	4071	TM4SF1		TRUE	FALSE	FALSE	TRUE	1
P30411	624	BDKRB2		TRUE	FALSE	FALSE	TRUE	1
P30414	4820	NKTR	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P30511	3134	HLA-F	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P30518	554	AVPR2		TRUE	FALSE	FALSE	TRUE	1
P30530	558	AXL	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P30531	6529	SLC6A1		TRUE	TRUE	TRUE	TRUE	3
P30532	1138	CHRNA5		TRUE	FALSE	FALSE	TRUE	1
P30533	4043	LRPAP1	3 - unspecific	FALSE	TRUE	TRUE	TRUE	3
P30542	134	ADORA1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P30550	2925	GRPR		TRUE	FALSE	FALSE	TRUE	1
P30556	185	AGTR1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P30559	5021	OXTR		TRUE	FALSE	FALSE	TRUE	1
P30825	6541	SLC7A1	2 - putative	TRUE	FALSE	FALSE	TRUE	2
P30872	6751	SSTR1		TRUE	FALSE	FALSE	TRUE	1
P30874	6752	SSTR2		TRUE	FALSE	FALSE	TRUE	1
P30926	1143	CHRNB4		TRUE	FALSE	FALSE	TRUE	1
P30939	3355	HTR1F		TRUE	FALSE	FALSE	TRUE	1
P30953	8387	OR1E1		TRUE	FALSE	FALSE	TRUE	1
P30954	26476	OR10J1		TRUE	FALSE	FALSE	TRUE	1
P30968	2798	GNRHR		TRUE	FALSE	FALSE	TRUE	1
P30988	799	CALCR		TRUE	FALSE	FALSE	TRUE	1
P30989	4923	NTSR1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P31358	1043	CD52		TRUE	FALSE	FALSE	TRUE	1
P31391	6754	SSTR4		TRUE	FALSE	FALSE	TRUE	1
P31431	6385	SDC4		FALSE	TRUE	TRUE	TRUE	2
P31639	6524	SLC5A2		TRUE	FALSE	FALSE	TRUE	1
P31641	6533	SLC6A6	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P31644	2558	GABRA5		TRUE	FALSE	FALSE	TRUE	1
P31645	6532	SLC6A4		TRUE	FALSE	FALSE	TRUE	1
P31785	3561	IL2RG	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P31994	2213	FCGR2B	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P31995	9103	FCGR2C		TRUE	FALSE	FALSE	TRUE	1
P31997	1088	CEACAM8	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P32004	3897	L1CAM	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P32238	886	CCKAR		TRUE	FALSE	FALSE	TRUE	1
P32239	887	CCKBR		TRUE	FALSE	FALSE	TRUE	1
P32241	7433	VIPR1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P32245	4160	MC4R		TRUE	FALSE	FALSE	TRUE	1
P32246	1230	CCR1		TRUE	TRUE	TRUE	TRUE	3
P32247	680	BRS3		TRUE	FALSE	FALSE	TRUE	1
P32248	1236	CCR7	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P32249	1880	GPR183		TRUE	FALSE	FALSE	TRUE	1
P32297	1136	CHRNA3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P32302	643	CXCR5	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P32418	6546	SLC8A1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P32745	6753	SSTR3		TRUE	FALSE	FALSE	TRUE	1
P32856	2054	STX2		FALSE	TRUE	FALSE	TRUE	1
P32926	1830	DSG3		TRUE	FALSE	FALSE	TRUE	1
P32927	1439	CSF2RB	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P32942	3385	ICAM3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P32969	6133	RPL9;RPL9P7;RPL9P8;RPL9P9	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P32970	970	CD70	2 - putative	TRUE	FALSE	FALSE	TRUE	2
P32971	944	TNFSF8		TRUE	FALSE	FALSE	TRUE	1
P33032	4161	MC5R		TRUE	FALSE	FALSE	TRUE	1
P33151	1003	CDH5	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P33527	4363	ABCC1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P33681	941	CD80	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P34059	2588	GALNS	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P34741	6383	SDC2		TRUE	FALSE	TRUE	TRUE	2
P34810	968	CD68	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P34903	2556	GABRA3		TRUE	FALSE	FALSE	TRUE	1
P34910	2124	EVI2B		TRUE	FALSE	FALSE	TRUE	1
P34925	6259	RYK	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P34969	3363	HTR7		TRUE	FALSE	FALSE	TRUE	1
P34972	1269	CNR2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P34981	7201	TRHR	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P34982	4991	OR1D2		TRUE	FALSE	FALSE	TRUE	1
P34995	5731	PTGER1		TRUE	FALSE	FALSE	TRUE	1
P34998	104909134;1394	CRHR1		TRUE	FALSE	FALSE	TRUE	1
P35052	2817	GPC1	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P35070	685	BTC		TRUE	FALSE	FALSE	TRUE	1
P35212	2701	GJA4		TRUE	TRUE	FALSE	TRUE	2
P35225	3596	IL13		FALSE	TRUE	TRUE	TRUE	2
P35232	5245	PHB		FALSE	FALSE	TRUE	TRUE	1
P35346	6755	SSTR5		TRUE	FALSE	FALSE	TRUE	1
P35348	148	ADRA1A		TRUE	FALSE	FALSE	TRUE	1
P35354	5743	PTGS2	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P35367	3269	HRH1		TRUE	FALSE	FALSE	TRUE	1
P35368	147	ADRA1B		TRUE	FALSE	FALSE	TRUE	1
P35372	4988	OPRM1		TRUE	FALSE	FALSE	TRUE	1
P35408	5734	PTGER4		TRUE	FALSE	FALSE	TRUE	1
P35410	116511	MAS1L		TRUE	FALSE	FALSE	TRUE	1
P35414	187	APLNR	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P35442	7058	THBS2	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P35443	7060	THBS4		FALSE	TRUE	FALSE	FALSE	1
P35462	1814	DRD3		TRUE	FALSE	FALSE	TRUE	1
P35498	6323	SCN1A		TRUE	FALSE	FALSE	TRUE	1
P35499	6329	SCN4A		TRUE	FALSE	FALSE	TRUE	1
P35555	2200	FBN1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P35556	2201	FBN2	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P35579	4627	MYH9	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1
P35590	7075	TIE1	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P35606	9276	COPB2		FALSE	TRUE	FALSE	FALSE	1
P35613	682	BSG	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P35916	2324	FLT4	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P35968	3791	KDR		TRUE	TRUE	FALSE	TRUE	2
P36269	2687	GGT5	3 - unspecific	FALSE	TRUE	FALSE	TRUE	2
P36382	2702	GJA5		FALSE	TRUE	FALSE	TRUE	1
P36383	10052	GJC1		FALSE	TRUE	FALSE	TRUE	1
P36544	1139;89832	CHRNA7		TRUE	FALSE	FALSE	TRUE	1
P36888	2322	FLT3	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3
P36894	657	BMPR1A		TRUE	FALSE	TRUE	TRUE	2
P36896	91	ACVR1B		TRUE	TRUE	TRUE	TRUE	3
P36897	7046	TGFBR1		TRUE	FALSE	TRUE	TRUE	2
P36941	4055	LTBR	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P36955	5176	SERPINF1	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P37023	94	ACVRL1		TRUE	TRUE	TRUE	TRUE	3
P37059	3294	HSD17B2	2 - putative	FALSE	FALSE	FALSE	FALSE	1
P37088	6337	SCNN1A		TRUE	TRUE	FALSE	TRUE	2
P37173	7048	TGFBR2	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P37288	552	AVPR1A		TRUE	FALSE	FALSE	TRUE	1
P37802	8407	TAGLN2	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P38435	2677	GGCX	2 - putative	FALSE	FALSE	FALSE	FALSE	1
P38484	3460	IFNGR2		TRUE	FALSE	FALSE	TRUE	1
P38567	6677	SPAM1		TRUE	FALSE	FALSE	TRUE	1
P38570	3682	ITGAE	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P38571	3988	LIPA	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P38646	3313	HSPA9		FALSE	TRUE	FALSE	FALSE	1
P39023	6122	RPL3	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P39059	1306	COL15A1		FALSE	TRUE	FALSE	FALSE	1
P39060	80781	COL18A1		FALSE	TRUE	FALSE	FALSE	1
P39086	2897	GRIK1		TRUE	FALSE	FALSE	TRUE	1
P39877	5322	PLA2G5		FALSE	TRUE	FALSE	TRUE	1
P40126	1638	DCT	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P40189	3572	IL6ST	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P40197	2814	GP5	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P40198	1084	CEACAM3		TRUE	FALSE	FALSE	TRUE	1
P40199	4680	CEACAM6	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P40200	10225	CD96	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P40238	4352	MPL		TRUE	FALSE	TRUE	TRUE	2
P40259	974	CD79B	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P40879	1811	SLC26A3		TRUE	FALSE	FALSE	TRUE	1
P40933	3600	IL15		FALSE	FALSE	TRUE	FALSE	1
P40967	6490	PMEL	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P41143	4985	OPRD1		TRUE	FALSE	FALSE	TRUE	1
P41145	4986	OPRK1		TRUE	FALSE	FALSE	TRUE	1
P41146	4987	OPRL1		TRUE	FALSE	FALSE	TRUE	1
P41180	846	CASR		TRUE	FALSE	TRUE	TRUE	2
P41181	359	AQP2		TRUE	FALSE	FALSE	TRUE	1
P41217	4345	CD200	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P41221	7474	WNT5A	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3
P41231	5029	P2RY2		TRUE	FALSE	FALSE	TRUE	1
P41439	2352	FOLR3		FALSE	FALSE	TRUE	TRUE	1
P41440	6573	SLC19A1	2 - putative	TRUE	FALSE	FALSE	TRUE	2
P41586	117	ADCYAP1R1		TRUE	FALSE	TRUE	TRUE	2
P41587	7434	VIPR2		TRUE	FALSE	FALSE	TRUE	1
P41594	2915	GRM5		TRUE	FALSE	FALSE	TRUE	1
P41595	3357	HTR2B	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P41597	729230	CCR2		TRUE	FALSE	TRUE	TRUE	2
P41732	7102	TSPAN7		TRUE	FALSE	FALSE	TRUE	1
P41968	4159	MC3R		TRUE	FALSE	FALSE	TRUE	1
P42081	942	CD86	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P42261	2890	GRIA1		TRUE	TRUE	TRUE	TRUE	3
P42262	2891	GRIA2	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P42263	2892	GRIA3		TRUE	FALSE	FALSE	TRUE	1
P42658	1804	DPP6		TRUE	FALSE	FALSE	TRUE	1
P42701	3594	IL12RB1		TRUE	TRUE	TRUE	TRUE	3
P42702	3977	LIFR	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3
P42766	11224	RPL35	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1
P42771	1029	CDKN2A		FALSE	TRUE	FALSE	FALSE	1
P42892	1889	ECE1	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P43003	6507	SLC1A3	2 - putative	TRUE	TRUE	TRUE	TRUE	4
P43004	6506	SLC1A2		TRUE	FALSE	TRUE	TRUE	2
P43005	6505	SLC1A1		TRUE	FALSE	FALSE	TRUE	1
P43007	6509	SLC1A4	2 - putative	TRUE	FALSE	TRUE	TRUE	3
P43088	5737	PTGFR		TRUE	FALSE	FALSE	TRUE	1
P43115	5733	PTGER3	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P43116	5732	PTGER2	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P43119	5739	PTGIR	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2
P43121	4162	MCAM	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4
P43146	1630	DCC		TRUE	FALSE	FALSE	TRUE	1
P43220	2740	GLP1R		TRUE	FALSE	FALSE	TRUE	1
P43235	1513	CTSK	3 - unspecific	FALSE	FALSE	TRUE	TRUE	2
P43251	686	BTD	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
P43307	6745	SSR1	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2
P43308	6746	SSR2	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1
