Gene Name	UniProt	GeneID	GO cell surface	GO plasma membrane	Gene Name - human	UniProt - human	GeneID - human	CSPA category	Surfaceome	CRISPR	GO cell surface - human	GO plasma membrane - human	Num cell surface evidence	Num plasma membrane evidence
Slc3a1	A0A1U7QEI2	101838676	FALSE	TRUE	SLC3A1	Q07837	6519		TRUE	FALSE	FALSE	TRUE	1	2
Fzd5	A0A1U7QEJ0	101838216	TRUE	TRUE	FZD5	Q13467	7855		TRUE	TRUE	TRUE	TRUE	4	2
Fzd7	A0A1U7QEK4	101823463	FALSE	FALSE	FZD7	O75084	8324		TRUE	FALSE	FALSE	TRUE	1	1
Tnfsf13b	A0A1U7QEL5;A0A1U7QN58	101839310	FALSE	FALSE	TNFSF13B	Q9Y275	10673		TRUE	FALSE	FALSE	TRUE	1	1
Efnb2	A0A1U7QEM0	101840568	FALSE	TRUE	EFNB2	P52799	1948	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Icos	A0A1U7QEN3	101841612	FALSE	FALSE	ICOS	Q9Y6W8	29851		TRUE	TRUE	TRUE	TRUE	3	1
Lrrc8c	A0A1U7QEN4;A0A1U8CE62;A0A3Q0D1E8;A0A3Q0D2G1;A0A3Q0D2Y2	101822588	FALSE	TRUE	LRRC8C	Q8TDW0	84230	2 - putative	FALSE	FALSE	FALSE	TRUE	1	2
Il17a	A0A1U7QEN5	101828638	TRUE	TRUE	IL17A	Q16552	3605		FALSE	TRUE	TRUE	TRUE	3	2
Abcg1	A0A1U7QEP3;A0A3Q0CR09;A0A3Q0CR13;A0A3Q0CRC9	101825133	TRUE	TRUE	ABCG1	P45844	9619		FALSE	TRUE	TRUE	TRUE	3	2
Ptchd4	A0A1U7QEP5;A0A1U7QQ77;A0A1U8C4T2	101831753	FALSE	FALSE	PTCHD4	Q6ZW05	442213		TRUE	FALSE	FALSE	FALSE	1	0
Adgrf1	A0A1U7QEP9;A0A1U8C4E7;A0A3Q0CNL0;A0A3Q0CVI3	101832978	FALSE	TRUE	ADGRF1	Q5T601	266977	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
C3ar1	A0A1U7QER1	101825453	FALSE	FALSE	C3AR1	Q16581	719		TRUE	FALSE	FALSE	TRUE	1	1
Slc6a12	A0A1U7QER7;A0A1U8BRP7	101827381	FALSE	TRUE	SLC6A12	P48065	6539		TRUE	FALSE	FALSE	TRUE	1	2
Ptk7	A0A1U7QES4	101844288	FALSE	TRUE	PTK7	Q13308	5754	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Postn	A0A1U7QES8;A0A1U7QNC2;A0A1U7QR75;A0A1U7QYR1	101823834	FALSE	FALSE	POSTN	Q15063	10631	1 - high confidence	FALSE	TRUE	FALSE	FALSE	2	0
Pcdh18	A0A1U7QEU3;A0A1U7QND7	101830348	FALSE	TRUE	PCDH18	Q9HCL0	54510	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Hrh1	A0A1U7QEW2	101824231	FALSE	TRUE	HRH1	P35367	3269		TRUE	FALSE	FALSE	TRUE	1	2
Lrfn2	A0A1U7QEW8	101835941	TRUE	FALSE	LRFN2	Q9ULH4	57497		TRUE	FALSE	TRUE	TRUE	3	1
Rtn4r	A0A1U7QEX0	101838065	TRUE	TRUE	RTN4R	Q9BZR6	65078	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
Cav3	A0A1U7QEY6	101834069	FALSE	TRUE	CAV3	P56539	859		FALSE	TRUE	TRUE	TRUE	2	2
Grm7	A0A1U7QEZ0;A0A1U8BEG4	101835553	FALSE	TRUE	GRM7	Q14831	2917		TRUE	FALSE	FALSE	TRUE	1	2
Vsir	A0A1U7QF12;A0A1U8BPV0	101844731	FALSE	FALSE	VSIR	Q9H7M9	64115	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Srpx2	A0A1U7QF18	101843679	FALSE	FALSE	SRPX2	O60687	27286		FALSE	FALSE	TRUE	TRUE	1	1
Slc7a4	A0A1U7QF19;A0A1U8C418;A0A1U8C419	101836301	FALSE	FALSE	SLC7A4	O43246	6545		TRUE	FALSE	FALSE	FALSE	1	0
Gpr176	A0A1U7QF20;A0A1U8C213	101843988	FALSE	TRUE	GPR176	Q14439	11245	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Slc37a1	A0A1U7QF27;A0A3Q0CR17	101829333	FALSE	FALSE	SLC37A1	P57057	54020		TRUE	FALSE	FALSE	FALSE	1	0
Ogn	A0A1U7QF45	101833723	FALSE	FALSE	OGN	P20774	4969	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Pcdh17	A0A1U7QF47;A0A1U8BQM1;A0A3Q0CRJ6	101823370	FALSE	TRUE	PCDH17	O14917	27253	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Rcn1	A0A1U7QF74	101839955	FALSE	FALSE	RCN1	Q15293	5954	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Ninj1	A0A1U7QF85	101836506	FALSE	FALSE	NINJ1	Q92982	4814		FALSE	TRUE	FALSE	FALSE	1	0
Cd83	A0A1U7QFA1;A0A1U8BES9	101842041	TRUE	TRUE	CD83	Q01151	9308	1 - high confidence	TRUE	TRUE	TRUE	TRUE	5	2
Tspan18	A0A1U7QFA8	101834327	FALSE	FALSE	TSPAN18	Q96SJ8	90139	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
Ntrk3	A0A1U7QFB5;A0A1U7QNV5;A0A1U7QZA9;A0A3Q0D429	101843505	FALSE	TRUE	NTRK3	Q16288	4916	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Nipal2	A0A1U7QFB7	101822661	FALSE	FALSE	NIPAL2	Q9H841	79815		TRUE	FALSE	FALSE	FALSE	1	0
Mfge8	A0A1U7QFC0;A0A1U8CFQ1;A0A3Q0D432	101822771	FALSE	FALSE	MFGE8	Q08431	4240	1 - high confidence	FALSE	TRUE	TRUE	TRUE	3	1
Pcdh20	A0A1U7QFC1		FALSE	TRUE	PCDH20	Q8N6Y1	64881	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Chrm4	A0A1U7QFC4	101839693	FALSE	TRUE	CHRM4	P08173	1132		TRUE	FALSE	FALSE	TRUE	1	2
F2	A0A1U7QFC8	101841138	TRUE	TRUE	F2	P00734	2147	1 - high confidence	FALSE	FALSE	FALSE	TRUE	2	2
Rgs6	A0A1U7QFE4;A0A1U8BUC7;A0A1U8BUD6;A0A3Q0CUW4	101840919	FALSE	FALSE	RGS6	P49758	9628		FALSE	TRUE	FALSE	TRUE	1	1
Prokr1	A0A1U7QFI2	101829334	FALSE	FALSE	PROKR1	Q8TCW9	10887		TRUE	FALSE	FALSE	TRUE	1	1
Slc41a3	A0A1U7QFJ9;A0A3Q0CLK3;A0A3Q0CS65;A0A3Q0CTM9	101836883	FALSE	TRUE	SLC41A3	Q96GZ6	54946		TRUE	FALSE	FALSE	TRUE	1	2
P2ry12	A0A1U7QFK2	101836729	FALSE	TRUE	P2RY12	Q9H244	64805		TRUE	FALSE	TRUE	TRUE	2	2
Slc33a1	A0A1U7QFL3	101841735	FALSE	FALSE	SLC33A1	O00400	9197		TRUE	FALSE	FALSE	TRUE	1	1
Slc38a6	A0A1U7QFM0	101830240	FALSE	FALSE	SLC38A6	Q8IZM9	145389	2 - putative	FALSE	FALSE	FALSE	TRUE	1	1
Adam9	A0A1U7QFM4	101840518	FALSE	FALSE	ADAM9	Q13443	8754	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
Prkx	A0A1U7QFN3;A0A1U8C4Z2	101831244	FALSE	FALSE	PRKX	P51817	5613		FALSE	TRUE	FALSE	FALSE	1	0
Gpr19	A0A1U7QFN4	101843402	FALSE	FALSE	GPR19	Q15760	2842		TRUE	FALSE	FALSE	TRUE	1	1
Ptchd1	A0A1U7QFN7	101833267	FALSE	TRUE	PTCHD1	Q96NR3	139411		TRUE	FALSE	FALSE	TRUE	1	2
Fam234b	A0A1U7QFN9;A0A1U8BXX6;A0A3Q0CUY7	101823106	FALSE	FALSE	FAM234B	A2RU67	57613	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
Plbd1	A0A1U7QFP3	101825222	FALSE	FALSE	PLBD1	Q6P4A8	79887	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Prlr	A0A1U7QFQ1;A0A3Q0CZ54;A0A3Q0D404;A0A3Q0D4G1	101838338	FALSE	FALSE	PRLR	P16471	5618		TRUE	TRUE	TRUE	TRUE	3	1
Slc45a2	A0A1U7QFR1	101841105	FALSE	FALSE	SLC45A2	Q9UMX9	51151	2 - putative	TRUE	FALSE	FALSE	FALSE	2	0
Rtn4rl2	A0A1U7QFS0	101843107	FALSE	FALSE	RTN4RL2	Q86UN3	349667		TRUE	TRUE	TRUE	TRUE	3	1
Tor3a	A0A1U7QFS1		FALSE	FALSE	TOR3A	Q9H497	64222	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Sgcz	A0A1U7QFS7	101836085	FALSE	TRUE	SGCZ	Q96LD1	137868	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Astn1	A0A1U7QFT1;A0A1U7QR95	101839462	TRUE	TRUE	ASTN1	O14525	460		TRUE	FALSE	TRUE	TRUE	3	2
Ptprz1	A0A1U7QFT4;A0A1U7QS69;A0A1U8C526;A0A1U8C529	101831066	FALSE	TRUE	PTPRZ1	P23471	5803	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Fam171b	A0A1U7QFT6	101826150	FALSE	FALSE	FAM171B	Q6P995	165215		TRUE	FALSE	FALSE	FALSE	1	0
Asah1	A0A1U7QFT8	101840880	FALSE	FALSE	ASAH1	Q13510	427	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Tas2r16	A0A1U7QFT9	101832906	FALSE	FALSE	TAS2R16	Q9NYV7	50833		TRUE	TRUE	TRUE	TRUE	3	1
Suco	A0A1U7QFU0;A0A1U7QRA4;A0A1U8BR18;A0A1U8BUK9;A0A1U8C1Z1;A0A3Q0CLV2	101843857	FALSE	FALSE	SUCO	Q9UBS9	51430	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
Vamp4	A0A1U7QFU4;A0A3Q0CSG7	101823372	TRUE	FALSE	VAMP4	O75379	8674		FALSE	TRUE	TRUE	TRUE	3	1
Gpr37	A0A1U7QFU6	101834477	TRUE	TRUE	GPR37	O15354	2861		TRUE	FALSE	FALSE	TRUE	2	2
Mansc4	A0A1U7QFW2		FALSE	FALSE	MANSC4	A6NHS7	100287284		TRUE	FALSE	FALSE	FALSE	1	0
Susd4	A0A1U7QFW5;A0A1U8C5B7	101829449	FALSE	FALSE	SUSD4	Q5VX71	55061		TRUE	FALSE	FALSE	FALSE	1	0
Vegfc	A0A1U7QFW6;A0A3Q0CJM3	101828877	FALSE	FALSE	VEGFC	P49767	7424	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Ap1g1	A0A1U7QFW9;A0A1U7QRE0	101843403	FALSE	FALSE	AP1G1	O43747	164		FALSE	TRUE	FALSE	FALSE	1	0
Hnrnpu	A0A1U7QFZ3	101838339	FALSE	FALSE	HNRNPU	Q00839	3192	3 - unspecific	FALSE	TRUE	TRUE	FALSE	3	0
Slc23a1	A0A1U7QG00		FALSE	FALSE	SLC23A1	Q9UHI7	9963		TRUE	FALSE	FALSE	TRUE	1	1
Opn3	A0A1U7QG01	101842271	FALSE	FALSE	OPN3	Q9H1Y3	23596		TRUE	FALSE	FALSE	TRUE	1	1
Igsf11	A0A1U7QG31;A0A3Q0CM26;A0A3Q0CSE4;A0A3Q0CSR7;A0A3Q0CU58	101839728	FALSE	FALSE	IGSF11	Q5DX21	152404		TRUE	FALSE	FALSE	TRUE	1	1
Gpr156	A0A1U7QG41	101843478	FALSE	TRUE	GPR156	Q8NFN8	165829		TRUE	FALSE	FALSE	TRUE	1	2
Slc39a6	A0A1U7QG54	101825535	FALSE	FALSE	SLC39A6	Q13433	25800	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
Fcer1a	A0A1U7QG55	101842978	FALSE	FALSE	FCER1A	P12319	2205		TRUE	TRUE	TRUE	TRUE	3	1
Slc51a	A0A1U7QG74	101833750	FALSE	TRUE	SLC51A	Q86UW1	200931		TRUE	FALSE	FALSE	TRUE	1	2
Nrros	A0A1U7QG78;A0A3Q0CUC3	101835064	FALSE	FALSE	NRROS	Q86YC3	375387		TRUE	FALSE	TRUE	TRUE	2	1
Atp13a5	A0A1U7QG98;A0A1U8BS45;A0A3Q0CSN3	101840456	FALSE	FALSE	ATP13A5	Q4VNC0	344905		TRUE	FALSE	FALSE	TRUE	1	1
Slc12a7	A0A1U7QGB3;A0A1U8CKP5;A0A3Q0D9V0;A0A3Q0DDL5	101830655	FALSE	TRUE	SLC12A7	Q9Y666	10723	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Unc5a	A0A1U7QGB4;A0A3Q0D2Y7	101824892	FALSE	FALSE	UNC5A	Q6ZN44	90249	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Copz1	A0A1U7QGD1		FALSE	FALSE	COPZ1	P61923	22818		FALSE	TRUE	FALSE	FALSE	1	0
Tmed9	A0A1U7QGD6	101831598	FALSE	FALSE	TMED9	Q9BVK6	54732	1 - high confidence	FALSE	FALSE	FALSE	FALSE	1	0
Txndc15	A0A1U7QGE1	101832909	FALSE	FALSE	TXNDC15	Q96J42	79770	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Tgfbi	A0A1U7QGF1	101835696	FALSE	FALSE	TGFBI	Q15582	7045		FALSE	TRUE	FALSE	TRUE	1	1
Ntrk2	A0A1U7QGG5;A0A1U7QQ10;A0A1U7R335;A0A1U8CGH6	101839587	FALSE	TRUE	NTRK2	Q16620	4915	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	2
Cacna1i	A0A1U7QGG9	101835044	FALSE	TRUE	CACNA1I	Q9P0X4	8911		TRUE	TRUE	FALSE	TRUE	2	2
Lgr6	A0A1U7QGH1	101827147	FALSE	FALSE	LGR6	Q9HBX8	59352		TRUE	FALSE	FALSE	TRUE	1	1
Shisa4	A0A1U7QGH8	101830165	FALSE	FALSE	SHISA4	Q96DD7	149345		TRUE	FALSE	FALSE	FALSE	1	0
Ptch1	A0A1U7QGI0	101823482	FALSE	FALSE	PTCH1	Q13635	5727	2 - putative	TRUE	FALSE	FALSE	TRUE	2	1
Tmem9	A0A1U7QGI3;A0A1U8BVS2	101835242	FALSE	FALSE	TMEM9	Q9P0T7	252839	1 - high confidence	TRUE	FALSE	FALSE	FALSE	2	0
Upk3a	A0A1U7QGK7	101826340	FALSE	FALSE	UPK3A	O75631	7380		TRUE	FALSE	FALSE	TRUE	1	1
Jam3	A0A1U7QGL5	101840298	FALSE	TRUE	JAM3	Q9BX67	83700	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Rala	A0A1U7QGM1	101833843	TRUE	TRUE	RALA	P11233	5898		FALSE	TRUE	TRUE	TRUE	3	2
Sar1b	A0A1U7QGP1	101824954	FALSE	FALSE	SAR1B	Q9Y6B6	51128		FALSE	TRUE	FALSE	FALSE	1	0
Ap1m2	A0A1U7QGP9;A0A1U7QT54	101830887	FALSE	FALSE	AP1M2	Q9Y6Q5	10053		FALSE	TRUE	FALSE	FALSE	1	0
Emilin1	A0A1U7QGQ0	101841543	FALSE	FALSE	EMILIN1	Q9Y6C2	11117	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	1
Atraid	A0A1U7QGQ5	101843485	FALSE	FALSE	ATRAID	Q6UW56	51374	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Rps23	A0A1U7QGQ7	101831542	FALSE	FALSE	RPS23	P62266	6228	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Plb1	A0A1U7QGS4		FALSE	FALSE	PLB1	Q6P1J6	151056		TRUE	FALSE	FALSE	TRUE	1	1
S1pr5	A0A1U7QGT4;A0A1U8C5S7	101843418	FALSE	FALSE	S1PR5	Q9H228	53637	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Nipal4	A0A1U7QGT5	101840003	FALSE	FALSE	NIPAL4	Q0D2K0	348938		TRUE	FALSE	FALSE	FALSE	1	0
Crim1	A0A1U7QGT8;A0A3Q0CW94;A0A3Q0CWB5	101834983	FALSE	FALSE	CRIM1	Q9NZV1	51232	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Gabra1	A0A1U7QGV7;A0A1U8BVW6	101825663	FALSE	TRUE	GABRA1	P14867	2554		TRUE	FALSE	FALSE	TRUE	1	2
Lama2	A0A1U7QGW8;A0A1U8BQ62;A0A1U8BQY0	101822630	FALSE	FALSE	LAMA2	P24043	3908	1 - high confidence	FALSE	TRUE	FALSE	TRUE	2	1
Il20rb	A0A1U7QGZ8	101826791	FALSE	FALSE	IL20RB	Q6UXL0	53833		TRUE	FALSE	FALSE	TRUE	1	1
Mfsd5	A0A1U7QH14	101840787	FALSE	FALSE	MFSD5	Q6N075	84975		TRUE	FALSE	FALSE	TRUE	1	1
Clta	A0A1U7QH41;A0A1U7R124;A0A1U7R3R0;A0A1U8C6N5	101826200	FALSE	TRUE	CLTA	P09496	1211		FALSE	TRUE	FALSE	TRUE	1	2
Bace2	A0A1U7QH43;A0A3Q0CXU7	101844196	FALSE	TRUE	BACE2	Q9Y5Z0	25825		TRUE	TRUE	FALSE	TRUE	2	2
Trabd2b	A0A1U7QH47	101825315	FALSE	TRUE	TRABD2B	A6NFA1	388630		TRUE	FALSE	FALSE	TRUE	1	2
Rpl32	A0A1U7QH71	101825055	FALSE	FALSE	RPL32	P62910	6161	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Lrp8	A0A1U7QH75;A0A1U7QQ11;A0A1U7QSN4;A0A1U8BT15;A0A1U8BT17;A0A1U8BT21;A0A1U8BT23;A0A1U8BWB8;A0A1U8BWC4;A0A1U8C3Q6;A0A1U8C3R1;A0A1U8C493;A0A3Q0CTL0	101836610	FALSE	TRUE	LRP8	Q14114	7804		TRUE	FALSE	FALSE	TRUE	1	2
Jam2	A0A1U7QH97;A0A1U8BWP6;A0A1U8C7C3	101841721	FALSE	FALSE	JAM2	P57087	58494	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
P2rx1	A0A1U7QHA0;A0A3Q0CMU7	101828164	TRUE	TRUE	P2RX1	P51575	5023	2 - putative	TRUE	FALSE	TRUE	TRUE	4	2
Pde4b	A0A1U7QHA3;A0A3Q0CTV0	101825925	FALSE	FALSE	PDE4B	Q07343	5142	3 - unspecific	FALSE	FALSE	FALSE	TRUE	1	1
M6pr	A0A1U7QHA6	101826235	FALSE	FALSE	M6PR	P20645	4074	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
C1qbp	A0A1U7QHB5	101833822	TRUE	TRUE	C1QBP	Q07021	708		FALSE	FALSE	TRUE	TRUE	2	2
App	A0A1U7QHB7		FALSE	FALSE	APP	P05067	351		TRUE	TRUE	TRUE	TRUE	3	1
Eno3	A0A1U7QHC6	101839187	FALSE	TRUE	ENO3	P13929	2027		FALSE	TRUE	FALSE	TRUE	1	2
Chrne	A0A1U7QHC9	101841253	FALSE	TRUE	CHRNE	Q04844	1145		TRUE	FALSE	FALSE	TRUE	1	2
Rho	A0A1U7QHD9;A0A3Q0CIB0;A0A3Q0CKI7	101841419	FALSE	TRUE	RHO	P08100	6010		TRUE	FALSE	FALSE	TRUE	1	2
Slc6a1	A0A1U7QHF1	101824498	FALSE	TRUE	SLC6A1	P30531	6529		TRUE	TRUE	TRUE	TRUE	3	2
Tpcn1	A0A1U7QHI5;A0A1U8CHT2	101841015	FALSE	FALSE	TPCN1	Q9ULQ1	53373		TRUE	FALSE	FALSE	FALSE	1	0
Mfsd6l	A0A1U7QHK2	101844361	FALSE	FALSE	MFSD6L	Q8IWD5	162387		TRUE	FALSE	FALSE	FALSE	1	0
Treml1	A0A1U7QHK8;A0A1U8C3Y6;A0A3Q0CUH8	101834182	FALSE	FALSE	TREML1	Q86YW5	340205		FALSE	TRUE	TRUE	TRUE	2	1
Dpy19l4	A0A1U7QHL0;A0A1U8BRR7;A0A3Q0CII3	101843654	FALSE	FALSE	DPY19L4	Q7Z388	286148	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
Adcy3	A0A1U7QHN2;A0A1U8C790;A0A1U8CA73;A0A3Q0D614	101844476	FALSE	TRUE	ADCY3	O60266	109	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
Slc6a2	A0A1U7QHQ7	101833084	FALSE	TRUE	SLC6A2	P23975	6530	2 - putative	TRUE	FALSE	TRUE	TRUE	3	2
Agrn	A0A1U7QHT7;A0A1U8C7K9;A0A1U8C7L4;A0A1U8C7M0;A0A1U8C7M5;A0A1U8CAK5;A0A1U8CIE9	101831248	FALSE	TRUE	AGRN	O00468	375790	1 - high confidence	FALSE	FALSE	FALSE	TRUE	1	2
Slc52a3	A0A1U7QHT9	101827049	FALSE	TRUE	SLC52A3	Q9NQ40	113278		TRUE	FALSE	FALSE	TRUE	1	2
Nmur2	A0A1U7QHV3	101837854	FALSE	FALSE	NMUR2	Q9GZQ4	56923		TRUE	FALSE	FALSE	TRUE	1	1
Mmel1	A0A1U7QHW2;A0A1U7QUA5;A0A1U8CID7	101840197	FALSE	FALSE	MMEL1	Q495T6	79258		TRUE	FALSE	FALSE	FALSE	1	0
Thbd	A0A1U7QHW5	101835849	FALSE	TRUE	THBD	P07204	7056	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
Angptl3	A0A1U7QI07	101833513	TRUE	FALSE	ANGPTL3	Q9Y5C1	27329		FALSE	FALSE	TRUE	FALSE	2	0
LOC101828080	A0A1U7QI10	101828080	TRUE	FALSE	LOC101828080				FALSE	FALSE	FALSE	FALSE	1	0
Clcn6	A0A1U7QI11;A0A3Q0D169;A0A3Q0D5X3	101838344	FALSE	FALSE	CLCN6	P51797	1185	2 - putative	FALSE	FALSE	FALSE	FALSE	1	0
LOC101830754	A0A1U7QI15	101830754	TRUE	FALSE	LOC101830754				FALSE	FALSE	FALSE	FALSE	1	0
Dct	A0A1U7QI44	101835607	FALSE	FALSE	DCT	P40126	1638	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Cldn10	A0A1U7QI49;A0A1U7QUK3	101836999	FALSE	TRUE	CLDN10	P78369	9071		TRUE	TRUE	FALSE	TRUE	2	2
Chpt1	A0A1U7QI51	101825041	FALSE	FALSE	CHPT1	Q8WUD6	56994		TRUE	FALSE	FALSE	FALSE	1	0
Slc15a1	A0A1U7QI54	101839757	FALSE	FALSE	SLC15A1	P46059	6564		TRUE	FALSE	FALSE	TRUE	1	1
Psen1	A0A1U7QI63	101839207	FALSE	TRUE	PSEN1	P49768	5663		TRUE	TRUE	TRUE	TRUE	3	2
Synj2bp	A0A1U7QI68	101841984	FALSE	FALSE	SYNJ2BP	P57105	55333		FALSE	TRUE	FALSE	TRUE	1	1
Gja4	A0A1U7QI74	101827173	FALSE	TRUE	GJA4	P35212	2701		TRUE	TRUE	FALSE	TRUE	2	2
Mc3r	A0A1U7QI86	101828281	FALSE	TRUE	MC3R	P41968	4159		TRUE	FALSE	FALSE	TRUE	1	2
Serinc2	A0A1U7QIA4	101838248	FALSE	FALSE	SERINC2	Q96SA4	347735		TRUE	FALSE	FALSE	FALSE	1	0
Tmprss11b	A0A1U7QIB0	101844726	FALSE	TRUE	TMPRSS11B	Q86T26	132724		TRUE	FALSE	FALSE	TRUE	1	2
Ctsz	A0A1U7QIB1	101836619	FALSE	FALSE	CTSZ	Q9UBR2	1522		FALSE	FALSE	TRUE	TRUE	1	1
Slc7a2	A0A1U7QIB2;A0A1U8BSN5;A0A3Q0CJC9	101839184	FALSE	TRUE	SLC7A2	P52569	6542	2 - putative	TRUE	FALSE	FALSE	TRUE	2	2
Tlr3	A0A1U7QIC2	101843286	FALSE	FALSE	TLR3	O15455	7098	1 - high confidence	TRUE	TRUE	FALSE	TRUE	3	1
Slco4a1	A0A1U7QIC6	101842619	FALSE	TRUE	SLCO4A1	Q96BD0	28231	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	2
Mdga2	A0A1U7QIC9	101842426	FALSE	FALSE	MDGA2	Q7Z553	161357		TRUE	FALSE	FALSE	TRUE	1	1
Btc	A0A1U7QID5	101836964	FALSE	FALSE	BTC	P35070	685		TRUE	FALSE	FALSE	TRUE	1	1
Npffr2	A0A1U7QID8;A0A3Q0CGT2	101838465	FALSE	FALSE	NPFFR2	Q9Y5X5	10886		TRUE	FALSE	FALSE	TRUE	1	1
Clic4	A0A1U7QIG5	101837081	TRUE	TRUE	CLIC4	Q9Y696	25932		FALSE	TRUE	TRUE	TRUE	3	2
Grin2b	A0A1U7QIG6	101824692	FALSE	TRUE	GRIN2B	Q13224	2904		TRUE	TRUE	TRUE	TRUE	3	2
Il22ra1	A0A1U7QIH0	101839402	FALSE	FALSE	IL22RA1	Q8N6P7	58985		TRUE	FALSE	FALSE	TRUE	1	1
Cnr2	A0A1U7QIH3;A0A3Q0D6Y8	101841288	FALSE	FALSE	CNR2	P34972	1269	1 - high confidence	TRUE	FALSE	FALSE	TRUE	2	1
Slc17a9	A0A1U7QIH4		FALSE	FALSE	SLC17A9	Q9BYT1	63910		TRUE	FALSE	FALSE	FALSE	1	0
Slc9a1	A0A1U7QII8		FALSE	FALSE	SLC9A1	P19634	6548	1 - high confidence	TRUE	FALSE	TRUE	TRUE	3	1
Htr4	A0A1U7QIL8	101836030	FALSE	TRUE	HTR4	Q13639	3360		TRUE	FALSE	FALSE	TRUE	1	2
Slc6a7	A0A1U7QIN1;A0A3Q0CY49	101840737	FALSE	FALSE	SLC6A7	Q99884	6534		TRUE	FALSE	FALSE	TRUE	1	1
Dcc	A0A1U7QIP0		FALSE	FALSE	DCC	P43146	1630		TRUE	FALSE	FALSE	TRUE	1	1
Gpr182	A0A1U7QIQ0	101830621	FALSE	FALSE	GPR182	O15218	11318		TRUE	FALSE	FALSE	TRUE	1	1
Prima1	A0A1U7QIQ9	101842941	FALSE	FALSE	PRIMA1	Q86XR5	145270		TRUE	FALSE	FALSE	TRUE	1	1
Boc	A0A1U7QIR3;A0A1U7QU84;A0A1U8BYJ1;A0A1U8C9Q0	101839388	FALSE	TRUE	BOC	Q9BWV1	91653		TRUE	FALSE	FALSE	TRUE	1	2
Gpr84	A0A1U7QIT7	101842223	FALSE	FALSE	GPR84	Q9NQS5	53831		TRUE	FALSE	FALSE	TRUE	1	1
Tigit	A0A1U7QIU2;A0A3Q0CT28;A0A3Q0CY78		FALSE	FALSE	TIGIT	Q495A1	201633	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	1
Sstr3	A0A1U7QIU7	101824404	FALSE	TRUE	SSTR3	P32745	6753		TRUE	FALSE	FALSE	TRUE	1	2
Itga7	A0A1U7QIV0;A0A3Q0D6B8	101827609	FALSE	TRUE	ITGA7	Q13683	3679	1 - high confidence	TRUE	TRUE	TRUE	TRUE	4	2
Sqor	A0A1U7QIV4	101840530	FALSE	FALSE	SQOR	Q9Y6N5	58472	3 - unspecific	FALSE	FALSE	FALSE	FALSE	1	0
Impg2	A0A1U7QIV8	101838057	FALSE	FALSE	IMPG2	Q9BZV3	50939		TRUE	FALSE	FALSE	FALSE	1	0
Slc16a8	A0A1U7QIW1		FALSE	TRUE	SLC16A8	O95907	23539		TRUE	FALSE	FALSE	TRUE	1	2
Astl	A0A1U7QIW5		FALSE	FALSE	ASTL	Q6HA08	431705		FALSE	TRUE	FALSE	TRUE	1	1
