Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
A0A3Q0CLF6	unreviewed	T-cell surface glycoprotein CD5 isoform X2	Cd5	Cd5	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U8C9X0	unreviewed	Erythropoietin	Epo	Epo	4 out of 5	Disulfide bond;Erythrocyte maturation;Hormone;Reference proteome;Secreted;Signal	cell surface [GO:0009986]; extracellular space [GO:0005615]
A0A1U7QE27	unreviewed	hepatitis A virus cellular receptor 2 homolog isoform X1	LOC101837328	LOC101837328	5 out of 5	Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; early endosome [GO:0005769]; immunological synapse [GO:0001772]; integral component of membrane [GO:0016021]
A0A1U8CRX6	unreviewed	integrin alpha-4 isoform X1	Itga4	Itga4	3 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integrin alpha4-beta7 complex [GO:0034669]
A0A3Q0CL72	unreviewed	ecto-NOX disulfide-thiol exchanger 1 isoform X4	Enox1	Enox1	1 out of 5	Coiled coil;RNA-binding;Reference proteome	external side of plasma membrane [GO:0009897]
A0A1U7QWI4	unreviewed	fibrinogen gamma chain isoform X1	Fgg	Fgg	3 out of 5	Coiled coil;Disulfide bond;Reference proteome;Signal	external side of plasma membrane [GO:0009897]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]
A0A1U7QKS9	unreviewed	amphiregulin	Areg	Areg	3 out of 5	Coiled coil;Disulfide bond;EGF-like domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
A0A1U8C0R9	unreviewed	C-X-C chemokine receptor type 2	Cxcr2	Cxcr2	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; mast cell granule [GO:0042629]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A1U7QBH2	unreviewed	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	Cd38	Cd38	2 out of 5	Hydrolase;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7QEW8	unreviewed	leucine-rich repeat and fibronectin type-III domain-containing protein 2	Lrfn2	Lrfn2	2 out of 5	Disulfide bond;Immunoglobulin domain;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; Schaffer collateral - CA1 synapse [GO:0098685]
A0A1U7Q3N3	unreviewed	cadherin-17	Cdh17	Cdh17	3 out of 5	Calcium;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]
A0A3Q0DFQ9	unreviewed	tumor necrosis factor receptor superfamily member 5 isoform X3	Cd40	Cd40	2 out of 5	Disulfide bond;Receptor;Reference proteome;Signal	external side of plasma membrane [GO:0009897]
A0A1U7QEB6	unreviewed	programmed cell death protein 1	Pdcd1	Pdcd1	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7Q345	unreviewed	Gremlin	Grem1	Grem1	5 out of 5	Cytokine;Disulfide bond;Reference proteome;Secreted;Signal	cell surface [GO:0009986]; extracellular space [GO:0005615]
A0A1U7R7X1	unreviewed	hematopoietic progenitor cell antigen CD34 isoform X1	Cd34	Cd34	5 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; intercellular bridge [GO:0045171]; perinuclear region of cytoplasm [GO:0048471]
A0A1U8CR18	unreviewed	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	Usp14	Usp14	3 out of 5	Coiled coil;Hydrolase;Protease;Reference proteome;Thiol protease;Ubl conjugation pathway	cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; synapse [GO:0045202]
A0A1U7QW24	unreviewed	C-type lectin domain family 9 member A	Clec9a	Clec9a	1 out of 5	Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7R1R6	unreviewed	tumor necrosis factor receptor superfamily member 18 isoform X3	Tnfrsf18	Tnfrsf18	2 out of 5	Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]
A0A1U7Q8H3	unreviewed	calsyntenin-3 isoform X1	Clstn3	Clstn3	3 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; protein-containing complex [GO:0032991]
A0A1U8CAC9	unreviewed	integrin alpha-M isoform X1	Itgam	Itgam	2 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular space [GO:0005615]; integrin complex [GO:0008305]; plasma membrane raft [GO:0044853]
A0A1U7RH50	unreviewed	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72)	Pdia4	Pdia4	3 out of 5	Disulfide bond;Endoplasmic reticulum;Isomerase;Redox-active center;Reference proteome;Repeat;Signal	cell [GO:0005623]; cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]
A0A1U7QY64	unreviewed	sphingosine 1-phosphate receptor 1	S1pr1	S1pr1	3 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]; nucleoplasm [GO:0005654]
A0A1U7Q8S5	unreviewed	interleukin-13	Il13	Il13	3 out of 5	Reference proteome;Signal	cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
A0A1U8CAK9	unreviewed	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor)	Pdgfra	Pdgfra	5 out of 5	ATP-binding;Cell membrane;Chemotaxis;Developmental protein;Disulfide bond;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	cell [GO:0005623]; cell junction [GO:0030054]; cilium [GO:0005929]; external side of plasma membrane [GO:0009897]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; microvillus [GO:0005902]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]
A0A3Q0CY94	unreviewed	toll-like receptor 8 isoform X2	Tlr8	Tlr8	3 out of 5	Immunity;Innate immunity;Leucine-rich repeat;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7R5Y5	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	Ntrk1	Ntrk1	5 out of 5	ATP-binding;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Phosphoprotein;Receptor;Reference proteome;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	axon [GO:0030424]; cell surface [GO:0009986]; early endosome [GO:0005769]; integral component of plasma membrane [GO:0005887]; late endosome [GO:0005770]; receptor complex [GO:0043235]
A0A1U8CE39	unreviewed	Sodium channel protein	Scn5a	Scn5a	5 out of 5	Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	caveola [GO:0005901]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; intercalated disc [GO:0014704]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; T-tubule [GO:0030315]; voltage-gated sodium channel complex [GO:0001518]; Z disc [GO:0030018]
A0A1U7QW01	unreviewed	interleukin-6	Il6	Il6	4 out of 5	Disulfide bond;Reference proteome;Signal	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
A0A1U7QBI8	unreviewed	SLIT and NTRK-like protein 6	Slitrk6	Slitrk6	3 out of 5	Coiled coil;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
A0A1U7QCI1	unreviewed	cell surface glycoprotein MUC18 isoform X1	Mcam	Mcam	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7QNJ2	unreviewed	Prohibitin	Phb	Phb	2 out of 5	Coiled coil;Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome	cell surface [GO:0009986]; mitochondrial inner membrane [GO:0005743]; nucleus [GO:0005634]
A0A1U7Q573	unreviewed	integrin alpha-L	Itgal	Itgal	3 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integrin alphaL-beta2 complex [GO:0034687]
A0A1U7QRT8	unreviewed	receptor-transporting protein 1	Rtp1	Rtp1	1 out of 5	Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7Q832	unreviewed	proteinase-activated receptor 1 isoform X1	F2r	F2r	5 out of 5	Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix	caveola [GO:0005901]; cell [GO:0005623]; cell surface [GO:0009986]; early endosome [GO:0005769]; integral component of membrane [GO:0016021]; late endosome [GO:0005770]; platelet dense tubular network [GO:0031094]; synapse [GO:0045202]
A0A1U7QLU8	unreviewed	receptor activity-modifying protein 2	Ramp2	Ramp2	4 out of 5	Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	adrenomedullin receptor complex [GO:1903143]; amylin receptor complex 2 [GO:0150057]; cell [GO:0005623]; cell surface [GO:0009986]; cytoplasm [GO:0005737]
A0A1U7Q3L1	unreviewed	Prohibitin	Phb2	Phb2	4 out of 5	Coiled coil;Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome	cell periphery [GO:0071944]; cell surface [GO:0009986]; mitochondrial inner membrane [GO:0005743]; mitochondrial outer membrane [GO:0005741]; nuclear matrix [GO:0016363]; protein-containing complex [GO:0032991]
A0A1U8BT72	unreviewed	Receptor protein serine/threonine kinase (EC 2.7.11.30)	Acvrl1	Acvrl1	5 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Serine/threonine-protein kinase;Signal;Transferase;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]
A0A1U7RGR7	unreviewed	Biglycan	Bgn	Bgn	3 out of 5	Disulfide bond;Extracellular matrix;Leucine-rich repeat;Reference proteome;Repeat;Secreted;Signal	cell surface [GO:0009986]; extracellular matrix [GO:0031012]; sarcolemma [GO:0042383]; transport vesicle [GO:0030133]
A0A1U7Q4N0	unreviewed	Major prion protein	Prnp	Prnp	5 out of 5	Amyloid;Cell membrane;Copper;Disulfide bond;Membrane;Metal-binding;Prion;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; inclusion body [GO:0016234]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]; terminal bouton [GO:0043195]
A0A1U7R951	unreviewed	atypical chemokine receptor 3	Ackr3	Ackr3	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; clathrin-coated pit [GO:0005905]; endosome [GO:0005768]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]
A0A3Q0CUY5	unreviewed	heat shock-related 70 kDa protein 2	Hspa2	Hspa2	3 out of 5	ATP-binding;Nucleotide-binding;Reference proteome;Stress response	CatSper complex [GO:0036128]; cell surface [GO:0009986]; cytosol [GO:0005829]; male germ cell nucleus [GO:0001673]; meiotic spindle [GO:0072687]; synaptonemal complex [GO:0000795]
A0A1U7QNN4	unreviewed	tumor necrosis factor ligand superfamily member 6 isoform X1	Faslg	Faslg	3 out of 5	Cytokine;Membrane;Reference proteome;Secreted;Transmembrane;Transmembrane helix	cell [GO:0005623]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]
A0A1U7RGH3	unreviewed	cystatin-8-like	LOC101826247	LOC101826247	1 out of 5	Reference proteome;Signal	cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]
A0A1U7RBG7	unreviewed	neurogenic locus notch homolog protein 1 isoform X1	Notch1	Notch1	5 out of 5	ANK repeat;Calcium;Disulfide bond;EGF-like domain;Metal-binding;Reference proteome;Repeat;Signal	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; MAML1-RBP-Jkappa- ICN1 complex [GO:0002193]; nucleus [GO:0005634]; receptor complex [GO:0043235]
A0A1U7QY16	unreviewed	protein FAM234A	Fam234a	Fam234a	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7QU48	unreviewed	macrophage colony-stimulating factor 1 receptor isoform X1	Csf1r	Csf1r	5 out of 5	ATP-binding;Disulfide bond;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	cell surface [GO:0009986]; CSF1-CSF1R complex [GO:1990682]; integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A1U7QE91	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	Egfr	Egfr	5 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; cell surface [GO:0009986]; early endosome membrane [GO:0031901]; endocytic vesicle [GO:0030139]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; multivesicular body, internal vesicle lumen [GO:0097489]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; receptor complex [GO:0043235]
A0A3Q0CU49	unreviewed	tenascin-N	Tnn	Tnn	2 out of 5	Coiled coil;Disulfide bond;Reference proteome;Signal	CA3 pyramidal cell dendrite [GO:0097442]; cell surface [GO:0009986]; extracellular matrix [GO:0031012]; hippocampal mossy fiber expansion [GO:1990026]; neuronal cell body [GO:0043025]
A0A1U7R2X8	unreviewed	nectin-2 isoform X1	Nectin2	Nectin2	4 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell-cell contact zone [GO:0044291]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; zonula adherens [GO:0005915]
A0A1U8CG14	unreviewed	hypoxia-inducible lipid droplet-associated protein	Hilpda	Hilpda	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; lipid droplet [GO:0005811]; nucleoplasm [GO:0005654]; secretory granule [GO:0030141]
A0A1U8CNB5	unreviewed	basal cell adhesion molecule	Bcam	Bcam	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0D7D1	unreviewed	atrial natriuretic peptide-converting enzyme	Corin	Corin	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	actin cytoskeleton [GO:0015629]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; nuclear body [GO:0016604]; plasma membrane [GO:0005886]
A0A1U7R4A6	unreviewed	Syndecan	Sdc1	Sdc1	3 out of 5	Glycoprotein;Heparan sulfate;Membrane;Proteoglycan;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7R211	unreviewed	tumor necrosis factor receptor superfamily member 9 isoform X1	Tnfrsf9	Tnfrsf9	2 out of 5	Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U7R638	unreviewed	neuronal acetylcholine receptor subunit beta-2	Chrnb2	Chrnb2	5 out of 5	Cell junction;Cell membrane;Disulfide bond;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	acetylcholine-gated channel complex [GO:0005892]; cholinergic synapse [GO:0098981]; dopaminergic synapse [GO:0098691]; external side of plasma membrane [GO:0009897]; integral component of postsynaptic specialization membrane [GO:0099060]; integral component of presynaptic membrane [GO:0099056]
A0A1U7Q5F1	unreviewed	tyrosine-protein kinase receptor TYRO3	Tyro3	Tyro3	4 out of 5	ATP-binding;Disulfide bond;Immunoglobulin domain;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	cell [GO:0005623]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7QQZ9	unreviewed	potassium voltage-gated channel subfamily H member 5	Kcnh5	Kcnh5	2 out of 5	Coiled coil;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7RD13	unreviewed	Epithelial membrane protein 2	Emp2	Emp2	4 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]
A0A1U8CDW1	unreviewed	Tetraspanin	Tspan14	Tspan14	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; tetraspanin-enriched microdomain [GO:0097197]
A0A1U8CAF0	unreviewed	A disintegrin and metalloproteinase with thrombospondin motifs 7	Adamts7	Adamts7	2 out of 5	Disulfide bond;Integrin;Reference proteome;Signal	cell surface [GO:0009986]
A0A1U7Q7N6	unreviewed	GDNF family receptor alpha-3	Gfra3	Gfra3	1 out of 5	Receptor;Reference proteome;Signal	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]
A0A1U7Q7E3	unreviewed	Netrin receptor UNC5	Unc5d	Unc5d	2 out of 5	Developmental protein;Immunoglobulin domain;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7Q618	unreviewed	Annexin	Anxa1	Anxa1	5 out of 5	Annexin;Calcium;Calcium/phospholipid-binding;Reference proteome;Repeat	actin filament [GO:0005884]; apical plasma membrane [GO:0016324]; cornified envelope [GO:0001533]; cytosol [GO:0005829]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; extrinsic component of external side of plasma membrane [GO:0031232]; lateral plasma membrane [GO:0016328]; motile cilium [GO:0031514]; nucleoplasm [GO:0005654]; sarcolemma [GO:0042383]
A0A1U7QFU6	unreviewed	prosaposin receptor GPR37	Gpr37	Gpr37	3 out of 5	Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ubiquitin ligase complex [GO:0000151]
A0A1U7QEN5	unreviewed	interleukin-17A	Il17a	Il17a	3 out of 5	Reference proteome;Signal	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
A0A1U7QMW1	unreviewed	sortilin-related receptor	Sorl1	Sorl1	5 out of 5	Disulfide bond;EGF-like domain;Golgi apparatus;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Transport	cell [GO:0005623]; cell surface [GO:0009986]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi cisterna [GO:0031985]; integral component of membrane [GO:0016021]; multivesicular body [GO:0005771]; nuclear envelope lumen [GO:0005641]; perinucleolar compartment [GO:0097356]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; trans-Golgi network [GO:0005802]
A0A1U7RA21	unreviewed	integrin alpha-2	Itga2	Itga2	3 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	basal part of cell [GO:0045178]; external side of plasma membrane [GO:0009897]; focal adhesion [GO:0005925]; integrin alpha2-beta1 complex [GO:0034666]
A0A1U8CVQ0	unreviewed	Syndecan	Sdc4	Sdc4	3 out of 5	Glycoprotein;Heparan sulfate;Membrane;Proteoglycan;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
A0A1U7QY57	unreviewed	polycystin-1 isoform X3	Pkd1	Pkd1	5 out of 5	Coiled coil;Disulfide bond;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; motile cilium [GO:0031514]; nucleus [GO:0005634]; polycystin complex [GO:0002133]
A0A1U7QQC9	unreviewed	Tetraspanin	Tspan15	Tspan15	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; tetraspanin-enriched microdomain [GO:0097197]
C1JJG1	unreviewed	C-C chemokine receptor type 4 (EC 3.1.13.4) (C-C chemokine receptor type 4 isoform X1) (Chemokine receptor 4)	Ccr4	Ccr4	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1U8CKG8	unreviewed	Extracellular sulfatase (EC 3.1.6.-)	Sulf2	Sulf2	5 out of 5	Calcium;Coiled coil;Endoplasmic reticulum;Golgi apparatus;Hydrolase;Metal-binding;Reference proteome;Signal	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; extracellular space [GO:0005615]; Golgi stack [GO:0005795]; plasma membrane [GO:0005886]
A0A1U7QGM1	unreviewed	ras-related protein Ral-A	Rala	Rala	3 out of 5	Coiled coil;GTP-binding;Nucleotide-binding;Reference proteome	cell surface [GO:0009986]; cleavage furrow [GO:0032154]; endocytic vesicle [GO:0030139]; focal adhesion [GO:0005925]
A0A1U7REB9	unreviewed	neural cell adhesion molecule L1 isoform X1	L1cam	L1cam	2 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	axon [GO:0030424]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
A0A1U8BW40	unreviewed	leukosialin	Spn	Spn	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	basement membrane [GO:0005604]; external side of plasma membrane [GO:0009897]; integral component of plasma membrane [GO:0005887]; uropod [GO:0001931]
A0A1U8BWI5	unreviewed	potassium voltage-gated channel subfamily E member 2	Kcne2	Kcne2	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; voltage-gated potassium channel complex [GO:0008076]
A0A1U7QWI0	unreviewed	neuronal acetylcholine receptor subunit alpha-4	Chrna4	Chrna4	4 out of 5	Cell junction;Cell membrane;Disulfide bond;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	acetylcholine-gated channel complex [GO:0005892]; dopaminergic synapse [GO:0098691]; external side of plasma membrane [GO:0009897]; integral component of presynaptic membrane [GO:0099056]; postsynaptic membrane [GO:0045211]
A0A1U7QAD7	unreviewed	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1)	Il4	Il4	5 out of 5	B-cell activation;Cytokine;Disulfide bond;Growth factor;Reference proteome;Secreted;Signal	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]
A0A1U8BVH3	unreviewed	plasma serine protease inhibitor	Serpina5	Serpina5	3 out of 5	Reference proteome	acrosomal membrane [GO:0002080]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; platelet alpha granule [GO:0031091]; platelet dense tubular network [GO:0031094]; protein C inhibitor-coagulation factor V complex [GO:0097181]; protein C inhibitor-coagulation factor Xa complex [GO:0097182]; protein C inhibitor-coagulation factor XI complex [GO:0097183]; protein C inhibitor-KLK3 complex [GO:0036029]; protein C inhibitor-plasma kallikrein complex [GO:0036030]; protein C inhibitor-PLAT complex [GO:0036026]; protein C inhibitor-PLAU complex [GO:0036027]; protein C inhibitor-thrombin complex [GO:0036028]; protein C inhibitor-TMPRSS11E complex [GO:0036025]; protein C inhibitor-TMPRSS7 complex [GO:0036024]
A0A1U7QIG5	unreviewed	Chloride intracellular channel protein	Clic4	Clic4	4 out of 5	Chloride;Chloride channel;Cytoplasm;Ion channel;Ion transport;Reference proteome;Transport;Voltage-gated channel	apical part of cell [GO:0045177]; cell [GO:0005623]; cell-cell junction [GO:0005911]; cell surface [GO:0009986]; centrosome [GO:0005813]; chloride channel complex [GO:0034707]; cytosol [GO:0005829]; microvillus [GO:0005902]; midbody [GO:0030496]; mitochondrion [GO:0005739]; nuclear matrix [GO:0016363]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
A0A1U7QR43	unreviewed	cathepsin K isoform X2	Ctsk	Ctsk	2 out of 5	Hydrolase;Protease;Reference proteome;Signal;Thiol protease	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]
