Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
A0A1D5QEP0	unreviewed	Proline-serine-threonine phosphatase interacting protein 2	PSTPIP2	PSTPIP2	2 out of 5	Coiled coil;Reference proteome	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
F6QQC0	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	BLK	BLK	3 out of 5	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;SH2 domain;SH3 domain;Transferase;Tyrosine-protein kinase	extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]
F6SYT7	unreviewed	Shisa family member 9	SHISA9	SHISA9	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	AMPA glutamate receptor complex [GO:0032281]; dendritic spine membrane [GO:0032591]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]
F6Z7K1	unreviewed	Myosin IA	MYO1A	MYO1A	2 out of 5	ATP-binding;Actin-binding;Motor protein;Myosin;Nucleotide-binding;Reference proteome	actin cytoskeleton [GO:0015629]; brush border [GO:0005903]; cell [GO:0005623]; cytoplasm [GO:0005737]; microvillus [GO:0005902]; myosin complex [GO:0016459]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
F6RT54	unreviewed	Solute carrier family 44 member 2	SLC44A2	SLC44A2	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]
F7HDA3	unreviewed	Solute carrier family 34 member 2	SLC34A2	SLC34A2	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; brush border [GO:0005903]; cell [GO:0005623]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
F6XI35	unreviewed	Hypoxia inducible factor 3 subunit alpha	HIF3A	HIF3A	2 out of 5	Nucleus;Reference proteome;Repeat;Transcription;Transcription regulation	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
A0A1D5QAK9	unreviewed	DS cell adhesion molecule like 1	DSCAML1	DSCAML1	2 out of 5	Coiled coil;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	axon [GO:0030424]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6Q765	unreviewed	ATP binding cassette subfamily A member 7	ABCA7	ABCA7	3 out of 5	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	cell junction [GO:0030054]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
F6V818	unreviewed	Olfactory receptor	OR4K1	OR4K1	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7G8E4	unreviewed	Synaptotagmin 10	SYT10	SYT10	3 out of 5	Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	exocytic vesicle [GO:0070382]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; presynapse [GO:0098793]
F7F1T2	unreviewed	Uncharacterized protein			1 out of 5	ATP-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F8A8T6	unreviewed	Olfactory receptor family 2 subfamily I member 1 pseudogene	OR2I1P	OR2I1P	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5Q0D5	unreviewed	Stomatin like 1	STOML1	STOML1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7HMJ5	unreviewed	Neuronal cell adhesion molecule	NRCAM	NRCAM	2 out of 5	Immunoglobulin domain;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7BTH1	unreviewed	Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor)	PDGFRB	PDGFRB	5 out of 5	ATP-binding;Cell membrane;Chemotaxis;Cytoplasmic vesicle;Developmental protein;Disulfide bond;Immunoglobulin domain;Kinase;Lysosome;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; lysosomal lumen [GO:0043202]; receptor complex [GO:0043235]; ruffle [GO:0001726]
F6YTE3	unreviewed	Solute carrier organic anion transporter family member	SLCO1B3	SLCO1B3	2 out of 5	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7GAS9	unreviewed	Regulator of G protein signaling 9	RGS9	RGS9	1 out of 5	Reference proteome	glutamatergic synapse [GO:0098978]; postsynaptic density membrane [GO:0098839]
A0A5F7ZFB1	unreviewed	Vasopressin V2 receptor	AVPR2	AVPR2	2 out of 5	G-protein coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6UZ87	unreviewed	Fibrinogen beta chain	FGB	FGB	4 out of 5	Coiled coil;Disulfide bond;Reference proteome;Signal	cell cortex [GO:0005938]; endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]; synapse [GO:0045202]
F7GQ74	unreviewed	Clathrin heavy chain	CLTC	CLTC	2 out of 5	Coated pit;Coiled coil;Cytoplasmic vesicle;Membrane;Reference proteome	clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]
A0A5F7ZUT2	unreviewed	Potassium voltage-gated channel subfamily Q member 4	KCNQ4	KCNQ4	1 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport	voltage-gated potassium channel complex [GO:0008076]
F6UZ60	unreviewed	Fibrinogen alpha chain	FGA	FGA	3 out of 5	Coiled coil;Disulfide bond;Reference proteome	cell cortex [GO:0005938]; external side of plasma membrane [GO:0009897]; fibrinogen complex [GO:0005577]; platelet alpha granule [GO:0031091]; synapse [GO:0045202]
A0A1D5R1A3	unreviewed	Solute carrier family 34 member 1	SLC34A1	SLC34A1	1 out of 5	Reference proteome	apical plasma membrane [GO:0016324]; brush border [GO:0005903]; cell [GO:0005623]; plasma membrane [GO:0005886]; vesicle [GO:0031982]
F6U2Z9	unreviewed	Solute carrier family 39 member 14	SLC39A14	SLC39A14	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; early endosome membrane [GO:0031901]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]
A0A1D5Q7M2	unreviewed	Interleukin 5 receptor subunit alpha	IL5RA	IL5RA	1 out of 5	Reference proteome	external side of plasma membrane [GO:0009897]; receptor complex [GO:0043235]
A0A5F8AC32	unreviewed	Olfactory receptor	OR8B8	OR8B8	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6QA63	unreviewed	CD84 molecule	CD84	CD84	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
F7HGN6	unreviewed	Dipeptidyl peptidase like 6	DPP6	DPP6	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	voltage-gated potassium channel complex [GO:0008076]
A0A5F7ZFC9	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	OR10G9	OR10G9	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7H582	unreviewed	Adenylate cyclase type 6 (EC 4.6.1.1)	ADCY6	ADCY6	3 out of 5	ATP-binding;Lyase;Magnesium;Manganese;Membrane;Metal-binding;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix;cAMP biosynthesis	integral component of plasma membrane [GO:0005887]
F7H8A7	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	HCK	HCK	3 out of 5	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;SH2 domain;SH3 domain;Transferase;Tyrosine-protein kinase	extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; nucleoplasm [GO:0005654]
F7GKS8	unreviewed	Utrophin	UTRN	UTRN	2 out of 5	Actin-binding;Cell junction;Cell membrane;Coiled coil;Cytoplasm;Cytoskeleton;Membrane;Metal-binding;Postsynaptic cell membrane;Reference proteome;Repeat;Synapse;Zinc;Zinc-finger	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; postsynaptic membrane [GO:0045211]
F7DM14	unreviewed	EPH receptor B1	EPHB1	EPHB1	2 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
F7GV64	unreviewed	Tetraspanin	TSPAN10	TSPAN10	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
F7AIQ7	unreviewed	Sema domain-containing protein	SEMA6C	SEMA6C	3 out of 5	Reference proteome;Signal	extracellular space [GO:0005615]; integral component of plasma membrane [GO:0005887]
F6T2A8	unreviewed	Chloride channel accessory 4	CLCA4	CLCA4	1 out of 5	Reference proteome;Signal	integral component of plasma membrane [GO:0005887]
F6WJQ7	unreviewed	Phospholipid-transporting ATPase (EC 7.6.2.1)	ATP8A2	ATP8A2	2 out of 5	ATP-binding;Magnesium;Membrane;Nucleotide-binding;Reference proteome;Translocase;Transmembrane;Transmembrane helix	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
F7FB33	unreviewed	FERM domain containing 8	FRMD8	FRMD8	1 out of 5	Reference proteome	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
A0A1D5Q190	unreviewed	Testis expressed 101	TEX101	TEX101	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	acrosomal membrane [GO:0002080]; anchored component of plasma membrane [GO:0046658]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]
F6SCY7	unreviewed	Lemur tyrosine kinase 2	LMTK2	LMTK2	3 out of 5	Reference proteome	cytosol [GO:0005829]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; perinuclear region of cytoplasm [GO:0048471]; receptor complex [GO:0043235]; recycling endosome [GO:0055037]
F7GH26	unreviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma (EC 3.1.4.11)	PLCG2	PLCG2	3 out of 5	Coiled coil;Hydrolase;Lipid degradation;Lipid metabolism;Reference proteome;SH2 domain;SH3 domain;Transducer	cell [GO:0005623]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
A0A1D5RJF9	unreviewed	Uncharacterized protein	GRIA1	GRIA1	4 out of 5	Cell junction;Cell membrane;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Postsynaptic cell membrane;Receptor;Reference proteome;Synapse;Transmembrane;Transmembrane helix;Transport	AMPA glutamate receptor complex [GO:0032281]; axonal spine [GO:0044308]; cell surface [GO:0009986]; dendritic spine [GO:0043197]; dendritic spine membrane [GO:0032591]; endoplasmic reticulum [GO:0005783]; excitatory synapse [GO:0060076]; glutamatergic synapse [GO:0098978]; integral component of postsynaptic density membrane [GO:0099061]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; recycling endosome [GO:0055037]; synaptic vesicle [GO:0008021]
F6S5V0	unreviewed	Coiled-coil domain containing 70	CCDC70	CCDC70	1 out of 5	Reference proteome	plasma membrane [GO:0005886]
F7GJX9	unreviewed	Protein phosphatase 6 regulatory subunit 3	PPP6R3	PPP6R3	1 out of 5	Reference proteome	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
F6Q7Z0	unreviewed	Potassium voltage-gated channel subfamily B member 2	KCNB2	KCNB2	2 out of 5	Coiled coil;Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	dendrite [GO:0030425]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; voltage-gated potassium channel complex [GO:0008076]
A0A1D5Q7Y0	unreviewed	Protocadherin related 15	PCDH15	PCDH15	2 out of 5	Calcium;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; stereocilium [GO:0032420]
A0A5F8A4B4	unreviewed	Cystic fibrosis transmembrane conductance regulator (EC 5.6.1.6) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (cAMP-dependent chloride channel)	CFTR	CFTR	3 out of 5	ATP-binding;Chloride;Chloride channel;Ion channel;Ion transport;Membrane;Nucleotide-binding;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix;Transport	chloride channel complex [GO:0034707]; plasma membrane [GO:0005886]
A0A1D5QYQ0	unreviewed	Desmoglein 1	DSG1	DSG1	2 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	cell-cell junction [GO:0005911]; cytoplasmic side of plasma membrane [GO:0009898]; desmosome [GO:0030057]; integral component of membrane [GO:0016021]
F7GSK7	unreviewed	Desmoglein 4	DSG4	DSG4	2 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	cell-cell junction [GO:0005911]; desmosome [GO:0030057]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5QI38	unreviewed	Uncharacterized protein	GABRA1	GABRA1	2 out of 5	Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6YUR1	unreviewed	Matrix metallopeptidase 25	MMP25	MMP25	3 out of 5	Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Repeat;Signal;Zinc	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7ADK1	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	TEC	TEC	2 out of 5	ATP-binding;Kinase;Metal-binding;Nucleotide-binding;Reference proteome;SH2 domain;SH3 domain;Transferase;Tyrosine-protein kinase;Zinc;Zinc-finger	cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]
F7F7H9	unreviewed	Transporter	SLC6A5	SLC6A5	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; synapse [GO:0045202]
A0A1D5Q1W9	unreviewed	PH domain-containing protein	FERMT2	FERMT2	3 out of 5	Coiled coil;Reference proteome	cytoplasm [GO:0005737]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; focal adhesion [GO:0005925]; nucleoplasm [GO:0005654]; stress fiber [GO:0001725]
A0A1D5QEX1	unreviewed	PX domain-containing protein	NISCH	NISCH	2 out of 5	Reference proteome	cytosol [GO:0005829]; plasma membrane [GO:0005886]
F7GAZ2	unreviewed	Arachidonate 12-lipoxygenase, 12S type	ALOX12	ALOX12	3 out of 5	Coiled coil;Dioxygenase;Iron;Metal-binding;Oxidoreductase;Reference proteome	cytosol [GO:0005829]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]
F7C924	unreviewed	Rhotekin 2	RTKN2	RTKN2	2 out of 5	Coiled coil;Reference proteome	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
F7DBG1	unreviewed	Solute carrier family 28 member 1	SLC28A1	SLC28A1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A5F8A7Y5	unreviewed	Transporter	SLC6A12	SLC6A12	1 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]
A0A5F8A4W9	unreviewed	Melanocortin 3 receptor	MC3R	MC3R	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6XNG5	unreviewed	C-type lectin domain-containing protein	CD248	CD248	3 out of 5	Disulfide bond;EGF-like domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5QNN5	unreviewed	Vacuolar proton pump subunit B (V-ATPase subunit B) (Vacuolar proton pump subunit B)	ATP6V1B2	ATP6V1B2	2 out of 5	Hydrogen ion transport;Ion transport;Reference proteome;Transport	apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; microvillus [GO:0005902]; proton-transporting V-type ATPase, V1 domain [GO:0033180]; ruffle [GO:0001726]
F7D0S6	unreviewed	Tyrosine-protein kinase receptor (EC 2.7.10.1)	NTRK3	NTRK3	3 out of 5	ATP-binding;Disulfide bond;Immunoglobulin domain;Kinase;Leucine-rich repeat;Membrane;Nucleotide-binding;Phosphoprotein;Receptor;Reference proteome;Repeat;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	integral component of plasma membrane [GO:0005887]
A0A5F8ATM4	unreviewed	Olfactory receptor	OR13C8	OR13C8	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5QFG1	unreviewed	RAB15, member RAS oncogene family	RAB15	RAB15	2 out of 5	Reference proteome	cilium [GO:0005929]; endomembrane system [GO:0012505]; endosome [GO:0005768]; endosome membrane [GO:0010008]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]
F6WHV5	unreviewed	Epithelial cell transforming 2	ECT2	ECT2	3 out of 5	Guanine-nucleotide releasing factor;Reference proteome	bicellular tight junction [GO:0005923]; centralspindlin complex [GO:0097149]; cleavage furrow [GO:0032154]; cytosol [GO:0005829]; midbody [GO:0030496]; nuclear body [GO:0016604]
F7G3H1	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	ERBB4	ERBB4	5 out of 5	ATP-binding;Kinase;Membrane;Nucleotide-binding;Reference proteome;Signal;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase	basal plasma membrane [GO:0009925]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; integral component of plasma membrane [GO:0005887]; integral component of postsynaptic density membrane [GO:0099061]; integral component of presynaptic membrane [GO:0099056]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; receptor complex [GO:0043235]
F7HR96	unreviewed	Transmembrane 4 L six family member 5	TM4SF5	TM4SF5	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886]
A0A5F8A3J4	unreviewed	Olfactory receptor	OR4D6	OR4D6	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6YYN6	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	LOC719279	LOC719279	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	dendrite [GO:0030425]; integral component of plasma membrane [GO:0005887]; synapse [GO:0045202]
F7HAR1	unreviewed	Homeostatic iron regulator	HFE	HFE	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell [GO:0005623]; HFE-transferrin receptor complex [GO:1990712]; integral component of membrane [GO:0016021]
A0A1D5R5R6	unreviewed	Lengsin, lens protein with glutamine synthetase domain	LGSN	LGSN	2 out of 5	Reference proteome	cytoplasm [GO:0005737]; membrane [GO:0016020]; plasma membrane [GO:0005886]
A0A1D5QK30	unreviewed	Transmembrane protein 235	TMEM235	TMEM235	1 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]
F6S1W0	unreviewed	Protocadherin gamma subfamily B, 5			2 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1D5QNY8	unreviewed	Uncharacterized protein	LOC698874	LOC698874	1 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1D5QXJ2	unreviewed	Uncharacterized protein	GABRG2	GABRG2	2 out of 5	Cell membrane;Disulfide bond;Ion channel;Ion transport;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5Q2P4	unreviewed	KIAA0319	KIAA0319	KIAA0319	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	cytoplasmic vesicle [GO:0031410]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F6VLQ2	unreviewed	CD320 molecule	CD320	CD320	2 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	endoplasmic reticulum [GO:0005783]; integral component of plasma membrane [GO:0005887]
F6SQR3	unreviewed	Solute carrier family 23 member 1	SLC23A1	SLC23A1	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	apical plasma membrane [GO:0016324]; basal plasma membrane [GO:0009925]; cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; intracellular organelle [GO:0043229]
F7GEC5	unreviewed	Ephrin A1	EFNA1	EFNA1	2 out of 5	Membrane;Reference proteome;Signal	anchored component of plasma membrane [GO:0046658]; plasma membrane [GO:0005886]
F6T147	unreviewed	Kinetochore associated 1	KNTC1	KNTC1	1 out of 5	Coiled coil;Reference proteome	actin cytoskeleton [GO:0015629]; cytosol [GO:0005829]; kinetochore microtubule [GO:0005828]; plasma membrane [GO:0005886]; RZZ complex [GO:1990423]; spindle pole [GO:0000922]
A0A1D5RGR2	unreviewed	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.21) (EC 2.7.4.24)	PPIP5K1	PPIP5K1	4 out of 5	ATP-binding;Cytoplasm;Kinase;Nucleotide-binding;Reference proteome;Transferase	cytosol [GO:0005829]; plasma membrane [GO:0005886]
F6U709	unreviewed	Uncharacterized protein	DRD3	DRD3	5 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane	cell [GO:0005623]; dopaminergic synapse [GO:0098691]; integral component of plasma membrane [GO:0005887]; synaptic vesicle membrane [GO:0030672]
F7CCU5	unreviewed	Gamma-aminobutyric acid type B receptor subunit 1	GABBR1	GABBR1	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Sushi;Transmembrane;Transmembrane helix	cytoplasm [GO:0005737]; GABA-ergic synapse [GO:0098982]; G protein-coupled receptor heterodimeric complex [GO:0038039]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]; Schaffer collateral - CA1 synapse [GO:0098685]
F7DED1	unreviewed	Immunoglobulin superfamily DCC subclass member 3	IGDCC3	IGDCC3	1 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A5F8AA84	unreviewed	Occludin	OCLN	OCLN	2 out of 5	Cell junction;Coiled coil;Disulfide bond;Membrane;Reference proteome;Tight junction;Transmembrane;Transmembrane helix	bicellular tight junction [GO:0005923]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5F8AM81	unreviewed	Solute carrier organic anion transporter family member	SLCO3A1	SLCO3A1	2 out of 5	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A5K1UW69	unreviewed	Ig-like domain-containing protein	MAMU-DRB1	MAMU-DRB1	1 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]
F6WZ38	unreviewed	Uncharacterized protein	RIT1	RIT1	1 out of 5	GTP-binding;Nucleotide-binding;Reference proteome	plasma membrane [GO:0005886]
A0A1D5R973	unreviewed	Angiotensin II receptor type 1	AGTR1	AGTR1	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7GIE7	unreviewed	Cadherin 22	CDH22	CDH22	2 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1D5R7L2	unreviewed	Mal, T cell differentiation protein like	MALL	MALL	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	clathrin-coated vesicle [GO:0030136]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
A0A1D5RDB7	unreviewed	Reelin	RELN	RELN	5 out of 5	Disulfide bond;EGF-like domain;Reference proteome;Signal	cytoplasm [GO:0005737]; dendrite [GO:0030425]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
F6U0T1	unreviewed	Ankyrin repeat and sterile alpha motif domain containing 1B	ANKS1B	ANKS1B	2 out of 5	ANK repeat;Reference proteome;Repeat	cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]
